K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   1   1       0   1.0000 06:18:10 -4.25891058752E+05 -4.25891058752E+05  0.05534 -0.05390 -0.13404 -0.12803
2   1   1     100   0.0000 06:18:10 -4.25891058752E+05 -4.25891058752E+05  0.05534 -0.05390 -0.13404 -0.12803
2   1   1     200  35.5000 06:18:10 -3.97685809951E+05 -3.97685809951E+05  0.05534 -0.05390 -0.13404 -0.12803
2   1   1     400  29.2500 06:18:10 -3.87772176145E+05 -3.81085683157E+05  0.05534 -0.05390 -0.13404 -0.12803
2   1   1     800  47.2500 06:18:10 -4.13005870762E+05 -3.81085683157E+05  0.05534 -0.05390 -0.13404 -0.12803
2   1   1    1600  51.6250 06:18:10 -3.90688351944E+05 -3.74625142137E+05  0.04546 -0.04603 -0.10185 -0.14752
2   1   2    3200  57.0423 06:18:10 -4.13626674433E+05 -3.74051524452E+05 -0.14242  0.17235 -0.16101 -0.13006
2   1   4    6400  67.9276 06:18:10 -4.08915686743E+05 -3.62334060158E+05  0.16108 -0.13478 -0.14451 -0.14607
2   1   6   12800  15.0468 07:18:10 -3.77345321632E+05 -3.62334060158E+05  0.31721 -0.12516 -0.15542 -0.37903
2   1   9   25600   0.2412 07:18:10 -3.62334060158E+05 -3.62334060158E+05  0.36912  0.04111 -0.14901 -0.88936
2   1 200   26057   0.0000 07:18:10 -3.62334060158E+05 -3.62334060158E+05  0.36912  0.04111 -0.14901 -0.88936
