K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6  10   1       0   1.0000 04:33:10 -4.42572302647E+05 -4.42572302647E+05  0.01034  0.02166 -0.03241 -0.07943  0.02399  0.01968 -0.10576 -0.11092 -0.13982 -0.14703 -0.10942 -0.12312
6  10   1     100   1.9802 04:33:10 -4.41651628858E+05 -4.41651628858E+05  0.01034  0.02166 -0.03241 -0.07943  0.02399  0.01968 -0.10576 -0.11092 -0.13982 -0.14703 -0.10942 -0.12312
6  10   1     200  31.1881 04:33:10 -4.16280261108E+05 -4.16280261108E+05  0.02166  0.02399  0.01034 -0.07943  0.01968 -0.03241 -0.11092 -0.10942 -0.10576 -0.14703 -0.12312 -0.13982
6  10   1     400  43.7811 04:33:10 -3.79538035272E+05 -3.79538035272E+05  0.02166  0.01034  0.01968 -0.03241 -0.07943  0.02399 -0.11092 -0.10576 -0.12312 -0.13982 -0.14703 -0.10942
6  10   1     800  43.1421 04:33:10 -3.69377578468E+05 -3.68079288628E+05  0.01034  0.02166 -0.07943 -0.03241  0.01968  0.02399 -0.10576 -0.11092 -0.14703 -0.13982 -0.12312 -0.10942
6  10   1    1600  33.5206 04:33:10 -3.62612641574E+05 -3.60349164260E+05  0.01034  0.02166  0.02399 -0.03241  0.01968 -0.07943 -0.10576 -0.11092 -0.10942 -0.13982 -0.12312 -0.14703
6  10   1    3200  31.6052 04:33:10 -3.66590945009E+05 -3.60349164260E+05  0.02166 -0.07943  0.01034 -0.03241  0.02399  0.01968 -0.11092 -0.14703 -0.10576 -0.13982 -0.10942 -0.12312
6  10   1    6400  34.1456 05:33:10 -3.68546403429E+05 -3.60349164260E+05  0.37938  0.34849  1.00000 -0.00152  0.00431  0.45457 -0.16131 -0.19561  0.00000 -0.84448 -0.91607 -0.47348
6  10   1   12800  33.5807 05:33:10 -3.67658140862E+05 -3.59883206177E+05  0.39431  0.58636  0.03499  0.04127  0.04115  0.37787 -0.18306 -0.88116 -0.88342 -0.89715 -0.88831 -0.18462
6  10   2   24000  33.4260 06:33:10 -3.67186914476E+05 -3.59883206177E+05  0.36157  0.35329 -0.02802 -0.03618  0.31607  0.46492 -0.29022 -0.17603 -0.90296 -0.86257 -0.10597 -0.55353
6  10   2   25600  32.3753 06:33:10 -3.62370450920E+05 -3.59883206177E+05  0.31607  0.36157 -0.03618 -0.02802  0.35329  0.46492 -0.10597 -0.29022 -0.86257 -0.90296 -0.17603 -0.55353
6  10   4   51200  25.7683 08:33:10 -3.62236088721E+05 -3.56162705371E+05  0.40280  0.35939  0.00530 -0.00419  0.45509  1.00000 -0.20130 -0.22159 -0.87905 -0.91593 -0.47348  0.00000
6  10   4   52000  26.0712 08:33:10 -3.66091887693E+05 -3.56162705371E+05  0.40280  0.35939  0.00530 -0.00419  0.45509  1.00000 -0.20130 -0.22159 -0.87905 -0.91593 -0.47348  0.00000
6  10   5   72000  24.0099 10:33:10 -3.64089744223E+05 -3.56162705371E+05  0.35488  0.41034 -0.00285  0.00364  1.00000  0.45403 -0.22951 -0.18735 -0.87980 -0.88849  0.00000 -0.47348
6  10   7  100000  17.1371 12:33:10 -3.59030185901E+05 -3.56162705371E+05  0.29658  0.35614 -0.09750  1.00000  1.00000  0.40017 -0.22492 -0.22149 -0.88936  0.00000  0.00000 -0.47348
6  10   7  102400  17.1092 12:33:10 -3.61143793560E+05 -3.56162705371E+05  0.35614  0.29658 -0.09750  1.00000  1.00000  0.40017 -0.22149 -0.22492 -0.88936  0.00000  0.00000 -0.47348
6  10   8  105602  12.8000 12:33:10 -3.56210815916E+05 -3.54913220075E+05  0.26850  0.36031  0.46958 -0.12463  1.00000  0.38375 -0.19792 -0.22142 -0.86481 -0.89199  0.00000 -0.47348
6  10   8  132000   8.0662 14:33:10 -3.54518044388E+05 -3.54162210787E+05  0.26052  0.35462 -0.14557  0.42239  1.00000  0.50560 -0.24570 -0.23287 -0.89199 -0.39850  0.00000 -0.88116
6  10   9  164000   6.7196 16:33:10 -3.53617349097E+05 -3.52467344951E+05  0.40531  0.32302  0.23869 -0.19239  0.40034  0.34831 -0.43677 -0.21858 -0.28933 -0.88936 -0.39850 -0.47348
6  10  11  188000   3.0668 18:33:10 -3.52479096330E+05 -3.52448652001E+05  0.40352  0.35327  0.22693 -0.19598  0.39853  0.34635 -0.43677 -0.23872 -0.26666 -0.88936 -0.39850 -0.47348
6  10  13  207576   1.7000 19:33:10 -3.52571626209E+05 -3.52448652001E+05  0.40421  0.34389  0.23207 -0.19458  0.39923  0.34711 -0.43677 -0.23136 -0.27913 -0.88936 -0.39850 -0.47348
6  10  13  212000   2.1682 20:33:10 -3.52901796501E+05 -3.52448652001E+05  0.40812  0.34399  0.23130 -0.19507  0.39899  0.34684 -0.45833 -0.23170 -0.27455 -0.88936 -0.39850 -0.47348
6  10  16  239852   1.7000 22:33:10 -3.52478102695E+05 -3.52448652001E+05  0.40420  0.34446  0.23207 -0.19460  0.39922  0.34710 -0.43677 -0.23395 -0.27825 -0.88936 -0.39850 -0.47348
6  10  16  240000   1.8623 22:33:10 -3.52554170140E+05 -3.52448652001E+05  0.40420  0.34446  0.23207 -0.19460  0.39922  0.34710 -0.43677 -0.23395 -0.27825 -0.88936 -0.39850 -0.47348
6  10  18  264216   1.1000 23:33:10 -3.52479096330E+05 -3.52448652001E+05  0.40466  0.33717  0.23503 -0.19369  0.39968  0.34760 -0.43677 -0.22532 -0.28680 -0.88936 -0.39850 -0.47348
6  10  18  268000   1.3190 24:33:10 -3.52459230492E+05 -3.52448652001E+05  0.40487  0.33364  0.23666 -0.19326  0.39990  0.34783 -0.43677 -0.22232 -0.29066 -0.88936 -0.39850 -0.47348
6  10  20  296000   1.4722 26:33:10 -3.52459230492E+05 -3.52448652001E+05  0.40466  0.33717  0.23503 -0.19369  0.39968  0.34760 -0.43677 -0.22532 -0.28680 -0.88936 -0.39850 -0.47348
6  10 200  314183   0.0000 27:33:10 -3.52448652001E+05 -3.52448652001E+05  0.40420  0.34446  0.23207 -0.19460  0.39922  0.34710 -0.43677 -0.23395 -0.27825 -0.88936 -0.39850 -0.47348
