K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   2   1       0   1.0000 35:35:15 -1.67195576613E+05 -1.67195576613E+05  0.00534 -0.02103  0.00793 -0.00377 -0.00420  0.01730 -0.19733 -0.19795 -0.15760 -0.19330 -0.12173 -0.14719
6   2   1     100   3.8462 35:35:15 -1.66721054883E+05 -1.66721054883E+05  0.00534 -0.02103  0.00793 -0.00377 -0.00420  0.01730 -0.19733 -0.19795 -0.15760 -0.19330 -0.12173 -0.14719
6   2   1     200  26.4706 35:35:15 -1.63648912575E+05 -1.63648912575E+05  0.00534 -0.00377 -0.00420  0.00793 -0.02103  0.01730 -0.19733 -0.19330 -0.12173 -0.15760 -0.19795 -0.14719
6   2   1     400  34.9010 35:35:15 -1.61991720540E+05 -1.61351139454E+05 -0.00377  0.00793 -0.00420 -0.02103  0.00534  0.01730 -0.19330 -0.15760 -0.12173 -0.19795 -0.19733 -0.14719
6   2   1     800  37.9353 35:35:15 -1.58753159638E+05 -1.58748979148E+05 -0.00420  0.01730 -0.02103  0.00793 -0.00377  0.00534 -0.12173 -0.14719 -0.19795 -0.15760 -0.19330 -0.19733
6   2   1    1600  38.2170 35:35:15 -1.61221565260E+05 -1.58663409756E+05 -0.02103  0.01730  0.00793 -0.00420 -0.00377  0.00534 -0.19795 -0.14719 -0.15760 -0.12173 -0.19330 -0.19733
6   2   1    3200  43.2272 36:35:15 -1.59040767275E+05 -1.57606038446E+05 -0.00420  0.00793 -0.02103  0.01730 -0.00377  0.00534 -0.12173 -0.15760 -0.19795 -0.14719 -0.19330 -0.19733
6   2   1    5000  43.9448 38:35:15 -1.60293093891E+05 -1.57606038446E+05  0.00793 -0.00420 -0.02103  0.01730 -0.00377  0.00534 -0.15760 -0.12173 -0.19795 -0.14719 -0.19330 -0.19733
6   2   2    6400  52.7881 39:35:15 -1.60023306121E+05 -1.57606038446E+05 -0.01693  0.01280  0.11699  0.02234  0.27628  0.33233 -0.17848 -0.12098 -0.41145 -0.06766 -0.75111 -0.89436
6   2   6   15000  29.3976 41:35:15 -1.60080896581E+05 -1.57606038446E+05  1.00000  1.00000  0.00546  0.00107  1.00000  1.00000  0.00000  0.00000 -0.13593 -0.18225  0.00000  0.00000
6   2   7   45000  22.3807 45:35:15 -1.57805494246E+05 -1.57357081726E+05  0.00410  1.00000  0.00469  0.27131  0.32775  0.34962 -0.13842  0.00000 -0.22789 -0.75111 -0.89436 -0.81056
6   2   7   50000  21.5196 47:35:15 -1.58909400749E+05 -1.57357081726E+05  1.00000 -0.00837 -0.00817  0.27158  0.32799  0.34985  0.00000 -0.19681 -0.13518 -0.75111 -0.89436 -0.81056
6   2   8   60000  14.0023 50:35:15 -1.58709782380E+05 -1.57153178517E+05  0.02956  0.02514  0.00297  0.27603  0.33210  0.35383 -0.06834 -0.25958 -0.16318 -0.75111 -0.89436 -0.81056
6   2   8   65000  16.2488 53:35:15 -1.57812629526E+05 -1.57153178517E+05  0.03240  0.00826  0.35330  0.21006  0.27544  0.33156 -0.26836 -0.13176 -0.81056 -0.65933 -0.75111 -0.89436
6   2   9   80000  14.0398 56:35:15 -1.57148897161E+05 -1.56680663238E+05  0.01085 -0.02672  0.00963  0.27687  0.33287  0.35458 -0.13580 -0.10048 -0.23016 -0.75111 -0.89436 -0.81056
6   2   9   85000  13.9856 59:35:15 -1.57254881216E+05 -1.56680663238E+05  0.05676  0.00715  0.01769  0.27590  0.33198  0.35371 -0.05420 -0.15935 -0.23536 -0.75111 -0.89436 -0.81056
6   2  11  104693   9.5000 00:36:15 -1.57563380394E+05 -1.56680663238E+05  0.01437  0.03554  0.02047  0.27679  0.33280  1.00000 -0.16059 -0.09111 -0.25619 -0.75111 -0.89436  0.00000
6   2  11  110000   7.5453 01:36:15 -1.57046747435E+05 -1.56680663238E+05  0.00999  0.02476  0.03068  0.27760  0.33354  0.13330 -0.15540 -0.26294 -0.08395 -0.75111 -0.89436 -0.32811
6   2  12  124991   5.9000 01:36:15 -1.56936476332E+05 -1.56424664208E+05  0.05362  0.00721  0.03530  0.27650  0.33253  0.35425 -0.08376 -0.16635 -0.27098 -0.75111 -0.89436 -0.81056
6   2  13  140769   4.8000 02:36:15 -1.57137561443E+05 -1.56424664208E+05  0.05371  0.03635  0.01524  0.27872  0.33458  0.07117 -0.09264 -0.27148 -0.17274 -0.75111 -0.89436 -0.22973
6   2  13  155000   5.0042 03:36:15 -1.56680663238E+05 -1.56424664208E+05  0.05181  0.03051  0.01210  0.27655  0.33257  0.35429 -0.09103 -0.26471 -0.16458 -0.75111 -0.89436 -0.81056
6   2  14  160626   2.2000 03:36:15 -1.56788198440E+05 -1.56424664208E+05  0.05099  0.02452  0.01889  0.27665  0.33267  0.35438 -0.09264 -0.25804 -0.17229 -0.75111 -0.89436 -0.81056
6   2  15  180571   2.9000 04:36:15 -1.56408752915E+05 -1.56379251264E+05  0.05772  0.02854  0.02861  0.03469  0.27963  0.33542 -0.08376 -0.25804 -0.22096 -0.16849 -0.75111 -0.89436
6   2  15  195000   3.1993 05:36:15 -1.56695023601E+05 -1.56379251264E+05  0.05105  0.03071  0.01398  0.27670  0.33271  0.35442 -0.09264 -0.26471 -0.17053 -0.75111 -0.89436 -0.81056
6   2  16  195875   2.0000 05:36:15 -1.56703152372E+05 -1.56379251264E+05  0.05105  0.03071  0.01398  0.27670  0.33271  0.35442 -0.09264 -0.26471 -0.17053 -0.75111 -0.89436 -0.81056
6   2  18  225475   1.5000 06:36:15 -1.56408752915E+05 -1.56379251264E+05  0.05634  0.03612  0.00831  0.04054  0.28073  0.33644 -0.09264 -0.26471 -0.24807 -0.15102 -0.75111 -0.89436
6   2  18  240000   2.0916 07:36:15 -1.56680663238E+05 -1.56379251264E+05  0.05176  0.03144  0.01411  0.27724  0.33321  0.14990 -0.09264 -0.26471 -0.17199 -0.75111 -0.89436 -0.34798
6   2  20  256327   1.7000 07:36:15 -1.56703152372E+05 -1.56379251264E+05  0.03013  0.03185  0.02010  0.27755  0.33350  0.35518 -0.09555 -0.26471 -0.17229 -0.75111 -0.89436 -0.81056
6   2  21  276772   1.3000 08:36:15 -1.56695023601E+05 -1.56379251264E+05  0.05116  0.02723  0.01709  0.27678  0.33279  0.35450 -0.09264 -0.26069 -0.17357 -0.75111 -0.89436 -0.81056
6   2  21  285000   0.9441 09:36:15 -1.56417736774E+05 -1.56379251264E+05  0.05513  0.03488  0.00937  0.05043  0.27981  0.33558 -0.09264 -0.26471 -0.23134 -0.15281 -0.75111 -0.89436
6   2  22  290401   0.7000 09:36:15 -1.56379251264E+05 -1.56379251264E+05  0.05458  0.02820  0.00879  0.06184  0.27939  0.33520 -0.09264 -0.25804 -0.23134 -0.15591 -0.75111 -0.89436
6   2  23  310899   0.0000 10:36:15 -1.56379251264E+05 -1.56379251264E+05  0.05458  0.02820  0.00879  0.06184  0.27939  0.33520 -0.09264 -0.25804 -0.23134 -0.15591 -0.75111 -0.89436
6   2  24  311761   0.8000 10:36:15 -1.56379251264E+05 -1.56379251264E+05  0.05458  0.02820  0.00879  0.06184  0.27939  0.33520 -0.09264 -0.25804 -0.23134 -0.15591 -0.75111 -0.89436
6   2  25  332158   0.2000 11:36:15 -1.56379251264E+05 -1.56379251264E+05  0.05458  0.02820  0.00879  0.06184  0.27939  0.33520 -0.09264 -0.25804 -0.23134 -0.15591 -0.75111 -0.89436
6   2  25  335000   0.3298 11:36:15 -1.56379251264E+05 -1.56379251264E+05  0.05458  0.02820  0.00879  0.06184  0.27939  0.33520 -0.09264 -0.25804 -0.23134 -0.15591 -0.75111 -0.89436
6   2  26  340941   0.4000 11:36:15 -1.56379251264E+05 -1.56379251264E+05  0.05458  0.02820  0.00879  0.06184  0.27939  0.33520 -0.09264 -0.25804 -0.23134 -0.15591 -0.75111 -0.89436
6   2  27  361479   0.0000 12:36:15 -1.56379251264E+05 -1.56379251264E+05  0.05458  0.02820  0.00879  0.06184  0.27939  0.33520 -0.09264 -0.25804 -0.23134 -0.15591 -0.75111 -0.89436
6   2  28  362353   0.2000 12:36:15 -1.56379251264E+05 -1.56379251264E+05  0.05458  0.02820  0.00879  0.06184  0.27939  0.33520 -0.09264 -0.25804 -0.23134 -0.15591 -0.75111 -0.89436
