K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   6   1       0   1.0000 10:21:15 -1.62895779192E+05 -1.62895779192E+05 -0.00087  0.00314 -0.00897 -0.16189 -0.14307 -0.19646
3   6   1     100   1.9608 10:21:15 -1.62722495980E+05 -1.62722495980E+05 -0.00087  0.00314 -0.00897 -0.16189 -0.14307 -0.19646
3   6   1     200  25.6158 10:21:15 -1.59053510975E+05 -1.59053510975E+05 -0.00897 -0.00087  0.00314 -0.19646 -0.16189 -0.14307
3   6   1     400  25.5583 10:21:15 -1.57159331036E+05 -1.56401952516E+05 -0.00897  0.00314 -0.00087 -0.19646 -0.14307 -0.16189
3   6   1     800  33.9975 10:21:15 -1.57553163449E+05 -1.56401952516E+05 -0.00897 -0.00087  0.00314 -0.19646 -0.16189 -0.14307
3   6   1    1600  38.6151 10:21:15 -1.56978844691E+05 -1.56401952516E+05  0.00314 -0.00087 -0.00897 -0.14307 -0.16189 -0.19646
3   6   2    3200  57.4163 10:21:15 -1.58552646965E+05 -1.56401952516E+05  0.26771 -0.02236 -0.01313 -0.75111 -0.16481 -0.12595
3   6   2    6400  40.0836 11:21:15 -1.58642305650E+05 -1.56223602715E+05 -0.00749 -0.01095  0.27058 -0.21737 -0.13476 -0.75111
3   6   3   12800  35.5424 14:21:15 -1.58623296051E+05 -1.56047409846E+05 -0.01647 -0.00195  0.26940 -0.19885 -0.13435 -0.75111
3   6   4   15000  31.8467 16:21:15 -1.57137361930E+05 -1.55757802634E+05 -0.02462  0.01052  0.26575 -0.18884 -0.08433 -0.75111
3   6   6   25600  18.9243 17:21:15 -1.56897663329E+05 -1.55281155097E+05  0.00239  0.16107  0.00784 -0.20603 -0.47152 -0.15548
3   6   6   30000  19.8106 18:21:15 -1.57452137728E+05 -1.55281155097E+05 -0.00429 -0.00365  0.27076 -0.23243 -0.13643 -0.75111
3   6   7   35000  10.2592 24:21:15 -1.56521802319E+05 -1.55093452986E+05  0.00406 -0.00262  0.27077 -0.23981 -0.13979 -0.75111
3   6   8   40000  11.4524 29:21:15 -1.55448568595E+05 -1.55080278648E+05 -0.00245  0.00839  0.27182 -0.13798 -0.26728 -0.75111
3   6   9   45000   7.4151 35:21:15 -1.56219663927E+05 -1.55080278648E+05 -0.00309  0.27038  0.00854 -0.14380 -0.75111 -0.23758
3   6  10   50000   5.4521 37:21:15 -1.55279102135E+05 -1.55080278648E+05  0.00258  0.00542  0.27058 -0.13077 -0.25709 -0.75111
3   6  10   51200   5.4595 38:21:15 -1.55165765105E+05 -1.55080278648E+05  0.00258  0.00542  0.27058 -0.13077 -0.25709 -0.75111
3   6  14   70000   2.1210 39:21:15 -1.55427672284E+05 -1.55080278648E+05 -0.00107  0.01595  0.27065 -0.13912 -0.26268 -0.75111
3   6  20  102400   1.3257 40:21:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   6  21  104534   1.3000 40:21:15 -1.55080278648E+05 -1.55080278648E+05 -0.00192  0.01789  0.27071 -0.14118 -0.26475 -0.75111
3   6  22  109589   1.2000 40:21:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   6  23  114587   0.6000 41:21:15 -1.55080278648E+05 -1.55080278648E+05 -0.00107  0.01595  0.27065 -0.13912 -0.26268 -0.75111
3   6  23  115000   0.9365 41:21:15 -1.55080278648E+05 -1.55080278648E+05 -0.00107  0.01595  0.27065 -0.13912 -0.26268 -0.75111
3   6  24  119593   0.6000 41:21:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   6  25  124567   0.3000 41:21:15 -1.55093452986E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   6  27  134464   0.6000 41:21:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   6 200  141389   0.0000 42:21:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
