K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   4   1       0   1.0000 14:26:15 -1.64276798355E+05 -1.64276798355E+05 -0.00823 -0.00883  0.00631  0.00866 -0.21048 -0.19325 -0.13305 -0.13575
4   4   1     100   1.9608 14:26:15 -1.63805297054E+05 -1.63805297054E+05 -0.00823 -0.00883  0.00631  0.00866 -0.21048 -0.19325 -0.13305 -0.13575
4   4   1     200  21.6749 14:26:15 -1.59395981831E+05 -1.59395981831E+05  0.00631 -0.00823 -0.00883  0.00866 -0.13305 -0.21048 -0.19325 -0.13575
4   4   1     400  17.5610 14:26:15 -1.56389043697E+05 -1.56280582857E+05  0.00631 -0.00823 -0.00883  0.00866 -0.13305 -0.21048 -0.19325 -0.13575
4   4   1     800  27.3284 14:26:15 -1.57720842445E+05 -1.56280582857E+05  0.00631 -0.00823 -0.00883  0.00866 -0.13305 -0.21048 -0.19325 -0.13575
4   4   1    1600  35.3342 14:26:15 -1.58793023869E+05 -1.56280582857E+05  0.00631  0.00866 -0.00823 -0.00883 -0.13305 -0.13575 -0.21048 -0.19325
4   4   2    3200  43.4132 14:26:15 -1.58253245105E+05 -1.56280582857E+05  0.01423 -0.02052  0.30087  0.32352 -0.23339 -0.15412 -0.78140 -0.89436
4   4   3    6400  36.1174 15:26:15 -1.58249148839E+05 -1.56280582857E+05  0.00227  0.27823  0.01984  0.07298 -0.15779 -0.75111 -0.17930 -0.37941
4   4   4   10000  36.3496 16:26:15 -1.58174273319E+05 -1.56153008981E+05  0.00755  0.02725  0.27811  0.00612 -0.15831 -0.25215 -0.75111 -0.15239
4   4   4   12800  34.5957 18:26:15 -1.58233615027E+05 -1.55597882714E+05 -0.02313  0.00696  0.26810  0.32478 -0.17547 -0.08737 -0.75111 -0.89436
4   4   4   15000  35.8652 19:26:15 -1.57021574339E+05 -1.55597882714E+05 -0.00642  0.00570  0.11371  0.21803 -0.17396 -0.12586 -0.42908 -0.58388
4   4   5   25000  28.8011 21:26:15 -1.58127740381E+05 -1.55253108492E+05  0.01506 -0.00683  0.32631  0.26976 -0.22964 -0.14946 -0.89436 -0.75111
4   4   6   25600  26.0504 21:26:15 -1.56190152571E+05 -1.55253108492E+05  0.01506 -0.00683  0.26976  0.32631 -0.22964 -0.14946 -0.75111 -0.89436
4   4   8   51200  11.1917 22:26:15 -1.55890229867E+05 -1.54907790383E+05 -0.00649  0.03022  0.26964  0.32620 -0.14376 -0.27305 -0.75111 -0.89436
4   4  11   75000   3.5328 23:26:15 -1.55329535807E+05 -1.54907790383E+05  0.00027  0.01834  0.27017  0.32669 -0.14101 -0.26069 -0.75111 -0.89436
4   4  13   95000   2.8871 25:26:15 -1.54983819992E+05 -1.54907790383E+05 -0.00233  0.02021  0.26998  0.32652 -0.13977 -0.26592 -0.75111 -0.89436
4   4  14  102400   1.9761 25:26:15 -1.55082069649E+05 -1.54907790383E+05  0.02493 -0.00310  0.26985  0.32640 -0.26836 -0.14118 -0.75111 -0.89436
4   4  16  116340   2.0000 25:26:15 -1.54953698203E+05 -1.54907790383E+05 -0.00213  0.02157  0.26987  0.32642 -0.13912 -0.26471 -0.75111 -0.89436
4   4  17  125449   1.9000 26:26:15 -1.54908096787E+05 -1.54907790383E+05  0.00139  0.01574  0.27014  0.32667 -0.13900 -0.25804 -0.75111 -0.89436
4   4  18  134293   2.3000 26:26:15 -1.54953698203E+05 -1.54907790383E+05  0.00139  0.01574  0.27014  0.32667 -0.13900 -0.25804 -0.75111 -0.89436
4   4  19  145000   1.4213 27:26:15 -1.54920713919E+05 -1.54907790383E+05 -0.00213  0.02157  0.26987  0.32642 -0.13912 -0.26471 -0.75111 -0.89436
4   4 200  151431   0.0000 27:26:15 -1.54907790383E+05 -1.54907790383E+05 -0.00310  0.02493  0.26985  0.32640 -0.14118 -0.26836 -0.75111 -0.89436
