K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2  10   1       0   1.0000 39:18:15 -1.60833394467E+05 -1.60833394467E+05  0.00061 -0.00143 -0.16621 -0.17181
2  10   1     100   1.0000 39:18:15 -1.59962815310E+05 -1.59962815310E+05  0.00061 -0.00143 -0.16621 -0.17181
2  10   1     200  17.0000 39:18:15 -1.56915497805E+05 -1.56915497805E+05 -0.00143  0.00061 -0.17181 -0.16621
2  10   1     400  14.7500 39:18:15 -1.58103856339E+05 -1.56693249811E+05 -0.00143  0.00061 -0.17181 -0.16621
2  10   1     800  29.6250 40:18:15 -1.58878860802E+05 -1.56693249811E+05  0.00061 -0.00143 -0.16621 -0.17181
2  10   1    1600  43.0625 41:18:15 -1.58686016739E+05 -1.56693249811E+05  0.00118  0.00667 -0.16916 -0.17539
2  10   3    3200  62.5000 41:18:15 -1.59486901805E+05 -1.56693249811E+05  0.00534  0.00515 -0.17174 -0.17799
2  10   3    5000  37.8872 41:18:15 -1.59549285655E+05 -1.56693249811E+05 -0.02618  0.13201 -0.16717 -0.44992
2  10   4    6400  21.7158 41:18:15 -1.57073757449E+05 -1.56222068432E+05 -0.01556  0.04921 -0.17595 -0.20772
2  10  11   12800   0.0000 42:18:15 -1.56222068432E+05 -1.56222068432E+05 -0.05683  0.24305 -0.16137 -0.75111
2  10 200   13219   0.0000 42:18:15 -1.56222068432E+05 -1.56222068432E+05 -0.05683  0.24305 -0.16137 -0.75111
