K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   6   1       0   1.0000 09:38:15 -1.66844834215E+05 -1.66844834215E+05 -0.00190 -0.01108  0.02350  0.00543  0.00308 -0.00089 -0.18130 -0.19577 -0.13368 -0.17642 -0.21664 -0.13662
6   6   1     100   0.9901 09:38:15 -1.66792921381E+05 -1.66792921381E+05 -0.00190 -0.01108  0.02350  0.00543  0.00308 -0.00089 -0.18130 -0.19577 -0.13368 -0.17642 -0.21664 -0.13662
6   6   1     200  27.3632 09:38:15 -1.62466502972E+05 -1.62416164666E+05  0.00543 -0.01108 -0.00089  0.02350  0.00308 -0.00190 -0.17642 -0.19577 -0.13662 -0.13368 -0.21664 -0.18130
6   6   1     400  34.4140 09:38:15 -1.61260496691E+05 -1.60074016986E+05 -0.01108  0.00543 -0.00089  0.02350 -0.00190  0.00308 -0.19577 -0.17642 -0.13662 -0.13368 -0.18130 -0.21664
6   6   1     800  39.2010 09:38:15 -1.60948207561E+05 -1.58985512539E+05 -0.01108  0.00543 -0.00190 -0.00089  0.02350  0.00308 -0.19577 -0.17642 -0.18130 -0.13662 -0.13368 -0.21664
6   6   1    1600  40.3498 09:38:15 -1.60017274773E+05 -1.58217869197E+05 -0.00190 -0.00089 -0.01108  0.00543  0.02350  0.00308 -0.18130 -0.13662 -0.19577 -0.17642 -0.13368 -0.21664
6   6   1    3200  40.7373 09:38:15 -1.59463063849E+05 -1.57923219270E+05 -0.01108 -0.00089  0.00543  0.02350  0.00308 -0.00190 -0.19577 -0.13662 -0.17642 -0.13368 -0.21664 -0.18130
6   6   2    6400  44.9163 11:38:15 -1.60263822851E+05 -1.57923219270E+05 -0.02444  0.08911 -0.00930  0.01450  0.27694  0.33294 -0.14796 -0.05767 -0.17997 -0.10060 -0.75111 -0.89436
6   6   3   10000  40.0795 14:38:15 -1.60966490511E+05 -1.57856657301E+05 -0.00930 -0.02444  0.33294  0.27694  0.08911  0.01450 -0.17997 -0.14796 -0.89436 -0.75111 -0.05767 -0.10060
6   6   4   12800  35.1079 15:38:15 -1.61301275876E+05 -1.57856657301E+05 -0.00921  1.00000  0.27013 -0.00858  1.00000  1.00000 -0.15058  0.00000 -0.75111 -0.20787  0.00000  0.00000
6   6   4   20000  34.2685 16:38:15 -1.60197406422E+05 -1.57856657301E+05 -0.00903  1.00000 -0.01550  0.26827  0.34690  1.00000 -0.19479  0.00000 -0.15063 -0.75111 -0.81056  0.00000
6   6   4   25000  34.1455 20:38:15 -1.59619791011E+05 -1.57856657301E+05 -0.00618 -0.01359  0.26850  1.00000  0.34711  1.00000 -0.21880 -0.14024 -0.75111  0.00000 -0.81056  0.00000
