K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   2   1       0   1.0000 17:25:15 -1.64411391774E+05 -1.64411391774E+05  0.00148  0.00235 -0.01311  0.00276 -0.16924 -0.14720 -0.17424 -0.17863
4   2   1     100   1.9802 17:25:15 -1.64301747376E+05 -1.64301747376E+05  0.00148  0.00235 -0.01311  0.00276 -0.16924 -0.14720 -0.17424 -0.17863
4   2   1     200  28.2178 17:25:15 -1.58206356142E+05 -1.58116926445E+05  0.00235  0.00276 -0.01311  0.00148 -0.14720 -0.17863 -0.17424 -0.16924
4   2   1     400  26.8657 17:25:15 -1.56551356353E+05 -1.56551356353E+05  0.00276  0.00148 -0.01311  0.00235 -0.17863 -0.16924 -0.17424 -0.14720
4   2   1     800  25.2802 17:25:15 -1.59091132554E+05 -1.55467319088E+05  0.00276  0.00148 -0.01311  0.00235 -0.17863 -0.16924 -0.17424 -0.14720
4   2   1    1600  36.4317 17:25:15 -1.59747348077E+05 -1.55467319088E+05  0.00276  0.00235  0.00148 -0.01311 -0.17863 -0.14720 -0.16924 -0.17424
4   2   2    3200  54.1195 17:25:15 -1.59100418966E+05 -1.55467319088E+05 -0.00582 -0.00838  0.00677  0.15338 -0.15498 -0.17672 -0.11031 -0.45916
4   2   3    6400  38.7443 17:25:15 -1.57852143043E+05 -1.55467319088E+05 -0.02126 -0.01066  0.32683  0.27032 -0.16569 -0.14994 -0.89436 -0.75111
4   2   4   10000  37.5672 20:25:15 -1.58627561982E+05 -1.55467319088E+05 -0.01750 -0.02420  0.02817  0.26793 -0.02582 -0.18870 -0.12016 -0.75111
4   2   5   12800  35.0642 22:25:15 -1.59478646919E+05 -1.55467319088E+05 -0.02458  0.06217 -0.00895  0.27511 -0.19947 -0.16332 -0.15749 -0.75111
4   2   5   15000  35.2753 23:25:15 -1.57459703411E+05 -1.55467319088E+05  0.01478  0.27742  0.01920 -0.01551 -0.23700 -0.75111 -0.12295 -0.16781
4   2   6   25600  31.0827 23:25:15 -1.58297683805E+05 -1.55467319088E+05  0.01172  0.00150  0.04941  0.27974 -0.13893 -0.20993 -0.28091 -0.75111
4   2   9   50000   7.7435 27:25:15 -1.55528310769E+05 -1.54907790383E+05  0.01148  0.02610  0.27751  0.09318 -0.13151 -0.27161 -0.75111 -0.35857
4   2   9   51200   8.1089 28:25:15 -1.56211569542E+05 -1.54907790383E+05  0.00132  0.00822  0.27038  0.32688 -0.13502 -0.25369 -0.75111 -0.89436
4   2  10   55000   4.8664 30:25:15 -1.55186076721E+05 -1.54907790383E+05 -0.00469  0.02764  0.26981  0.32636 -0.14143 -0.27313 -0.75111 -0.89436
4   2  11   70000   4.0505 33:25:15 -1.55121556135E+05 -1.54907790383E+05 -0.00473  0.02807  0.26967  0.32623 -0.14066 -0.27585 -0.75111 -0.89436
4   2  12   75000   2.9512 36:25:15 -1.54907790383E+05 -1.54907790383E+05 -0.00310  0.02493  0.26985  0.32640 -0.14118 -0.26836 -0.75111 -0.89436
4   2  14   90000   2.5340 40:25:15 -1.54920713919E+05 -1.54907790383E+05 -0.00274  0.01625  0.26997  0.32650 -0.14019 -0.25001 -0.75111 -0.89436
4   2  14   95000   2.7114 42:25:15 -1.54920713919E+05 -1.54907790383E+05 -0.00052  0.01737  0.27015  0.32668 -0.13912 -0.26124 -0.75111 -0.89436
4   2  15  102400   2.0848 42:25:15 -1.55109605718E+05 -1.54907790383E+05  0.00027  0.01834  0.27017  0.32669 -0.14101 -0.26069 -0.75111 -0.89436
4   2  16  107128   1.5000 43:25:15 -1.55033873751E+05 -1.54907790383E+05  0.00139  0.01574  0.27014  0.32667 -0.13900 -0.25804 -0.75111 -0.89436
4   2  17  116302   1.7000 43:25:15 -1.54953698203E+05 -1.54907790383E+05 -0.00215  0.01757  0.26990  0.32644 -0.13765 -0.25711 -0.75111 -0.89436
4   2  18  130000   1.8187 44:25:15 -1.54948086126E+05 -1.54907790383E+05 -0.00213  0.02157  0.26987  0.32642 -0.13912 -0.26471 -0.75111 -0.89436
4   2  19  134394   2.0000 44:25:15 -1.54907790383E+05 -1.54907790383E+05 -0.00473  0.02807  0.26967  0.32623 -0.14066 -0.27585 -0.75111 -0.89436
4   2 200  142385   0.0000 44:25:15 -1.54907790383E+05 -1.54907790383E+05 -0.00310  0.02493  0.26985  0.32640 -0.14118 -0.26836 -0.75111 -0.89436
