K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5  10   1       0   1.0000 18:34:15 -1.65888680867E+05 -1.65888680867E+05  0.00261 -0.00205 -0.00455 -0.00956  0.00780 -0.18260 -0.17450 -0.17412 -0.18924 -0.11943
5  10   1     100   3.8462 18:34:15 -1.65035215975E+05 -1.65035215975E+05  0.00261 -0.00205 -0.00455 -0.00956  0.00780 -0.18260 -0.17450 -0.17412 -0.18924 -0.11943
5  10   1     200  26.0870 18:34:15 -1.61470583540E+05 -1.61470583540E+05  0.00780 -0.00956  0.00261 -0.00455 -0.00205 -0.11943 -0.18924 -0.18260 -0.17412 -0.17450
5  10   1     400  33.4152 18:34:15 -1.59585567803E+05 -1.58785171069E+05  0.00261 -0.00205  0.00780 -0.00956 -0.00455 -0.18260 -0.17450 -0.11943 -0.18924 -0.17412
5  10   1     800  41.1400 18:34:15 -1.59767440876E+05 -1.58692784990E+05 -0.00956  0.00780  0.00261 -0.00455 -0.00205 -0.18924 -0.11943 -0.18260 -0.17412 -0.17450
5  10   1    1600  49.2844 18:34:15 -1.61178464292E+05 -1.58692784990E+05  0.00261 -0.00205 -0.00956 -0.00455  0.00780 -0.18260 -0.17450 -0.18924 -0.17412 -0.11943
5  10   1    3200  45.6190 18:34:15 -1.59497210825E+05 -1.57374911422E+05  0.00780 -0.00956 -0.00455 -0.00205  0.00261 -0.11943 -0.18924 -0.17412 -0.17450 -0.18260
5  10   2    6400  46.6304 19:34:15 -1.58472531191E+05 -1.57374911422E+05 -0.02195  1.00000 -0.00707  0.26877 -0.00377 -0.17169  0.00000 -0.14211 -0.75111 -0.02438
5  10   3   10000  39.3846 22:34:15 -1.59634108677E+05 -1.56921638154E+05  0.02853  0.13814  0.01329  0.28578  0.02013 -0.17475 -0.62306 -0.19769 -0.75111 -0.13952
5  10   3   12800  39.2664 24:34:15 -1.58684452230E+05 -1.56921638154E+05  0.01848 -0.00656  0.33338  0.02165  0.27743 -0.26584 -0.15249 -0.89436 -0.17798 -0.75111
5  10   3   15000  39.4574 24:34:15 -1.58045200462E+05 -1.56617791715E+05  0.01848 -0.00656  0.27743  0.33338  0.02165 -0.26584 -0.15249 -0.75111 -0.89436 -0.17798
5  10   4   25600  33.6887 25:34:15 -1.58552164386E+05 -1.56318710155E+05  0.00145  0.00800  0.00754  0.27894  0.33478 -0.16481 -0.14687 -0.20316 -0.75111 -0.89436
5  10   5   30000  26.4854 26:34:15 -1.57111256533E+05 -1.56318710155E+05 -0.00338 -0.01049 -0.01075  0.27625  0.33230 -0.11542 -0.16933 -0.16613 -0.75111 -0.89436
