 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   5   1       0   1.0000 14:17:16 -1.73304742339E+05 -1.73304742339E+05  0.00605 -0.01421 -0.01125  0.00035 -0.00128 -0.00086  0.03846 -0.00181  0.02112 -0.02749 -0.17211 -0.20462 -0.15572 -0.11969 -0.13083 -0.20130 -0.18800 -0.13411 -0.22892 -0.17009
10   5   1     100   1.9802 14:17:16 -1.72826829662E+05 -1.72826829662E+05  0.00605 -0.01421 -0.01125  0.00035 -0.00128 -0.00086  0.03846 -0.00181  0.02112 -0.02749 -0.17211 -0.20462 -0.15572 -0.11969 -0.13083 -0.20130 -0.18800 -0.13411 -0.22892 -0.17009
10   5   1     200  32.6733 14:17:16 -1.69921896971E+05 -1.69835816170E+05  0.00605 -0.00128 -0.00181 -0.00086  0.03846 -0.01421  0.00035 -0.01125  0.02112 -0.02749 -0.17211 -0.13083 -0.13411 -0.20130 -0.18800 -0.20462 -0.11969 -0.15572 -0.22892 -0.17009
10   5   1     400  38.3085 14:17:16 -1.66928727106E+05 -1.66750127765E+05 -0.01125 -0.00128  0.00605  0.00035  0.03846 -0.01421 -0.02749  0.02112 -0.00181 -0.00086 -0.15572 -0.13083 -0.17211 -0.11969 -0.18800 -0.20462 -0.17009 -0.22892 -0.13411 -0.20130
10   5   1     800  42.7681 14:17:16 -1.66441650402E+05 -1.65615071126E+05  0.00035 -0.00086 -0.00128  0.02112  0.03846 -0.01421 -0.02749  0.00605 -0.00181 -0.01125 -0.11969 -0.20130 -0.13083 -0.22892 -0.18800 -0.20462 -0.17009 -0.17211 -0.13411 -0.15572
10   5   1    1600  47.2534 14:17:16 -1.65860113127E+05 -1.64742942818E+05  0.03846 -0.00086 -0.01125  0.00035 -0.01421 -0.00181 -0.02749  0.00605 -0.00128  0.02112 -0.18800 -0.20130 -0.15572 -0.11969 -0.20462 -0.13411 -0.17009 -0.17211 -0.13083 -0.22892
10   5   1    3200  46.1899 14:17:16 -1.65470577032E+05 -1.64456305721E+05  0.03846  0.00035  0.02112 -0.00181  0.00605 -0.01125 -0.01421 -0.00128 -0.02749 -0.00086 -0.18800 -0.11969 -0.22892 -0.13411 -0.17211 -0.15572 -0.20462 -0.13083 -0.17009 -0.20130
10   5   3    6400  43.7824 15:17:16 -1.65642671809E+05 -1.64456305721E+05 -0.01125 -0.00086  0.00605  0.02112 -0.02749 -0.00181  0.03846 -0.01421  0.00035 -0.00128 -0.15572 -0.20130 -0.17211 -0.22892 -0.17009 -0.13411 -0.18800 -0.20462 -0.11969 -0.13083
10   5   3   10000  36.1766 16:17:16 -1.66320400568E+05 -1.64108517642E+05 -0.01125 -0.00086  0.03846  0.02112 -0.02749 -0.01421  0.00035 -0.00128 -0.00181  0.00605 -0.15572 -0.20130 -0.18800 -0.22892 -0.17009 -0.20462 -0.11969 -0.13083 -0.13411 -0.17211
10   5   3   12800  37.9605 19:17:16 -1.65845944161E+05 -1.64108517642E+05  0.00605 -0.00128 -0.00086 -0.00181  0.00035  0.02112 -0.02749 -0.01125  0.03846 -0.01421 -0.17211 -0.13083 -0.20130 -0.13411 -0.11969 -0.22892 -0.17009 -0.15572 -0.18800 -0.20462
10   5   3   15000  37.3915 21:17:16 -1.66125950258E+05 -1.64108517642E+05 -0.02749  0.00605 -0.01421  0.02112  0.00035  0.03846 -0.01125 -0.00181 -0.00128 -0.00086 -0.17009 -0.17211 -0.20462 -0.22892 -0.11969 -0.18800 -0.15572 -0.13411 -0.13083 -0.20130
10   5   5   25600  34.5661 21:17:16 -1.70398267094E+05 -1.64108517642E+05  1.00000 -0.02659  0.01909  1.00000  0.32259  1.00000  1.00000  1.00000  1.00000  1.00000  0.00000 -0.16151 -0.26862  0.00000 -0.89436  0.00000  0.00000  0.00000  0.00000  0.00000
10   5   5   30000  32.7592 25:17:16 -1.65364868779E+05 -1.64108517642E+05  1.00000  0.01909  1.00000  1.00000 -0.02659  0.32259  1.00000  1.00000  1.00000  1.00000  0.00000 -0.26862  0.00000  0.00000 -0.16151 -0.89436  0.00000  0.00000  0.00000  0.00000
10   5   5   40000  28.2361 28:17:16 -1.65277752111E+05 -1.63768277430E+05  1.00000 -0.01145  1.00000  0.20916  0.00447  1.00000  0.27462  0.33080  1.00000  0.35257  0.00000 -0.17526  0.00000 -0.65933 -0.11917  0.00000 -0.75111 -0.89436  0.00000 -0.81056
10   5   5   50000  27.0751 32:17:16 -1.63685270434E+05 -1.63463326324E+05  0.00447  1.00000  1.00000  0.20916  0.27462  0.33080  1.00000  0.35257 -0.01145  1.00000 -0.11917  0.00000  0.00000 -0.65933 -0.75111 -0.89436  0.00000 -0.81056 -0.17526  0.00000
10   5   5   51200  26.6756 33:17:16 -1.64863400276E+05 -1.63463326324E+05  1.00000  0.00447  1.00000  0.27462  0.33080  0.20916  1.00000  0.35257 -0.01145  1.00000  0.00000 -0.11917  0.00000 -0.75111 -0.89436 -0.65933  0.00000 -0.81056 -0.17526  0.00000
