 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   2   1       0   1.0000 22:12:16 -1.73724446226E+05 -1.73724446226E+05  0.00097 -0.02216  0.02332  0.00340 -0.00457  0.03257 -0.00117 -0.02292 -0.01060 -0.02432 -0.17048 -0.16150 -0.10151 -0.10685 -0.19276 -0.16958 -0.17519 -0.25501 -0.13733 -0.20940
10   2   1     100   3.8462 22:12:16 -1.73060840388E+05 -1.73060840388E+05  0.00097 -0.02216  0.02332  0.00340 -0.00457  0.03257 -0.00117 -0.02292 -0.02432 -0.01060 -0.17048 -0.16150 -0.10151 -0.10685 -0.19276 -0.16958 -0.17519 -0.25501 -0.20940 -0.13733
10   2   1     200  29.7561 22:12:16 -1.67153126095E+05 -1.66893156981E+05  0.00340 -0.02216  0.00097 -0.00457 -0.02292  0.02332 -0.00117  0.03257 -0.01060 -0.02432 -0.10685 -0.16150 -0.17048 -0.19276 -0.25501 -0.10151 -0.17519 -0.16958 -0.13733 -0.20940
10   2   1     400  31.1111 23:12:16 -1.64883069848E+05 -1.64883069848E+05 -0.00117 -0.00457  0.00097  0.00340  0.02332  0.03257 -0.01060 -0.02432 -0.02216 -0.02292 -0.17519 -0.19276 -0.17048 -0.10685 -0.10151 -0.16958 -0.13733 -0.20940 -0.16150 -0.25501
10   2   1     800  30.8075 23:12:16 -1.64892801854E+05 -1.64474274712E+05 -0.00117 -0.02216 -0.02292  0.00340 -0.00457  0.02332  0.00097  0.03257 -0.01060 -0.02432 -0.17519 -0.16150 -0.25501 -0.10685 -0.19276 -0.10151 -0.17048 -0.16958 -0.13733 -0.20940
10   2   1    1600  37.0717 23:12:16 -1.65640549475E+05 -1.64258299972E+05  0.00340 -0.02432  0.00097  0.02332 -0.00457 -0.02216  0.03257 -0.01060 -0.00117 -0.02292 -0.10685 -0.20940 -0.17048 -0.10151 -0.19276 -0.16150 -0.16958 -0.13733 -0.17519 -0.25501
10   2   2    3200  43.4211 23:12:16 -1.66452537024E+05 -1.64258299972E+05 -0.02216 -0.02292  0.00340 -0.00117  0.03257 -0.01060 -0.02432  0.00097  0.02332 -0.00457 -0.16150 -0.25501 -0.10685 -0.17519 -0.16958 -0.13733 -0.20940 -0.17048 -0.10151 -0.19276
10   2   3   10000  36.3071 26:12:16 -1.65911504178E+05 -1.63792277064E+05  0.00340 -0.00457 -0.00117  0.03257 -0.01060 -0.02292 -0.02216  0.02332  0.00097 -0.02432 -0.10685 -0.19276 -0.17519 -0.16958 -0.13733 -0.25501 -0.16150 -0.10151 -0.17048 -0.20940
10   2   3   15000  35.4726 30:12:16 -1.64769869959E+05 -1.63792277064E+05  0.00340 -0.00117 -0.00457 -0.02216  0.03257 -0.01060  0.02332 -0.02292 -0.02432  0.00097 -0.10685 -0.17519 -0.19276 -0.16150 -0.16958 -0.13733 -0.10151 -0.25501 -0.20940 -0.17048
10   2   3   25000  34.7458 34:12:16 -1.65129909757E+05 -1.63792277064E+05  0.02678  0.01167  0.35285  1.00000  0.00012  0.27494  0.33109  1.00000  1.00000 -0.01829 -0.05293 -0.17176 -0.81056  0.00000 -0.19156 -0.75111 -0.89436  0.00000  0.00000 -0.11005
