K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   6   1       0   1.0000 25:18:15 -1.61041088480E+05 -1.61041088480E+05 -0.01106  0.00760 -0.18708 -0.14797
2   6   1     100   1.0000 25:18:15 -1.60405466854E+05 -1.60405466854E+05 -0.01106  0.00760 -0.18708 -0.14797
2   6   1     200  17.5000 25:18:15 -1.58722393155E+05 -1.58431356281E+05  0.00760 -0.01106 -0.14797 -0.18708
2   6   1     400  12.7500 25:18:15 -1.57438403810E+05 -1.56222068432E+05  0.00760 -0.01106 -0.14797 -0.18708
2   6   1     800  35.1250 25:18:15 -1.59124262750E+05 -1.56222068432E+05 -0.01106  0.00760 -0.18708 -0.14797
2   6   1    1600  45.9375 25:18:15 -1.58189899188E+05 -1.56222068432E+05  0.00392  0.00402 -0.12786 -0.17898
2   6   2    3200  46.4646 25:18:15 -1.58564961676E+05 -1.56222068432E+05  0.01402  0.00873 -0.16178 -0.21352
2   6   3    6400  32.2084 25:18:15 -1.56222068432E+05 -1.56222068432E+05 -0.02714  0.08278 -0.17689 -0.22383
2   6   6   12800   9.9744 26:18:15 -1.58037796206E+05 -1.56222068432E+05  0.01901  0.02178 -0.16594 -0.23041
2   6 200   15611   0.0000 26:18:15 -1.56222068432E+05 -1.56222068432E+05 -0.05683  0.24305 -0.16137 -0.75111
