 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10  10   1       0   1.0000 21:23:16 -1.73920117551E+05 -1.73920117551E+05  0.00705 -0.00124 -0.00408 -0.01645 -0.01096 -0.00442  0.00432  0.00509  0.00046 -0.01914 -0.11329 -0.13839 -0.14583 -0.18190 -0.17045 -0.16133 -0.16809 -0.19787 -0.18040 -0.18011
10  10   1     100   3.8835 21:23:16 -1.73439157733E+05 -1.73439157733E+05  0.00705 -0.00124 -0.00408 -0.01645 -0.01096 -0.00442  0.00432  0.00509  0.00046 -0.01914 -0.11329 -0.13839 -0.14583 -0.18190 -0.17045 -0.16133 -0.16809 -0.19787 -0.18040 -0.18011
10  10   1     200  32.3529 21:23:16 -1.68554752920E+05 -1.68521912280E+05 -0.01645  0.00432 -0.00442 -0.00408 -0.00124 -0.01914  0.00705  0.00509  0.00046 -0.01096 -0.18190 -0.16809 -0.16133 -0.14583 -0.13839 -0.18011 -0.11329 -0.19787 -0.18040 -0.17045
10  10   1     400  32.4257 21:23:16 -1.65519602707E+05 -1.65346133422E+05 -0.01645 -0.00442  0.00432 -0.01914 -0.00408 -0.00124  0.00705 -0.01096  0.00509  0.00046 -0.18190 -0.16133 -0.16809 -0.18011 -0.14583 -0.13839 -0.11329 -0.17045 -0.19787 -0.18040
10  10   1     800  32.0896 21:23:16 -1.65729306620E+05 -1.64591800564E+05 -0.01645 -0.00442  0.00705  0.00432 -0.01914 -0.01096 -0.00408  0.00509  0.00046 -0.00124 -0.18190 -0.16133 -0.11329 -0.16809 -0.18011 -0.17045 -0.14583 -0.19787 -0.18040 -0.13839
10  10   1    1600  38.4040 21:23:16 -1.65858885080E+05 -1.64591800564E+05  0.00705 -0.01645  0.00432 -0.00442 -0.01096  0.00509  0.00046 -0.00408 -0.01914 -0.00124 -0.11329 -0.18190 -0.16809 -0.16133 -0.17045 -0.19787 -0.18040 -0.14583 -0.18011 -0.13839
10  10   2    3200  45.8333 21:23:16 -1.65202361743E+05 -1.64591800564E+05 -0.00442  0.00432 -0.01645 -0.00408  0.00705 -0.01914  0.00509  0.00046 -0.00124 -0.01096 -0.16133 -0.16809 -0.18190 -0.14583 -0.11329 -0.18011 -0.19787 -0.18040 -0.13839 -0.17045
10  10   3    6400  32.9502 21:23:16 -1.66203030507E+05 -1.63266355880E+05 -0.01914  0.00432 -0.01645  0.00705 -0.01096 -0.00124  0.00509  0.00046 -0.00442 -0.00408 -0.18011 -0.16809 -0.18190 -0.11329 -0.17045 -0.13839 -0.19787 -0.18040 -0.16133 -0.14583
10  10   4   12800  29.4881 22:23:16 -1.64776776167E+05 -1.63266355880E+05  0.00432 -0.00442  0.00705 -0.00408  0.00509  0.00046 -0.01914 -0.00124 -0.01645 -0.01096 -0.16809 -0.16133 -0.11329 -0.14583 -0.19787 -0.18040 -0.18011 -0.13839 -0.18190 -0.17045
10  10   4   15000  31.5732 24:23:16 -1.64572877142E+05 -1.63266355880E+05  0.00432 -0.00408 -0.00442 -0.01914  0.00509  0.00046  0.00705 -0.01096 -0.00124 -0.01645 -0.16809 -0.14583 -0.16133 -0.18011 -0.19787 -0.18040 -0.11329 -0.17045 -0.13839 -0.18190
