K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   8   1       0   1.0000 32:06:16 -1.72231217261E+05 -1.72231217261E+05 -0.01062 -0.02061 -0.01372  0.00180  0.01749  0.01001  0.00229 -0.00819 -0.00274 -0.16621 -0.17979 -0.14866 -0.10312 -0.17046 -0.20042 -0.17996 -0.20600 -0.15197
9   8   1     100   3.7736 32:06:16 -1.72052843358E+05 -1.72050324558E+05 -0.01062 -0.02061 -0.01372  0.00180  0.01749  0.01001  0.00229 -0.00819 -0.00274 -0.16621 -0.17979 -0.14866 -0.10312 -0.17046 -0.20042 -0.17996 -0.20600 -0.15197
9   8   1     200  33.9806 32:06:16 -1.68094570361E+05 -1.67979815484E+05 -0.00274 -0.00819 -0.01062  0.00180 -0.02061 -0.01372  0.00229  0.01001  0.01749 -0.15197 -0.20600 -0.16621 -0.10312 -0.17979 -0.14866 -0.17996 -0.20042 -0.17046
9   8   1     400  38.4236 32:06:16 -1.65421692496E+05 -1.65176842701E+05  0.01749 -0.00819 -0.01062 -0.00274 -0.01372 -0.02061  0.00180  0.01001  0.00229 -0.17046 -0.20600 -0.16621 -0.15197 -0.14866 -0.17979 -0.10312 -0.20042 -0.17996
9   8   1     800  43.3002 32:06:16 -1.65211284358E+05 -1.63767563385E+05 -0.02061 -0.00819  0.01749 -0.00274  0.01001 -0.01062  0.00229 -0.01372  0.00180 -0.17979 -0.20600 -0.17046 -0.15197 -0.20042 -0.16621 -0.17996 -0.14866 -0.10312
9   8   1    1600  45.7659 33:06:16 -1.63865732599E+05 -1.63631334736E+05  0.00180  0.00229  0.01749 -0.01372 -0.02061 -0.00819 -0.00274  0.01001 -0.01062 -0.10312 -0.17996 -0.17046 -0.14866 -0.17979 -0.20600 -0.15197 -0.20042 -0.16621
9   8   1    3200  48.5340 35:06:16 -1.65383238783E+05 -1.62989898206E+05  0.00229 -0.01372 -0.02061 -0.00274  0.01001  0.00180 -0.00819 -0.01062  0.01749 -0.17996 -0.14866 -0.17979 -0.15197 -0.20042 -0.10312 -0.20600 -0.16621 -0.17046
9   8   2    5000  40.7785 36:06:16 -1.63677035400E+05 -1.62900516445E+05  0.00180 -0.01372 -0.02061  0.01749 -0.00274  0.01001 -0.01062 -0.00819  0.00229 -0.10312 -0.14866 -0.17979 -0.17046 -0.15197 -0.20042 -0.16621 -0.20600 -0.17996
9   8   2    6400  38.5639 37:06:16 -1.64469439163E+05 -1.62551226096E+05  0.00229 -0.02061  0.01749  0.00180 -0.00819 -0.01062 -0.00274  0.01001 -0.01372 -0.17996 -0.17979 -0.17046 -0.10312 -0.20600 -0.16621 -0.15197 -0.20042 -0.14866
9   8   2   10000  39.3650 39:06:16 -1.63929447311E+05 -1.62458912746E+05  0.00180  0.01749 -0.02061 -0.00274  0.01001 -0.01062 -0.00819 -0.01372  0.00229 -0.10312 -0.17046 -0.17979 -0.15197 -0.20042 -0.16621 -0.20600 -0.14866 -0.17996
