 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   9   1       0   1.0000 30:22:16 -1.73458555791E+05 -1.73458555791E+05  0.01124 -0.00374 -0.00489 -0.00530  0.01421  0.00977  0.01358 -0.03358 -0.00858  0.00377 -0.11510 -0.19597 -0.16258 -0.15590 -0.16472 -0.16040 -0.16989 -0.26300 -0.13440 -0.16632
10   9   1     100   0.0000 30:22:16 -1.73458555791E+05 -1.73458555791E+05  0.01124 -0.00374 -0.00489 -0.00530  0.01421  0.00977  0.01358 -0.03358 -0.00858  0.00377 -0.11510 -0.19597 -0.16258 -0.15590 -0.16472 -0.16040 -0.16989 -0.26300 -0.13440 -0.16632
10   9   1     200  34.0000 30:22:16 -1.67186111895E+05 -1.67186111895E+05  0.01124 -0.00374  0.00377 -0.00489  0.00977  0.01358 -0.00858 -0.03358  0.01421 -0.00530 -0.11510 -0.19597 -0.16632 -0.16258 -0.16040 -0.16989 -0.13440 -0.26300 -0.16472 -0.15590
10   9   1     400  38.2500 30:22:16 -1.66489074606E+05 -1.65088641438E+05 -0.00374  0.01421 -0.00530  0.00977  0.01358 -0.00858  0.01124 -0.03358  0.00377 -0.00489 -0.19597 -0.16472 -0.15590 -0.16040 -0.16989 -0.13440 -0.11510 -0.26300 -0.16632 -0.16258
10   9   1     800  44.5000 30:22:16 -1.66007312120E+05 -1.65088641438E+05 -0.00374  0.01421  0.01358  0.01124 -0.00530  0.00977 -0.00858 -0.03358  0.00377 -0.00489 -0.19597 -0.16472 -0.16989 -0.11510 -0.15590 -0.16040 -0.13440 -0.26300 -0.16632 -0.16258
10   9   1    1600  48.5000 30:22:16 -1.66914315503E+05 -1.64898530770E+05 -0.00489  0.01421  0.01124  0.01358  0.00377 -0.00374  0.00977 -0.00858 -0.03358 -0.00530 -0.16258 -0.16472 -0.11510 -0.16989 -0.16632 -0.19597 -0.16040 -0.13440 -0.26300 -0.15590
10   9   2    3200  53.0864 30:22:16 -1.66358769161E+05 -1.64898530770E+05  0.01358  0.00377  0.01421  0.01124 -0.00858 -0.03358 -0.00489  0.00977 -0.00530 -0.00374 -0.16989 -0.16632 -0.16472 -0.11510 -0.13440 -0.26300 -0.16258 -0.16040 -0.15590 -0.19597
10   9   2    6400  40.8946 30:22:16 -1.64558964655E+05 -1.63704799737E+05 -0.00374  0.01421  0.00977  0.00377 -0.00858 -0.03358 -0.00530  0.01358  0.01124 -0.00489 -0.19597 -0.16472 -0.16040 -0.16632 -0.13440 -0.26300 -0.15590 -0.16989 -0.11510 -0.16258
10   9   3   35000  34.5144 32:22:16 -1.64577955430E+05 -1.63704799737E+05  0.13311  0.00883  0.01919  0.04418  0.27606  0.33213  1.00000  1.00000  1.00000  1.00000 -0.34093 -0.14569 -0.23991 -0.10339 -0.75111 -0.89436  0.00000  0.00000  0.00000  0.00000
10   9   5   95000  18.5721 34:22:16 -1.65301324019E+05 -1.63059735350E+05  1.00000  1.00000  1.00000 -0.00122  0.27086  0.32733  0.34921 -0.01237  1.00000  1.00000  0.00000  0.00000  0.00000 -0.14667 -0.75111 -0.89436 -0.81056 -0.18421  0.00000  0.00000
