K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   4   1       0   1.0000 21:51:15 -1.70099260907E+05 -1.70099260907E+05 -0.01738 -0.00666  0.02551  0.00001  0.01156  0.00113 -0.00391  0.00583 -0.16867 -0.20660 -0.23016 -0.16387 -0.17652 -0.16874 -0.13389 -0.12730
8   4   1     100   1.9802 21:51:15 -1.69297036291E+05 -1.69297036291E+05 -0.01738 -0.00666  0.02551  0.00001  0.01156  0.00113 -0.00391  0.00583 -0.16867 -0.20660 -0.23016 -0.16387 -0.17652 -0.16874 -0.13389 -0.12730
8   4   1     200  33.4975 21:51:15 -1.65293874314E+05 -1.65177777499E+05  0.00583  0.00113 -0.01738  0.01156 -0.00666  0.00001  0.02551 -0.00391 -0.12730 -0.16874 -0.16867 -0.17652 -0.20660 -0.16387 -0.23016 -0.13389
8   4   1     400  36.9727 21:51:15 -1.61848370749E+05 -1.61797051764E+05 -0.01738  0.00001 -0.00391  0.00113  0.00583  0.02551 -0.00666  0.01156 -0.16867 -0.16387 -0.13389 -0.16874 -0.12730 -0.23016 -0.20660 -0.17652
8   4   1     800  39.1034 21:51:15 -1.62552467597E+05 -1.61317252627E+05  0.00583 -0.01738  0.00001  0.00113  0.01156  0.02551 -0.00666 -0.00391 -0.12730 -0.16867 -0.16387 -0.16874 -0.17652 -0.23016 -0.20660 -0.13389
8   4   1    1600  43.5434 22:51:15 -1.63425243515E+05 -1.61317252627E+05  0.01156  0.00113 -0.01738  0.00583 -0.00391  0.02551 -0.00666  0.00001 -0.17652 -0.16874 -0.16867 -0.12730 -0.13389 -0.23016 -0.20660 -0.16387
8   4   2    3200  52.2202 24:51:15 -1.62090695461E+05 -1.61317252627E+05  0.01156 -0.01738  0.00113 -0.00391  0.00583  0.02551 -0.00666  0.00001 -0.17652 -0.16867 -0.16874 -0.13389 -0.12730 -0.23016 -0.20660 -0.16387
8   4   2    5000  47.6090 27:51:15 -1.63049045274E+05 -1.61013118639E+05 -0.00391  0.01156 -0.01738  0.00113  0.00583  0.02551 -0.00666  0.00001 -0.13389 -0.17652 -0.16867 -0.16874 -0.12730 -0.23016 -0.20660 -0.16387
8   4   3    6400  41.2742 28:51:15 -1.64336365160E+05 -1.61013118639E+05 -0.00391 -0.01738  0.01156  0.00113  0.02551 -0.00666  0.00001  0.00583 -0.13389 -0.16867 -0.17652 -0.16874 -0.23016 -0.20660 -0.16387 -0.12730
8   4   5   20000  26.8272 29:51:15 -1.62498310999E+05 -1.60533050645E+05  1.00000  0.08325 -0.00551  0.27669  0.33271  1.00000 -0.00321  1.00000  0.00000 -0.41232 -0.14645 -0.75111 -0.89436  0.00000 -0.19274  0.00000
8   4   5   25000  27.2394 31:51:15 -1.61719443261E+05 -1.60533050645E+05 -0.00415  0.00061  1.00000  1.00000  0.27096  0.32742  1.00000  0.34930 -0.19671 -0.15025  0.00000  0.00000 -0.75111 -0.89436  0.00000 -0.81056
8   4   5   30000  26.4280 35:51:15 -1.61281294310E+05 -1.60533050645E+05  0.00061  1.00000  1.00000  1.00000  0.27096  0.32742  0.34930 -0.00415 -0.15025  0.00000  0.00000  0.00000 -0.75111 -0.89436 -0.81056 -0.19671
8   4   6   45000  30.1587 40:51:15 -1.62808093415E+05 -1.60533050645E+05 -0.00588 -0.00390  1.00000  0.27039  0.32690  1.00000  1.00000  1.00000 -0.20918 -0.13865  0.00000 -0.75111 -0.89436  0.00000  0.00000  0.00000
8   4   6   55000  21.7469 42:51:15 -1.61139604973E+05 -1.60533050645E+05  1.00000  0.05424  1.00000  0.07281 -0.00380  0.01608  0.28031  0.33605  0.00000 -0.28933  0.00000 -0.34503 -0.15421 -0.11799 -0.75111 -0.89436
8   4   6   65000  20.6077 46:51:15 -1.61096998831E+05 -1.60090091313E+05  0.00148  0.00544  1.00000  0.27740  0.33336  1.00000  0.35505 -0.01134 -0.23741 -0.13058  0.00000 -0.75111 -0.89436  0.00000 -0.81056 -0.06984
8   4   6   70000  19.6998 48:51:15 -1.62062530909E+05 -1.60090091313E+05  0.00148  1.00000  0.27740  0.33336 -0.01134  0.00544  0.35505  1.00000 -0.23741  0.00000 -0.75111 -0.89436 -0.06984 -0.13058 -0.81056  0.00000
8   4   8  120000  12.8205 50:51:15 -1.60377885891E+05 -1.59603329276E+05  0.21223  1.00000  0.01665  0.02351  0.27744  0.33340  0.35509  0.08778 -0.65933  0.00000 -0.14139 -0.25854 -0.75111 -0.89436 -0.81056 -0.08051
8   4   8  120714  14.4000 50:51:15 -1.61437532649E+05 -1.59603329276E+05  0.21223  0.01665  0.02351  0.08778  0.27744  0.33340  0.35509  1.00000 -0.65933 -0.14139 -0.25854 -0.08051 -0.75111 -0.89436 -0.81056  0.00000
8   4   8  155000  14.3449 52:51:15 -1.60559675027E+05 -1.59476604489E+05  0.00603  1.00000  1.00000  0.27442  0.33061  0.02664  0.35239  0.08593 -0.15450  0.00000  0.00000 -0.75111 -0.89436 -0.25456 -0.81056 -0.05767
8   4   9  157680  14.6000 52:51:15 -1.60532201833E+05 -1.59476604489E+05  0.21021  0.00818  0.01908  1.00000  0.27558  0.33169  1.00000  0.35343 -0.65933 -0.13123 -0.25151  0.00000 -0.75111 -0.89436  0.00000 -0.81056
8   4   9  190000  12.3474 54:51:15 -1.60664005605E+05 -1.59392014410E+05  0.00831  0.04909  0.06310  0.27963  0.33542  0.04565  0.35704  1.00000 -0.17979 -0.25899 -0.33145 -0.75111 -0.89436 -0.07489 -0.81056  0.00000
8   4  10  194407   8.7000 54:51:15 -1.59990182865E+05 -1.59386860049E+05  0.04565  0.04909  0.06310  0.27963  0.33542  1.00000  0.35704  0.00831 -0.07489 -0.25899 -0.33145 -0.75111 -0.89436  0.00000 -0.81056 -0.17979
8   4  10  225000  10.9790 56:51:15 -1.60099796764E+05 -1.58965864334E+05  0.01661  0.00416  1.00000  1.00000  0.27699  0.33298  0.02711  0.35469 -0.17355 -0.11583  0.00000  0.00000 -0.75111 -0.89436 -0.25711 -0.81056
8   4  11  229681   6.0000 56:51:15 -1.59959575828E+05 -1.58965864334E+05 -0.03118  0.01947  0.04225  0.03920  1.00000  0.28053  0.33625  0.35785 -0.09140 -0.17740 -0.08692 -0.26836  0.00000 -0.75111 -0.89436 -0.81056
8   4  12  254006   5.5000 57:51:15 -1.59629937201E+05 -1.58965864334E+05  0.05422  1.00000  0.03416  0.05963 -0.01043  0.27911  0.33494  0.35658 -0.09264  0.00000 -0.26869 -0.15031 -0.21199 -0.75111 -0.89436 -0.81056
8   4  13  262683   8.0000 58:51:15 -1.59301709597E+05 -1.58965864334E+05  0.05532  0.02252  0.03410  0.06596  1.00000  0.27922  0.33504  0.35668 -0.09103 -0.16173 -0.26471 -0.34568  0.00000 -0.75111 -0.89436 -0.81056
8   4  13  265000   6.5640 58:51:15 -1.59131313164E+05 -1.58965864334E+05  0.05532  0.03410  0.06596  1.00000  0.02252  0.27922  0.33504  0.35668 -0.09103 -0.26471 -0.34568  0.00000 -0.16173 -0.75111 -0.89436 -0.81056
8   4  14  298473   3.2000 59:51:15 -1.58999379589E+05 -1.58905513469E+05  0.04399  0.03057  0.21430  0.02961  0.05074  0.27934  0.33515  0.35678 -0.08693 -0.26405 -0.65933 -0.16608 -0.19024 -0.75111 -0.89436 -0.81056
8   4  14  300000   3.4120 00:52:15 -1.59122814512E+05 -1.58905513469E+05  0.04399  0.03057  0.21430  0.05074  0.02961  0.27934  0.33515  0.35678 -0.08693 -0.26405 -0.65933 -0.19024 -0.16608 -0.75111 -0.89436 -0.81056
8   4  15  322796   1.8000 01:52:15 -1.59348574609E+05 -1.58905513469E+05  0.04400  0.03409  0.00146  0.05541  0.27922  0.33504  1.00000  0.35667 -0.09904 -0.26471 -0.24960 -0.15399 -0.75111 -0.89436  0.00000 -0.81056
8   4  16  332050   1.8000 01:52:15 -1.59130174995E+05 -1.58905513469E+05  0.04236  1.00000  0.00022  0.05068  0.27965  0.33544  0.03758  0.35706 -0.09583  0.00000 -0.25011 -0.15151 -0.75111 -0.89436 -0.27148 -0.81056
8   4  16  340000   2.5659 02:52:15 -1.59010062766E+05 -1.58905513469E+05  0.06029  0.04561  0.01236  0.04431  0.28374  0.33921  0.01778  0.36071 -0.09264 -0.27547 -0.28143 -0.15680 -0.75111 -0.89436 -0.22423 -0.81056
8   4  17  356593   1.7000 03:52:15 -1.59142718801E+05 -1.58905513469E+05  0.05934  0.03918  0.03636  0.06038  0.01036  0.28301  0.33854  0.36006 -0.09264 -0.26471 -0.32674 -0.15399 -0.22729 -0.75111 -0.89436 -0.81056
8   4  17  380000   1.9390 04:52:15 -1.58969548684E+05 -1.58905513469E+05  0.05570  0.02936  0.21529  0.06810  0.00322  0.28025  0.33599  0.35759 -0.09264 -0.25804 -0.65933 -0.15802 -0.20757 -0.75111 -0.89436 -0.81056
8   4  18  381317   2.1000 04:52:15 -1.59013048340E+05 -1.58905513469E+05  0.05570  0.02936  0.21529  0.06810  0.00322  0.28025  0.33599  0.35759 -0.09264 -0.25804 -0.65933 -0.15802 -0.20757 -0.75111 -0.89436 -0.81056
8   4  19  390764   1.8000 05:52:15 -1.59062867261E+05 -1.58905513469E+05  0.05903  0.04492  0.09931  0.04900 -0.02445  0.28278  0.33832  0.35985 -0.09264 -0.27313 -0.38943 -0.14879 -0.23911 -0.75111 -0.89436 -0.81056
8   4  19  410000   1.2414 06:52:15 -1.58967635397E+05 -1.58905513469E+05  0.05590  0.02957  0.21546  0.06315  0.00554  0.28040  0.33613  0.35773 -0.09264 -0.25804 -0.65933 -0.15591 -0.21877 -0.75111 -0.89436 -0.81056
8   4  20  415746   0.4000 06:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05590  0.02957  0.21546  0.06315  0.00554  0.28040  0.33613  0.35773 -0.09264 -0.25804 -0.65933 -0.15591 -0.21877 -0.75111 -0.89436 -0.81056
8   4  21  445000   0.5368 08:52:15 -1.58989374971E+05 -1.58905513469E+05  0.05358  0.03664 -0.00221  0.06600  0.27862  0.33449  1.00000  0.35614 -0.09264 -0.26836 -0.22262 -0.15802 -0.75111 -0.89436  0.00000 -0.81056
8   4  22  480000   0.5620 10:52:15 -1.58905513469E+05 -1.58905513469E+05  0.05655  0.03967  0.09694  0.06380 -0.00729  0.28089  0.33658  0.35817 -0.09264 -0.26836 -0.38943 -0.15591 -0.21387 -0.75111 -0.89436 -0.81056
8   4  23  483566   0.3000 10:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05655  0.03967  0.09694  0.06380 -0.00729  0.28089  0.33658  0.35817 -0.09264 -0.26836 -0.38943 -0.15591 -0.21387 -0.75111 -0.89436 -0.81056
8   4  24  508782   0.2000 11:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05578  0.02944  0.09620  0.06303  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.25804 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.81056
8   4  26  511434   0.0000 11:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05578  0.02944  0.09620  0.06303  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.25804 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.81056
8   4  27  512319   0.4000 11:52:15 -1.58905513469E+05 -1.58905513469E+05  0.05578  0.02944  0.09620  0.06303  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.25804 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.81056
8   4  27  520000   0.3033 12:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05578  0.02944  0.09620  0.06303  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.25804 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.81056
8   4  27  530000   0.2555 14:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05578  0.02944  0.09620  0.06303  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.25804 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.81056
8   4  28  537604   0.2000 15:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05578  0.02944  0.09620  0.06303  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.25804 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.81056
8   4  31  542971   0.0000 15:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05578  0.02944  0.09620  0.06303  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.25804 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.81056
8   4  32  543850   0.0000 15:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05578  0.02944  0.09620  0.06303  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.25804 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.81056
8   4  33  544735   0.0000 15:52:15 -1.58918956914E+05 -1.58905513469E+05  0.05578  0.02944  0.09620  0.06303  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.25804 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.81056
8   4 200  544737   0.0000 15:52:15 -1.58905513469E+05 -1.58905513469E+05  0.05578  0.06303  0.09620  0.02944  0.00662  0.28030  0.33604  0.35764 -0.09264 -0.15591 -0.38943 -0.25804 -0.22729 -0.75111 -0.89436 -0.81056
