K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   2   1       0   1.0000 23:59:15 -1.72118848191E+05 -1.72118848191E+05 -0.00784  0.01254  0.00419 -0.00153  0.00315 -0.00414 -0.00395  0.00802 -0.02808 -0.11752 -0.12820 -0.11729 -0.16227 -0.15738 -0.14619 -0.13986 -0.24797 -0.28683
9   2   1     100   3.8835 23:59:15 -1.72218931167E+05 -1.71955110366E+05 -0.00153  0.01254 -0.00784  0.00419 -0.00414 -0.00395  0.00315 -0.02808  0.00802 -0.16227 -0.12820 -0.11752 -0.11729 -0.14619 -0.13986 -0.15738 -0.28683 -0.24797
9   2   1     200  28.4314 23:59:15 -1.67238794232E+05 -1.67148962725E+05 -0.00153 -0.02808 -0.00784  0.00315  0.01254 -0.00395  0.00802 -0.00414  0.00419 -0.16227 -0.28683 -0.11752 -0.15738 -0.12820 -0.13986 -0.24797 -0.14619 -0.11729
9   2   1     400  39.3564 23:59:15 -1.63664819606E+05 -1.63499751243E+05 -0.00395  0.01254  0.00315 -0.00153 -0.00784 -0.00414 -0.02808  0.00802  0.00419 -0.13986 -0.12820 -0.15738 -0.16227 -0.11752 -0.14619 -0.28683 -0.24797 -0.11729
9   2   1     800  41.6667 23:59:15 -1.65752491473E+05 -1.62981941060E+05  0.00315 -0.00395 -0.00414 -0.00153  0.01254 -0.02808 -0.00784  0.00802  0.00419 -0.15738 -0.13986 -0.14619 -0.16227 -0.12820 -0.28683 -0.11752 -0.24797 -0.11729
9   2   1    1600  44.7631 23:59:15 -1.64903352535E+05 -1.62841155725E+05 -0.00414  0.00315 -0.00395 -0.00153 -0.00784 -0.02808  0.00802  0.01254  0.00419 -0.14619 -0.15738 -0.13986 -0.16227 -0.11752 -0.28683 -0.24797 -0.12820 -0.11729
9   2   1    3200  47.6280 23:59:15 -1.63569076499E+05 -1.62841155725E+05 -0.00395  0.01254 -0.00784 -0.00153  0.00315 -0.02808  0.00802 -0.00414  0.00419 -0.13986 -0.12820 -0.11752 -0.16227 -0.15738 -0.28683 -0.24797 -0.14619 -0.11729
9   2   3    6400  37.1134 23:59:15 -1.63886458867E+05 -1.62728769957E+05 -0.00414  0.00315 -0.00395 -0.00153 -0.02808  0.00802 -0.00784  0.00419  0.01254 -0.14619 -0.15738 -0.13986 -0.16227 -0.28683 -0.24797 -0.11752 -0.11729 -0.12820
9   2   3   20000  39.6418 30:59:15 -1.64924839796E+05 -1.62598223884E+05  1.00000  1.00000  1.00000  0.01443  0.26870  0.32534 -0.01561  1.00000  1.00000  0.00000  0.00000  0.00000 -0.22670 -0.75111 -0.89436 -0.14391  0.00000  0.00000
9   2   3   40000  37.6689 32:59:15 -1.64776287855E+05 -1.62300380865E+05  1.00000  0.00078  1.00000  1.00000  0.27130  0.32773  1.00000 -0.00435  0.34960  0.00000 -0.13310  0.00000  0.00000 -0.75111 -0.89436  0.00000 -0.23610 -0.81056
9   2   4   45000  37.2020 37:59:15 -1.64914693083E+05 -1.62300380865E+05  1.00000 -0.00870 -0.02404  0.33416  0.26931  0.32590  1.00000  1.00000  1.00000  0.00000 -0.13987 -0.17570 -0.90432 -0.75111 -0.89436  0.00000  0.00000  0.00000
9   2   4   55000  31.3998 39:59:15 -1.62908558333E+05 -1.62005294784E+05 -0.02404 -0.00870  1.00000  1.00000  0.26931  0.32590  1.00000  0.33416  1.00000 -0.17570 -0.13987  0.00000  0.00000 -0.75111 -0.89436  0.00000 -0.90432  0.00000
9   2   4   60000  30.4767 43:59:15 -1.65130211706E+05 -1.62005294784E+05 -0.00293 -0.01430  0.27104  0.32749  1.00000  1.00000  0.34937  1.00000  1.00000 -0.19841 -0.14689 -0.75111 -0.89436  0.00000  0.00000 -0.81056  0.00000  0.00000
9   2   4   70000  31.4293 46:59:15 -1.63981124014E+05 -1.62005294784E+05  0.34937 -0.00293  1.00000 -0.01430  0.27104  0.32749  1.00000  1.00000  1.00000 -0.81056 -0.19841  0.00000 -0.14689 -0.75111 -0.89436  0.00000  0.00000  0.00000
9   2   4   75000  31.0741 50:59:15 -1.64845143658E+05 -1.62005294784E+05 -0.01117  1.00000  0.01322  1.00000  1.00000  0.27011  0.32663  1.00000  1.00000 -0.14713  0.00000 -0.24105  0.00000  0.00000 -0.75111 -0.89436  0.00000  0.00000
9   2   5  105000  22.2228 52:59:15 -1.62108790849E+05 -1.61633584199E+05  0.32999  0.20821 -0.01027  0.03190  0.27375  1.00000  1.00000  0.35179  1.00000 -0.89436 -0.65933 -0.20618 -0.12009 -0.75111  0.00000  0.00000 -0.81056  0.00000
9   2   6  129779  18.9000 53:59:15 -1.62750780114E+05 -1.61633584199E+05  1.00000 -0.01390 -0.00231  0.27128  0.32771  1.00000  0.34959  1.00000  1.00000  0.00000 -0.16526 -0.17620 -0.75111 -0.89436  0.00000 -0.81056  0.00000  0.00000
9   2   6  140000  19.6000 54:59:15 -1.62561606338E+05 -1.61476872399E+05  1.00000 -0.01390 -0.00231  1.00000  0.27128  0.32771  1.00000  0.34959  1.00000  0.00000 -0.16526 -0.17620  0.00000 -0.75111 -0.89436  0.00000 -0.81056  0.00000
9   2   6  175000  17.6231 56:59:15 -1.62434337411E+05 -1.61168122964E+05 -0.00104  1.00000  1.00000  1.00000  0.27053  0.32702  0.34892 -0.00335  1.00000 -0.20018  0.00000  0.00000  0.00000 -0.75111 -0.89436 -0.81056 -0.14370  0.00000
9   2   7  176546  10.6000 56:59:15 -1.61628553397E+05 -1.61124672704E+05 -0.00104  1.00000  1.00000  1.00000  1.00000  0.27053  0.32702  0.34892 -0.00335 -0.20018  0.00000  0.00000  0.00000  0.00000 -0.75111 -0.89436 -0.81056 -0.14370
9   2   7  190000  15.0685 14:00:16 -1.63579984255E+05 -1.61124672704E+05  0.05673  0.00819  0.02167  0.27908  1.00000  0.33491  0.00610  0.35655 -0.01660 -0.08969 -0.15424 -0.24892 -0.75111  0.00000 -0.89436 -0.09933 -0.81056 -0.10913
9   2   8  203782  13.0000 15:00:16 -1.63023953326E+05 -1.61124672704E+05  1.00000  0.01869  0.00770  0.20984  0.27525  0.33138  1.00000  1.00000  0.35313  0.00000 -0.25340 -0.13454 -0.65933 -0.75111 -0.89436  0.00000  0.00000 -0.81056
