K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   1   1       0   1.0000 48:24:15 -1.64331147472E+05 -1.64331147472E+05 -0.00888  0.00602  0.00319 -0.00494 -0.15827 -0.16451 -0.16387 -0.18628
4   1   1     100   1.9802 48:24:15 -1.63447823096E+05 -1.63447823096E+05 -0.00888  0.00602  0.00319 -0.00494 -0.15827 -0.16451 -0.16387 -0.18628
4   1   1     200  29.2079 48:24:15 -1.60008417596E+05 -1.60008417596E+05  0.00319  0.00602 -0.00888 -0.00494 -0.16387 -0.16451 -0.15827 -0.18628
4   1   1     400  34.3284 48:24:15 -1.56911571904E+05 -1.56911571904E+05  0.00602 -0.00494  0.00319 -0.00888 -0.16451 -0.18628 -0.16387 -0.15827
4   1   1     800  35.2868 48:24:15 -1.56945449540E+05 -1.56424159443E+05 -0.00494  0.00602  0.00319 -0.00888 -0.18628 -0.16451 -0.16387 -0.15827
4   1   1    1600  39.6380 49:24:15 -1.59249322963E+05 -1.56424159443E+05 -0.00494 -0.00888  0.00319  0.00602 -0.18628 -0.15827 -0.16387 -0.16451
4   1   2    3200  44.6809 49:24:15 -1.59585550168E+05 -1.56424159443E+05  0.32926 -0.00961  0.19824 -0.01278 -0.89436 -0.16628 -0.57231 -0.14596
4   1   3    6400  49.9040 51:24:15 -1.59517615286E+05 -1.56424159443E+05  0.02897 -0.01223 -0.00145  0.27497 -0.07936 -0.19965 -0.16448 -0.75111
4   1   5   10000  27.8589 54:24:15 -1.59371136655E+05 -1.56424159443E+05  0.01637 -0.01323  0.27589 -0.00521 -0.14916 -0.14588 -0.75111 -0.18852
4   1   5   12800  28.5478 55:24:15 -1.57730289451E+05 -1.55426086362E+05  0.00613  0.00446  0.27793  0.03700 -0.21114 -0.14494 -0.75111 -0.23625
4   1   6   25000  25.3190 56:24:15 -1.56653339099E+05 -1.55184488512E+05 -0.00289 -0.00416  0.27029  0.32680 -0.15044 -0.19765 -0.75111 -0.89436
4   1   6   25600  25.6711 56:24:15 -1.56947681772E+05 -1.55184488512E+05 -0.00416 -0.00289  0.32680  0.27029 -0.19765 -0.15044 -0.89436 -0.75111
4   1   7   30000  14.7458 00:25:15 -1.55301061709E+05 -1.55106723792E+05  0.01474 -0.01830  0.27081  0.20980 -0.12488 -0.16650 -0.75111 -0.58388
4   1   9   50000   5.9227 04:25:15 -1.54907790383E+05 -1.54907790383E+05 -0.00285  0.00708  0.27029  0.32681 -0.13599 -0.24839 -0.75111 -0.89436
4   1   9   51200   6.0485 05:25:15 -1.54962444581E+05 -1.54907790383E+05 -0.00154  0.01578  0.27018  0.32670 -0.14470 -0.24742 -0.75111 -0.89436
4   1   9   55000   6.2191 07:25:15 -1.55570474643E+05 -1.54907790383E+05  0.00531  0.02469  0.27474  0.18436 -0.13623 -0.27630 -0.75111 -0.53129
4   1  11   70000   3.6261 10:25:15 -1.55312401633E+05 -1.54907790383E+05 -0.00473  0.02807  0.26967  0.32623 -0.14066 -0.27585 -0.75111 -0.89436
4   1  12   75000   2.7620 13:25:15 -1.54907790383E+05 -1.54907790383E+05 -0.00205  0.01767  0.27008  0.32661 -0.14215 -0.25367 -0.75111 -0.89436
4   1  15  102400   2.0125 14:25:15 -1.54907790383E+05 -1.54907790383E+05  0.00027  0.01834  0.27017  0.32669 -0.14101 -0.26069 -0.75111 -0.89436
4   1  16  109657   2.0000 14:25:15 -1.54907790383E+05 -1.54907790383E+05 -0.00310  0.02493  0.26985  0.32640 -0.14118 -0.26836 -0.75111 -0.89436
4   1  16  115000   1.6728 15:25:15 -1.54953698203E+05 -1.54907790383E+05 -0.00383  0.02431  0.26971  0.32627 -0.13861 -0.27148 -0.75111 -0.89436
4   1  18  127607   2.5000 15:25:15 -1.54907790383E+05 -1.54907790383E+05 -0.00310  0.02493  0.26985  0.32640 -0.14118 -0.26836 -0.75111 -0.89436
4   1 200  135570   0.0000 15:25:15 -1.54907790383E+05 -1.54907790383E+05  0.02493 -0.00310  0.26985  0.32640 -0.26836 -0.14118 -0.75111 -0.89436
