 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   6   1       0   1.0000 32:18:16 -1.73744782971E+05 -1.73744782971E+05 -0.00858  0.01276  0.02229  0.01242 -0.01692 -0.00819 -0.02016  0.01725 -0.01133 -0.02123 -0.13942 -0.12224 -0.10537 -0.11692 -0.23136 -0.18564 -0.16874 -0.20919 -0.17445 -0.21656
10   6   1     100   1.9608 32:18:16 -1.73725450185E+05 -1.73685638474E+05 -0.00858 -0.02016 -0.02123  0.02229  0.01242 -0.01692 -0.00819  0.01725 -0.01133  0.01276 -0.13942 -0.16874 -0.21656 -0.10537 -0.11692 -0.23136 -0.18564 -0.20919 -0.17445 -0.12224
10   6   1     200  36.9458 32:18:16 -1.67232780255E+05 -1.67016446404E+05 -0.02123 -0.02016  0.01725 -0.01133  0.01276 -0.00858 -0.00819 -0.01692  0.01242  0.02229 -0.21656 -0.16874 -0.20919 -0.17445 -0.12224 -0.13942 -0.18564 -0.23136 -0.11692 -0.10537
10   6   1     400  40.9429 32:18:16 -1.66670224209E+05 -1.66118699760E+05  0.02229 -0.00858 -0.02123 -0.01692 -0.01133 -0.02016  0.01725 -0.00819  0.01276  0.01242 -0.10537 -0.13942 -0.21656 -0.23136 -0.17445 -0.16874 -0.20919 -0.18564 -0.12224 -0.11692
10   6   1     800  42.3412 32:18:16 -1.67039065666E+05 -1.65143728041E+05  0.01242 -0.02016 -0.00858 -0.02123 -0.01133 -0.01692  0.01725 -0.00819  0.02229  0.01276 -0.11692 -0.16874 -0.13942 -0.21656 -0.17445 -0.23136 -0.20919 -0.18564 -0.10537 -0.12224
10   6   1    1600  46.1011 32:18:16 -1.67259323556E+05 -1.65143728041E+05 -0.00858  0.02229  0.01725 -0.02016  0.01276 -0.00819  0.01242 -0.01133 -0.01692 -0.02123 -0.13942 -0.10537 -0.20919 -0.16874 -0.12224 -0.18564 -0.11692 -0.17445 -0.23136 -0.21656
10   6   2    3200  38.1703 32:18:16 -1.65846436132E+05 -1.64765733772E+05  0.02229 -0.01133 -0.01692  0.01276 -0.00858  0.01725 -0.00819 -0.02123  0.01242 -0.02016 -0.10537 -0.17445 -0.23136 -0.12224 -0.13942 -0.20919 -0.18564 -0.21656 -0.11692 -0.16874
10   6   2    6400  39.4627 32:18:16 -1.64600547205E+05 -1.64271129791E+05 -0.01133 -0.02123 -0.00858  0.01242 -0.02016  0.02229  0.01725 -0.00819 -0.01692  0.01276 -0.17445 -0.21656 -0.13942 -0.11692 -0.16874 -0.10537 -0.20919 -0.18564 -0.23136 -0.12224
10   6   3   12800  35.6146 33:18:16 -1.64454052898E+05 -1.63624491527E+05  0.02229 -0.01692  0.01725 -0.00819  0.01242 -0.02016 -0.00858  0.01276 -0.01133 -0.02123 -0.10537 -0.23136 -0.20919 -0.18564 -0.11692 -0.16874 -0.13942 -0.12224 -0.17445 -0.21656
10   6   3   20000  35.2366 38:18:16 -1.65092101676E+05 -1.63624491527E+05 -0.00897 -0.00204  1.00000  0.27371  0.32996  1.00000  0.11148  1.00000  0.08056  1.00000 -0.18355 -0.14031  0.00000 -0.75111 -0.89436  0.00000 -0.28302  0.00000 -0.22817  0.00000
