K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   1   1       0   1.0000 06:49:15 -1.70097348313E+05 -1.70097348313E+05 -0.00561  0.00823 -0.01221  0.00452  0.00170 -0.00897  0.04017 -0.01244 -0.19572 -0.17673 -0.15616 -0.12075 -0.17535 -0.20289 -0.20219 -0.14423
8   1   1     100   2.9126 06:49:15 -1.69926024519E+05 -1.69820136135E+05 -0.00561  0.00823 -0.01221  0.00452  0.00170 -0.00897  0.04017 -0.01244 -0.19572 -0.17673 -0.15616 -0.12075 -0.17535 -0.20289 -0.20219 -0.14423
8   1   1     200  33.4975 06:49:15 -1.65837884101E+05 -1.65762995390E+05  0.00823 -0.01221  0.04017 -0.00897 -0.01244  0.00170 -0.00561  0.00452 -0.17673 -0.15616 -0.20219 -0.20289 -0.14423 -0.17535 -0.19572 -0.12075
8   1   1     400  38.7097 06:49:15 -1.63258067683E+05 -1.63039678897E+05 -0.01244 -0.01221  0.00170  0.00823 -0.00561  0.04017 -0.00897  0.00452 -0.14423 -0.15616 -0.17535 -0.17673 -0.19572 -0.20219 -0.20289 -0.12075
8   1   1     800  43.7111 06:49:15 -1.62461091870E+05 -1.61694827800E+05  0.00452 -0.01221 -0.01244  0.00823 -0.00897 -0.00561  0.04017  0.00170 -0.12075 -0.15616 -0.14423 -0.17673 -0.20289 -0.19572 -0.20219 -0.17535
8   1   1    1600  44.4167 06:49:15 -1.63612798020E+05 -1.61694827800E+05  0.00452  0.00170 -0.00897 -0.01221 -0.00561  0.04017  0.00823 -0.01244 -0.12075 -0.17535 -0.20289 -0.15616 -0.19572 -0.20219 -0.17673 -0.14423
8   1   1    3200  48.2048 06:49:15 -1.63446698731E+05 -1.61172905830E+05  0.00823 -0.01221 -0.00897  0.00170 -0.00561  0.04017  0.00452 -0.01244 -0.17673 -0.15616 -0.20289 -0.17535 -0.19572 -0.20219 -0.12075 -0.14423
8   1   3    6400  35.8447 06:49:15 -1.61541186013E+05 -1.61172905830E+05 -0.00897  0.00452 -0.01244  0.00823 -0.01221 -0.00561  0.04017  0.00170 -0.20289 -0.12075 -0.14423 -0.17673 -0.15616 -0.19572 -0.20219 -0.17535
8   1   3   15000  37.3977 07:49:15 -1.63944299295E+05 -1.60776732101E+05 -0.00081 -0.02577  1.00000  1.00000  1.00000  0.27608  0.33214  0.01266 -0.19469 -0.11607  0.00000  0.00000  0.00000 -0.75111 -0.89436 -0.13860
8   1   5   60000  22.2603 09:49:15 -1.61119207625E+05 -1.60341229032E+05  1.00000  1.00000  0.00238  0.08564  0.27419  0.33040  0.35218 -0.00570  0.00000  0.00000 -0.14645 -0.05767 -0.75111 -0.89436 -0.81056 -0.20306
8   1   6  110000  17.0531 11:49:15 -1.61205714403E+05 -1.59589457788E+05  1.00000  0.08125  0.01805  1.00000  0.27534  0.33146  0.35321  0.00526  0.00000 -0.30447 -0.25557  0.00000 -0.75111 -0.89436 -0.81056 -0.12631
8   1   7  118428  13.0000 11:49:15 -1.60522287222E+05 -1.59589457788E+05  0.00246  0.21050  0.00248  1.00000  0.27585  0.33194  0.35367  0.01680 -0.13460 -0.65933 -0.21279  0.00000 -0.75111 -0.89436 -0.81056 -0.09713
