K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4  10   1       0   1.0000 17:28:15 -1.63874122606E+05 -1.63874122606E+05  0.00474  0.00544 -0.00208 -0.00113 -0.14028 -0.16331 -0.20409 -0.18008
4  10   1     100   0.9901 17:28:15 -1.63824877547E+05 -1.63824877547E+05  0.00474  0.00544 -0.00208 -0.00113 -0.14028 -0.16331 -0.20409 -0.18008
4  10   1     200  27.7228 17:28:15 -1.58674192564E+05 -1.58499723472E+05  0.00544  0.00474 -0.00113 -0.00208 -0.16331 -0.14028 -0.18008 -0.20409
4  10   1     400  29.3532 17:28:15 -1.57908712895E+05 -1.57077358025E+05  0.00474 -0.00208  0.00544 -0.00113 -0.14028 -0.20409 -0.16331 -0.18008
4  10   1     800  38.2793 17:28:15 -1.60831489165E+05 -1.57077358025E+05 -0.00208  0.00474  0.00544 -0.00113 -0.20409 -0.14028 -0.16331 -0.18008
4  10   1    1600  46.8165 17:28:15 -1.58188608945E+05 -1.57077358025E+05  0.00544 -0.00113  0.00474 -0.00208 -0.16331 -0.18008 -0.14028 -0.20409
4  10   1    3200  45.5653 17:28:15 -1.60367006418E+05 -1.56951567269E+05  0.01102  0.00271  0.27808  0.00274 -0.25492 -0.14426 -0.75111 -0.11219
4  10   3    6400  40.0000 18:28:15 -1.58186429465E+05 -1.56951567269E+05 -0.00703  0.00253  0.27634  0.10773 -0.16018 -0.16167 -0.75111 -0.37326
4  10   3   12800  37.1903 18:28:15 -1.57116661993E+05 -1.55556819090E+05 -0.00231 -0.01296  0.27010  0.32662 -0.14982 -0.17938 -0.75111 -0.89436
4  10   4   20000  36.3987 22:28:15 -1.58496546372E+05 -1.55556819090E+05  0.04701 -0.00083 -0.00659  0.27628 -0.23073 -0.13221 -0.21930 -0.75111
4  10   5   25000  32.5719 24:28:15 -1.55833432037E+05 -1.55556819090E+05 -0.00520 -0.00767  0.27021  0.32673 -0.14722 -0.19071 -0.75111 -0.89436
4  10   5   25600  31.4782 24:28:15 -1.56993272047E+05 -1.55483724911E+05 -0.00520 -0.00767  0.27021  0.32673 -0.14722 -0.19071 -0.75111 -0.89436
4  10   6   40000  19.3792 26:28:15 -1.57351806914E+05 -1.54907790383E+05  0.00113 -0.00677  0.27008  0.32661 -0.20028 -0.14981 -0.75111 -0.89436
4  10   7   45000  15.6494 30:28:15 -1.56899619892E+05 -1.54907790383E+05  0.01645 -0.00087  0.32681  0.27030 -0.26939 -0.13622 -0.89436 -0.75111
4  10   8   51200   6.9638 30:28:15 -1.54953698203E+05 -1.54907790383E+05  0.00024  0.00484  0.27023  0.32674 -0.14727 -0.22215 -0.75111 -0.89436
4  10   9   60000   4.9091 33:28:15 -1.55516347711E+05 -1.54907790383E+05  0.01618 -0.00214  0.26993  0.32647 -0.24823 -0.14202 -0.75111 -0.89436
4  10   9   65000   4.6359 36:28:15 -1.55533730188E+05 -1.54907790383E+05 -0.00215  0.01757  0.26990  0.32644 -0.13765 -0.25711 -0.75111 -0.89436
4  10  11   80000   4.0487 38:28:15 -1.54908096787E+05 -1.54907790383E+05 -0.00140  0.02097  0.27007  0.32660 -0.14046 -0.26723 -0.75111 -0.89436
4  10  11   85000   4.0004 42:28:15 -1.54920713919E+05 -1.54907790383E+05  0.00027  0.01834  0.27017  0.32669 -0.14101 -0.26069 -0.75111 -0.89436
4  10  13  102400   2.2809 43:28:15 -1.54948086126E+05 -1.54907790383E+05 -0.00310  0.02493  0.26985  0.32640 -0.14118 -0.26836 -0.75111 -0.89436
4  10  14  103336   1.4000 43:28:15 -1.54948086126E+05 -1.54907790383E+05 -0.00310  0.02493  0.26985  0.32640 -0.14118 -0.26836 -0.75111 -0.89436
4  10  15  111983   2.3000 43:28:15 -1.54908096787E+05 -1.54907790383E+05 -0.00213  0.02157  0.26987  0.32642 -0.13912 -0.26471 -0.75111 -0.89436
4  10  15  120000   2.0799 44:28:15 -1.54962444581E+05 -1.54907790383E+05  0.00027  0.01834  0.27017  0.32669 -0.14101 -0.26069 -0.75111 -0.89436
4  10 200  128939   0.0000 44:28:15 -1.54907790383E+05 -1.54907790383E+05  0.32640  0.02493  0.26985 -0.00310 -0.89436 -0.26836 -0.75111 -0.14118
