K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   5   1       0   1.0000 17:18:15 -1.60677690714E+05 -1.60677690714E+05  0.00197 -0.00094 -0.16101 -0.17938
2   5   1     100   1.0000 17:18:15 -1.59983059022E+05 -1.59983059022E+05  0.00197 -0.00094 -0.16101 -0.17938
2   5   1     200  15.0000 17:18:15 -1.57947293908E+05 -1.57947293908E+05  0.00197 -0.00094 -0.16101 -0.17938
2   5   1     400   9.5000 17:18:15 -1.56222068432E+05 -1.56222068432E+05  0.00197 -0.00094 -0.16101 -0.17938
2   5   1     800  30.7500 17:18:15 -1.59736181562E+05 -1.56222068432E+05  0.00197 -0.00094 -0.16101 -0.17938
2   5   1    1600  47.9375 17:18:15 -1.59703540949E+05 -1.56222068432E+05  0.00877 -0.00300 -0.15092 -0.18621
2   5   2    3200  46.7757 17:18:15 -1.58962505796E+05 -1.56222068432E+05  0.00458  0.02168 -0.17476 -0.20034
2   5   3    6400  25.3153 18:18:15 -1.59545739546E+05 -1.56222068432E+05  0.01948  0.00503 -0.18368 -0.18351
2   5   6   12800  13.9480 18:18:15 -1.56838368893E+05 -1.56222068432E+05  0.01632  0.01361 -0.17284 -0.20431
2   5  11   25600   3.3482 18:18:15 -1.56901186746E+05 -1.56222068432E+05  0.02042  0.02800 -0.16166 -0.25202
2   5  17   40000   0.6231 19:18:15 -1.56693249811E+05 -1.56222068432E+05  0.02032  0.03069 -0.16224 -0.25776
2   5 200   40766   0.0000 19:18:15 -1.56222068432E+05 -1.56222068432E+05  0.03069  0.02032 -0.25776 -0.16224
