K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   9   1       0   1.0000 54:07:16 -1.72144671724E+05 -1.72144671724E+05  0.00635 -0.00775  0.00214  0.00914 -0.02801 -0.00583  0.01803  0.01943 -0.03174 -0.13566 -0.24570 -0.12447 -0.14268 -0.21609 -0.16725 -0.15150 -0.13684 -0.17447
9   9   1     100   3.8462 54:07:16 -1.71571381549E+05 -1.71571381549E+05  0.00635 -0.00775  0.00214  0.00914 -0.02801 -0.00583  0.01803  0.01943 -0.03174 -0.13566 -0.24570 -0.12447 -0.14268 -0.21609 -0.16725 -0.15150 -0.13684 -0.17447
9   9   1     200  32.6829 54:07:16 -1.64995724255E+05 -1.64669621177E+05  0.00635 -0.02801  0.00914 -0.00583  0.00214  0.01803  0.01943 -0.03174 -0.00775 -0.13566 -0.21609 -0.14268 -0.16725 -0.12447 -0.15150 -0.13684 -0.17447 -0.24570
9   9   1     400  40.7407 54:07:16 -1.64120350334E+05 -1.64058276872E+05 -0.03174  0.00635  0.01943  0.01803 -0.00583 -0.00775 -0.02801  0.00914  0.00214 -0.17447 -0.13566 -0.13684 -0.15150 -0.16725 -0.24570 -0.21609 -0.14268 -0.12447
9   9   1     800  49.4410 54:07:16 -1.65387023069E+05 -1.63927823888E+05  0.01803  0.00635  0.01943 -0.03174  0.00914 -0.00583 -0.00775 -0.02801  0.00214 -0.15150 -0.13566 -0.13684 -0.17447 -0.14268 -0.16725 -0.24570 -0.21609 -0.12447
9   9   1    1600  47.8505 54:07:16 -1.66615645561E+05 -1.63395491234E+05  0.00214 -0.00583 -0.03174  0.00914 -0.00775  0.01943  0.01803 -0.02801  0.00635 -0.12447 -0.16725 -0.17447 -0.14268 -0.24570 -0.13684 -0.15150 -0.21609 -0.13566
9   9   1    3200  50.0156 54:07:16 -1.65141123460E+05 -1.63293307549E+05 -0.00583  0.00214 -0.03174 -0.00775 -0.02801  0.00914  0.01943  0.01803  0.00635 -0.16725 -0.12447 -0.17447 -0.24570 -0.21609 -0.14268 -0.13684 -0.15150 -0.13566
9   9   2    6400  52.7091 55:07:16 -1.64448563647E+05 -1.63293307549E+05  0.00214 -0.03174 -0.00583  0.01943 -0.00775 -0.02801  0.01803  0.00914  0.00635 -0.12447 -0.17447 -0.16725 -0.13684 -0.24570 -0.21609 -0.15150 -0.14268 -0.13566
9   9   2   10000  47.0177 59:07:16 -1.64126333070E+05 -1.62944515800E+05  0.00635 -0.00583  0.01803 -0.03174  0.01943 -0.00775 -0.02801  0.00214  0.00914 -0.13566 -0.16725 -0.15150 -0.17447 -0.13684 -0.24570 -0.21609 -0.12447 -0.14268
9   9   3   12800  41.5039 01:08:16 -1.65253419303E+05 -1.62944515800E+05  0.00214  0.00635  0.01943  0.00914 -0.00775 -0.02801  0.01803 -0.00583 -0.03174 -0.12447 -0.13566 -0.13684 -0.14268 -0.24570 -0.21609 -0.15150 -0.16725 -0.17447
9   9   4   15000  25.3412 02:08:16 -1.63625599202E+05 -1.62867147289E+05  0.00758  0.02006  1.00000  0.27924  0.33505 -0.04114  1.00000  0.35669  1.00000 -0.14975 -0.21696  0.00000 -0.75111 -0.89436 -0.10288  0.00000 -0.81056  0.00000
9   9   4   25000  33.3579 07:08:16 -1.65443803993E+05 -1.62867147289E+05  0.02006  0.35669 -0.04114  1.00000  0.27924  0.33505  0.00758  1.00000  1.00000 -0.21696 -0.81056 -0.10288  0.00000 -0.75111 -0.89436 -0.14975  0.00000  0.00000
9   9   4   35000  33.7508 10:08:16 -1.63365029955E+05 -1.62626495003E+05  1.00000  1.00000 -0.02082  0.26893  0.32555  1.00000 -0.00804  1.00000  1.00000  0.00000  0.00000 -0.16246 -0.75111 -0.89436  0.00000 -0.15942  0.00000  0.00000
9   9   4   40000  33.1826 15:08:16 -1.63658897466E+05 -1.62112642363E+05  1.00000 -0.02082  1.00000  0.26893  0.32555 -0.00804  1.00000  1.00000  1.00000  0.00000 -0.16246  0.00000 -0.75111 -0.89436 -0.15942  0.00000  0.00000  0.00000
