K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9  10   1       0   1.0000 11:10:16 -1.72352831799E+05 -1.72352831799E+05 -0.00057 -0.00310  0.01625 -0.00598 -0.00991 -0.01245 -0.00399  0.00261 -0.01668 -0.16383 -0.18200 -0.09237 -0.12452 -0.19799 -0.23594 -0.11085 -0.16898 -0.20355
9  10   1     100   1.9802 11:10:16 -1.72094102792E+05 -1.72094102792E+05 -0.00057 -0.00310  0.01625 -0.00598 -0.00991 -0.01245 -0.00399  0.00261 -0.01668 -0.16383 -0.18200 -0.09237 -0.12452 -0.19799 -0.23594 -0.11085 -0.16898 -0.20355
9  10   1     200  32.1782 11:10:16 -1.67538788666E+05 -1.67470360635E+05 -0.01245 -0.00057 -0.01668 -0.00598 -0.00399  0.00261 -0.00991  0.01625 -0.00310 -0.23594 -0.16383 -0.20355 -0.12452 -0.11085 -0.16898 -0.19799 -0.09237 -0.18200
9  10   1     400  39.8010 11:10:16 -1.63899961049E+05 -1.63847213512E+05 -0.00057 -0.00598 -0.01245 -0.00399  0.00261 -0.00991  0.01625 -0.01668 -0.00310 -0.16383 -0.12452 -0.23594 -0.11085 -0.16898 -0.19799 -0.09237 -0.20355 -0.18200
9  10   1     800  42.0200 11:10:16 -1.64787597685E+05 -1.63093246055E+05 -0.00057 -0.00991 -0.01668 -0.00399  0.01625 -0.00310  0.00261 -0.00598 -0.01245 -0.16383 -0.19799 -0.20355 -0.11085 -0.09237 -0.18200 -0.16898 -0.12452 -0.23594
9  10   1    1600  47.3159 11:10:16 -1.65267968994E+05 -1.63093246055E+05 -0.01245  0.01625 -0.00057 -0.00991 -0.01668  0.00261 -0.00310 -0.00598 -0.00399 -0.23594 -0.09237 -0.16383 -0.19799 -0.20355 -0.16898 -0.18200 -0.12452 -0.11085
9  10   2    3200  48.3912 11:10:16 -1.64903099288E+05 -1.63093246055E+05 -0.01668 -0.01245 -0.00991 -0.00310  0.00261 -0.00598 -0.00399 -0.00057  0.01625 -0.20355 -0.23594 -0.19799 -0.18200 -0.16898 -0.12452 -0.11085 -0.16383 -0.09237
9  10   3    6400  30.7990 11:10:16 -1.64408354832E+05 -1.62523760344E+05 -0.01668  0.01625 -0.00310 -0.00057  0.00261 -0.00598 -0.00399 -0.00991 -0.01245 -0.20355 -0.09237 -0.18200 -0.16383 -0.16898 -0.12452 -0.11085 -0.19799 -0.23594
9  10   3   12800  33.2358 13:10:16 -1.63463361505E+05 -1.62219716011E+05 -0.00399  0.01625 -0.00310 -0.00057  0.00261 -0.00598 -0.01245 -0.01668 -0.00991 -0.11085 -0.09237 -0.18200 -0.16383 -0.16898 -0.12452 -0.23594 -0.20355 -0.19799
9  10   3   20000  34.2237 17:10:16 -1.64193683386E+05 -1.62219716011E+05  1.00000 -0.00143  1.00000  0.05592  0.27615  0.33221  1.00000 -0.00255  0.03345  0.00000 -0.15335  0.00000 -0.24477 -0.75111 -0.89436  0.00000 -0.19463 -0.14872
9  10   4   40000  24.0515 24:10:16 -1.64461004884E+05 -1.62219716011E+05 -0.00747  1.00000  1.00000 -0.00683  0.27144  0.32786  0.34973  1.00000  1.00000 -0.20430  0.00000  0.00000 -0.13753 -0.75111 -0.89436 -0.81056  0.00000  0.00000
9  10   4   55000  28.2587 28:10:16 -1.63079858167E+05 -1.62219716011E+05 -0.00814  1.00000  1.00000  1.00000  0.26954  0.32611  1.00000  0.01539  1.00000 -0.13467  0.00000  0.00000  0.00000 -0.75111 -0.89436  0.00000 -0.25106  0.00000
9  10   4   60000  27.9801 30:10:16 -1.64753502532E+05 -1.62219716011E+05  0.00772  1.00000 -0.00185  0.27126  0.32770  1.00000  0.34957  1.00000  1.00000 -0.13377  0.00000 -0.22611 -0.75111 -0.89436  0.00000 -0.81056  0.00000  0.00000
9  10   4   75000  27.7983 35:10:16 -1.63961112057E+05 -1.62114907051E+05  1.00000  0.00228  0.00495  0.27189  0.32828  1.00000  1.00000  0.35013  1.00000  0.00000 -0.12439 -0.25916 -0.75111 -0.89436  0.00000  0.00000 -0.81056  0.00000
9  10   5   90000  22.6462 37:10:16 -1.62600702885E+05 -1.62114907051E+05  1.00000 -0.00589  1.00000  0.27181  0.32820  1.00000  0.00289  0.35006  1.00000  0.00000 -0.15581  0.00000 -0.75111 -0.89436  0.00000 -0.20808 -0.81056  0.00000
9  10   5  130000  18.7560 39:10:16 -1.62426544890E+05 -1.61279003972E+05 -0.03362  1.00000  0.01319  0.27505  0.33119  1.00000  0.35295  1.00000  0.00558 -0.17094  0.00000 -0.19486 -0.75111 -0.89436  0.00000 -0.81056  0.00000 -0.14531
