K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   5   1       0   1.0000 56:02:16 -1.71883241149E+05 -1.71883241149E+05  0.00742 -0.00283  0.01543 -0.01437  0.01111 -0.00463  0.00092 -0.01671  0.00556 -0.12463 -0.18151 -0.13379 -0.16629 -0.17150 -0.23010 -0.16288 -0.19995 -0.14840
9   5   1     100   4.8077 56:02:16 -1.71264754603E+05 -1.71264754603E+05  0.00742 -0.00283  0.01543 -0.01437  0.01111 -0.00463  0.00092 -0.01671  0.00556 -0.12463 -0.18151 -0.13379 -0.16629 -0.17150 -0.23010 -0.16288 -0.19995 -0.14840
9   5   1     200  28.4314 56:02:16 -1.66680781470E+05 -1.66680781470E+05 -0.01437 -0.00283  0.01543 -0.01671  0.00742  0.00556 -0.00463  0.01111  0.00092 -0.16629 -0.18151 -0.13379 -0.19995 -0.12463 -0.14840 -0.23010 -0.17150 -0.16288
9   5   1     400  33.1683 56:02:16 -1.65151662593E+05 -1.64495225643E+05  0.00742  0.00556  0.01543 -0.01437 -0.01671 -0.00463  0.01111  0.00092 -0.00283 -0.12463 -0.14840 -0.13379 -0.16629 -0.19995 -0.23010 -0.17150 -0.16288 -0.18151
9   5   1     800  40.9204 56:02:16 -1.65921915597E+05 -1.63098284805E+05  0.01111  0.01543 -0.01437 -0.00283  0.00556 -0.00463 -0.01671  0.00092  0.00742 -0.17150 -0.13379 -0.16629 -0.18151 -0.14840 -0.23010 -0.19995 -0.16288 -0.12463
9   5   1    1600  43.8279 56:02:16 -1.64617242369E+05 -1.63098284805E+05  0.00742 -0.00283  0.01111 -0.00463  0.00556 -0.01671  0.01543  0.00092 -0.01437 -0.12463 -0.18151 -0.17150 -0.23010 -0.14840 -0.19995 -0.13379 -0.16288 -0.16629
9   5   2    3200  50.0000 56:02:16 -1.65415457673E+05 -1.63098284805E+05  0.01543  0.00742  0.01111 -0.00463 -0.01671  0.00556 -0.01437  0.00092 -0.00283 -0.13379 -0.12463 -0.17150 -0.23010 -0.19995 -0.14840 -0.16629 -0.16288 -0.18151
9   5   4   15000  32.0904 01:03:16 -1.64272559727E+05 -1.61886999302E+05  1.00000  0.00011  0.12593 -0.00667  0.27181  1.00000 -0.00794  0.35006  1.00000  0.00000 -0.22972 -0.28210 -0.14126 -0.75111  0.00000 -0.06219 -0.81056  0.00000
9   5   4   20000  34.5651 03:03:16 -1.65820029959E+05 -1.61886999302E+05  1.00000  0.12593  1.00000  1.00000  0.27181  0.00011 -0.00667 -0.00794  0.35006  0.00000 -0.28210  0.00000  0.00000 -0.75111 -0.22972 -0.14126 -0.06219 -0.81056
9   5   4   30000  32.8929 05:03:16 -1.64143514658E+05 -1.61886999302E+05  0.02590 -0.00310  1.00000  0.20706  0.32886  1.00000  1.00000  0.35070  1.00000 -0.26550 -0.13848  0.00000 -0.59111 -0.89436  0.00000  0.00000 -0.81056  0.00000
9   5   4   40000  33.6683 09:03:16 -1.64818433016E+05 -1.61886999302E+05  0.02590  1.00000  1.00000  0.20706  0.32886  1.00000 -0.00310  0.35070  1.00000 -0.26550  0.00000  0.00000 -0.59111 -0.89436  0.00000 -0.13848 -0.81056  0.00000
9   5   5   50000  28.3379 12:03:16 -1.63223070942E+05 -1.61886999302E+05 -0.00756 -0.00548  1.00000  0.27060  0.32709  1.00000  1.00000  1.00000  1.00000 -0.13319 -0.21794  0.00000 -0.75111 -0.89436  0.00000  0.00000  0.00000  0.00000
9   5   5   60000  27.8146 16:03:16 -1.64087435137E+05 -1.61886999302E+05 -0.01695  1.00000  1.00000  1.00000  0.27182  0.32821  0.35007  0.00455  1.00000 -0.23135  0.00000  0.00000  0.00000 -0.75111 -0.89436 -0.81056 -0.12247  0.00000
9   5   6   75000  19.4956 22:03:16 -1.62850369228E+05 -1.61412611234E+05  0.00975  0.00870  1.00000  1.00000  1.00000  0.27467  0.33084 -0.02330  0.35261 -0.24425 -0.13292  0.00000  0.00000  0.00000 -0.75111 -0.89436 -0.11330 -0.81056
9   5   7  115000  16.4484 24:03:16 -1.62808741904E+05 -1.61367030357E+05  0.05717  0.00352  0.00776  0.09101  0.27845  1.00000  0.33433  0.21333  0.35599 -0.16085 -0.14757 -0.21009 -0.05767 -0.75111  0.00000 -0.89436 -0.65933 -0.81056
9   5   8  145710  12.1000 25:03:16 -1.62848582946E+05 -1.61018372544E+05  0.02551  1.00000  0.01197  0.28042  0.33615  0.04178  0.21548  0.02392  0.35775 -0.12176  0.00000 -0.17941 -0.75111 -0.89436 -0.27313 -0.65933 -0.09874 -0.81056
9   5   8  150000  13.7359 26:03:16 -1.61790848250E+05 -1.61018372544E+05  0.04178  0.02392  1.00000  0.02551  0.28042  0.33615  0.01197  0.21548  0.35775 -0.27313 -0.09874  0.00000 -0.12176 -0.75111 -0.89436 -0.17941 -0.65933 -0.81056
9   5   8  190000  14.9957 28:03:16 -1.61375413356E+05 -1.60978355272E+05  1.00000  0.09033  1.00000  0.01123  0.02803  0.27791  0.33383  0.35550  0.01605  0.00000 -0.05767  0.00000 -0.13657 -0.26514 -0.75111 -0.89436 -0.81056 -0.15899
9   5   9  192333  13.4000 28:03:16 -1.62129416505E+05 -1.60978355272E+05  0.02803  0.01123  1.00000  0.27791  0.33383  0.35550  1.00000  0.01605  0.09033 -0.26514 -0.13657  0.00000 -0.75111 -0.89436 -0.81056  0.00000 -0.15899 -0.05767
9   5  10  226928  13.8000 29:03:16 -1.61453171381E+05 -1.60860687769E+05  0.00975  0.05371  1.00000  1.00000  0.02629  0.27657  0.33260  0.35431  1.00000 -0.16511 -0.08376  0.00000  0.00000 -0.26156 -0.75111 -0.89436 -0.81056  0.00000
9   5  10  230000  13.2452 30:03:16 -1.61603429544E+05 -1.60690407164E+05  0.00975  0.05371  1.00000  1.00000  0.02629  0.27657  0.33260  0.35431  1.00000 -0.16511 -0.08376  0.00000  0.00000 -0.26156 -0.75111 -0.89436 -0.81056  0.00000
9   5  11  269356  11.0000 32:03:16 -1.61279856221E+05 -1.60494066750E+05  0.06317  1.00000  0.03644  0.01910  0.03695  0.28145  0.33710  0.35867  0.00236 -0.09046  0.00000 -0.26780 -0.29159 -0.15463 -0.75111 -0.89436 -0.81056 -0.14987
