K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   1   1       0   1.0000 08:58:15 -1.71714254324E+05 -1.71714254324E+05  0.01480 -0.02584  0.01730  0.00556  0.00390 -0.00383  0.01470  0.00464 -0.02154 -0.10910 -0.18026 -0.17088 -0.15706 -0.18046 -0.19851 -0.10077 -0.16889 -0.26198
9   1   1     100   0.0000 09:58:15 -1.71714254324E+05 -1.71714254324E+05  0.01480 -0.02584  0.01730  0.00556  0.00390 -0.00383  0.01470  0.00464 -0.02154 -0.10910 -0.18026 -0.17088 -0.15706 -0.18046 -0.19851 -0.10077 -0.16889 -0.26198
9   1   1     200  24.3781 09:58:15 -1.65938286042E+05 -1.65938286042E+05  0.01470 -0.02584  0.01480  0.01730 -0.02154  0.00464 -0.00383  0.00556  0.00390 -0.10077 -0.18026 -0.10910 -0.17088 -0.26198 -0.16889 -0.19851 -0.15706 -0.18046
9   1   1     400  30.1746 09:58:15 -1.65514191380E+05 -1.64662077235E+05 -0.02584  0.01730  0.01470 -0.00383  0.01480  0.00464  0.00556  0.00390 -0.02154 -0.18026 -0.17088 -0.10077 -0.19851 -0.10910 -0.16889 -0.15706 -0.18046 -0.26198
9   1   1     800  34.3321 09:58:15 -1.63815248207E+05 -1.63447264277E+05  0.01470  0.01730 -0.02584 -0.00383  0.01480  0.00390  0.00464  0.00556 -0.02154 -0.10077 -0.17088 -0.18026 -0.19851 -0.10910 -0.18046 -0.16889 -0.15706 -0.26198
9   1   1    1600  44.0350 10:58:15 -1.65957817891E+05 -1.63447264277E+05  0.01470  0.01480 -0.02584 -0.00383  0.00390 -0.02154  0.00464  0.00556  0.01730 -0.10077 -0.10910 -0.18026 -0.19851 -0.18046 -0.26198 -0.16889 -0.15706 -0.17088
9   1   1    3200  48.1412 11:58:15 -1.65710471379E+05 -1.63336669545E+05 -0.02154  0.01730  0.01480  0.00390  0.00464  0.00556  0.01470 -0.02584 -0.00383 -0.26198 -0.17088 -0.10910 -0.18046 -0.16889 -0.15706 -0.10077 -0.18026 -0.19851
9   1   2    5000  50.0000 12:58:15 -1.63398211870E+05 -1.62910501280E+05  0.01730  0.01480  0.00390  0.00464  0.00556 -0.02584 -0.02154  0.01470 -0.00383 -0.17088 -0.10910 -0.18046 -0.16889 -0.15706 -0.18026 -0.26198 -0.10077 -0.19851
9   1   2    6400  46.9481 13:58:15 -1.65034486355E+05 -1.62910501280E+05 -0.02584  0.01730 -0.02154  0.01470  0.00464  0.00556 -0.00383  0.00390  0.01480 -0.18026 -0.17088 -0.26198 -0.10077 -0.16889 -0.15706 -0.19851 -0.18046 -0.10910
9   1   4   10000  36.0360 14:58:15 -1.63501103633E+05 -1.62626415756E+05  0.01730 -0.02154 -0.02584  0.00464  0.00556  0.01480  0.00390 -0.00383  0.01470 -0.17088 -0.26198 -0.18026 -0.16889 -0.15706 -0.10910 -0.18046 -0.19851 -0.10077
9   1   4   12800  31.0283 14:58:15 -1.63850871447E+05 -1.62364641585E+05  0.00390 -0.00383 -0.02154  0.01730  0.01480  0.00464  0.00556  0.01470 -0.02584 -0.18046 -0.19851 -0.26198 -0.17088 -0.10910 -0.16889 -0.15706 -0.10077 -0.18026
9   1   4   30000  32.7803 34:58:15 -1.64684839555E+05 -1.62184767570E+05 -0.00871 -0.02527  1.00000  0.28579  0.32809  0.34995  1.00000  1.00000  1.00000 -0.14937 -0.17321  0.00000 -0.77805 -0.89436 -0.81056  0.00000  0.00000  0.00000
9   1   5   65000  21.9571 36:58:15 -1.62819246319E+05 -1.61938689547E+05  1.00000  1.00000  0.00151  0.35306  0.01820  0.27518  0.33131  0.00681  1.00000  0.00000  0.00000 -0.11859 -0.81056 -0.27332 -0.75111 -0.89436 -0.14052  0.00000
9   1   6  115000  18.4767 38:58:15 -1.63253293321E+05 -1.61477471576E+05  1.00000  0.35536  0.02366  0.27775  0.33368  0.02439 -0.00942  1.00000  1.00000  0.00000 -0.81056 -0.25173 -0.75111 -0.89436 -0.14952 -0.15412  0.00000  0.00000
9   1   7  129147  13.3000 38:58:15 -1.61700626657E+05 -1.61477471576E+05  0.08525  0.02211 -0.00725  0.21069  0.27603  0.33209  1.00000  1.00000  0.35382 -0.10890 -0.15297 -0.17871 -0.65933 -0.75111 -0.89436  0.00000  0.00000 -0.81056
9   1   7  160000  15.0224 40:58:15 -1.62328587685E+05 -1.61206243046E+05  1.00000 -0.00479  0.00702  1.00000  0.27106  0.32752  1.00000  0.34940  1.00000  0.00000 -0.14160 -0.22148  0.00000 -0.75111 -0.89436  0.00000 -0.81056  0.00000
9   1   8  205000  13.8909 42:58:15 -1.61510751403E+05 -1.60842834972E+05  0.00000  0.03106  0.05219  1.00000  1.00000  0.27920  0.05715  0.33502  0.35666 -0.16765 -0.18470 -0.29030  0.00000  0.00000 -0.75111 -0.08376 -0.89436 -0.81056
9   1   9  210467  21.1000 42:58:15 -1.62645115052E+05 -1.60842834972E+05  0.00000  1.00000  0.05715  1.00000  0.03106  0.27920  0.33502  0.35666  0.05219 -0.16765  0.00000 -0.08376  0.00000 -0.18470 -0.75111 -0.89436 -0.81056 -0.29030
9   1  10  244391  13.0000 43:58:15 -1.61562508355E+05 -1.60817586854E+05  0.01105  1.00000  1.00000  0.05363  0.03382  0.27651  0.33254  1.00000  0.35426 -0.17967  0.00000  0.00000 -0.08376 -0.26836 -0.75111 -0.89436  0.00000 -0.81056
9   1  10  250000  12.2625 44:58:15 -1.61735909315E+05 -1.60817586854E+05  0.05363  0.03382  0.01105  1.00000  1.00000  0.27651  0.33254  1.00000  0.35426 -0.08376 -0.26836 -0.17967  0.00000  0.00000 -0.75111 -0.89436  0.00000 -0.81056
9   1  11  290000   7.1066 46:58:15 -1.61429606718E+05 -1.60556486663E+05  0.03695  1.00000  0.03125  0.21554  0.06277  0.28048  0.33620  0.35780  0.01249 -0.15366  0.00000 -0.26600 -0.65933 -0.08647 -0.75111 -0.89436 -0.81056 -0.16365
9   1  12  325000   7.5359 48:58:15 -1.61008726425E+05 -1.60344708777E+05 -0.01940  0.04685  1.00000  0.04507  0.00755  0.06017  0.28281  0.33835  0.35988 -0.09263 -0.10575  0.00000 -0.27080 -0.21752 -0.16643 -0.75111 -0.89436 -0.81056
9   1  13  350276   9.6000 49:58:15 -1.60836934336E+05 -1.60344708777E+05  0.06187  0.21939  0.01105  0.04051 -0.03534  0.06031  0.28401  0.33946  0.36095 -0.09870 -0.65933 -0.22535 -0.26471 -0.14388 -0.14371 -0.75111 -0.89436 -0.81056
9   1  13  370000   3.8877 50:58:15 -1.60811076353E+05 -1.60337909440E+05  0.05817  0.03511  0.21500 -0.00187  0.06593  0.27998  0.33574  1.00000  0.35735 -0.08376 -0.26471 -0.65933 -0.19936 -0.14933 -0.75111 -0.89436  0.00000 -0.81056
9   1  14  386721   9.9000 50:58:15 -1.60648140855E+05 -1.60337909440E+05  0.05590  0.00553  0.21545  1.00000  0.06314  0.28039  0.33612  0.03138  0.35772 -0.09264 -0.21877 -0.65933  0.00000 -0.15591 -0.75111 -0.89436 -0.25932 -0.81056
9   1  14  415000   4.1738 52:58:15 -1.60658731940E+05 -1.60291307754E+05  0.05643  1.00000  0.09682  0.03621  0.00572  0.28080  0.33650  0.05287  0.35809 -0.09264  0.00000 -0.38943 -0.26471 -0.24668 -0.75111 -0.89436 -0.15367 -0.81056
9   1  15  428462   2.6000 53:58:15 -1.60527856336E+05 -1.60291307754E+05  0.05619  0.04204  0.21569  0.05592  0.00101  0.28061  0.33633  1.00000  0.35792 -0.09264 -0.27313 -0.65933 -0.15731 -0.21144 -0.75111 -0.89436  0.00000 -0.81056
9   1  15  445000   2.6266 54:58:15 -1.60454876717E+05 -1.60291307754E+05  0.05523  0.03498  0.21489  0.05129  0.01263  0.27988  0.33565  1.00000  0.35727 -0.09264 -0.26471 -0.65933 -0.16682 -0.17981 -0.75111 -0.89436  0.00000 -0.81056
9   1  16  480000   1.8931 56:58:15 -1.60439198490E+05 -1.60269504239E+05  0.00523  0.05561  1.00000  0.21521  0.06286  0.28017  0.33592  0.03537  0.35753 -0.21877 -0.09264  0.00000 -0.65933 -0.15591 -0.75111 -0.89436 -0.26471 -0.81056
9   1  16  490000   2.0983 01:59:15 -1.60362210898E+05 -1.60269504239E+05  0.05670  1.00000  0.09590  0.06271  0.00579  0.28006  0.33582  0.03522  0.35743 -0.09870  0.00000 -0.38943 -0.15591 -0.19980 -0.75111 -0.89436 -0.26471 -0.81056
9   1  17  500338   3.4000 02:59:15 -1.60565072108E+05 -1.60269504239E+05  1.00000  0.05593  0.03904  0.21548  0.05566  0.00557  0.28042  0.33615  0.35775  0.00000 -0.09264 -0.26836 -0.65933 -0.15731 -0.21877 -0.75111 -0.89436 -0.81056
9   1  17  515000   1.8360 03:59:15 -1.60520116017E+05 -1.60247799938E+05  0.05558  0.03868  1.00000  0.21519  0.06797  0.00031  0.28015  0.33590  0.35750 -0.09264 -0.26836  0.00000 -0.65933 -0.15802 -0.20720 -0.75111 -0.89436 -0.81056
9   1  18  540522   0.7000 04:59:15 -1.60402267531E+05 -1.60247799938E+05  0.05947  0.03932  0.21842  0.06669  0.01051  0.28312  0.33864 -0.03932  0.36015 -0.09264 -0.26471 -0.65933 -0.15591 -0.22729 -0.75111 -0.89436 -0.15459 -0.81056
9   1  18  550000   0.9211 05:59:15 -1.60439026420E+05 -1.60247799938E+05  0.05947  0.03932  0.21842  0.06669  0.01051  0.28312  0.33864 -0.03932  0.36015 -0.09264 -0.26471 -0.65933 -0.15591 -0.22729 -0.75111 -0.89436 -0.15459 -0.81056
9   1  19  567021   1.1000 05:59:15 -1.60422006410E+05 -1.60247799938E+05  0.06021  0.04340  0.21904  0.06743  0.01008  0.28368  0.33916  0.00881  0.36066 -0.09264 -0.26836 -0.65933 -0.15591 -0.21877 -0.75111 -0.89436 -0.24487 -0.81056
9   1  19  590000   1.4080 07:59:15 -1.60303630973E+05 -1.60220825757E+05  0.04982 -0.03652  0.22076  0.06948  0.02559  0.28526  0.34061  0.04669  0.36207 -0.09583 -0.23536 -0.65933 -0.15591 -0.19693 -0.75111 -0.89436 -0.27811 -0.81056
9   1  20  613711   0.8000 09:59:15 -1.60337909440E+05 -1.60220825757E+05  0.05962  0.04552  0.09988  0.06684  0.01067  0.28323  0.33874  0.00698  0.36026 -0.09264 -0.27313 -0.38943 -0.15591 -0.22729 -0.75111 -0.89436 -0.22979 -0.81056
