K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   9   1       0   1.0000 52:23:15 -1.62836680341E+05 -1.62836680341E+05  0.00343 -0.00180 -0.00669 -0.15704 -0.18136 -0.16351
3   9   1     100   2.9126 52:23:15 -1.62547888396E+05 -1.62547888396E+05  0.00343 -0.00180 -0.00669 -0.15704 -0.18136 -0.16351
3   9   1     200  23.5294 52:23:15 -1.59395284835E+05 -1.59363033304E+05 -0.00180  0.00343 -0.00669 -0.18136 -0.15704 -0.16351
3   9   1     400  24.5050 52:23:15 -1.57850946739E+05 -1.56998063079E+05  0.00343 -0.00669 -0.00180 -0.15704 -0.16351 -0.18136
3   9   1     800  34.3284 52:23:15 -1.57570372619E+05 -1.56964275555E+05 -0.00669  0.00343 -0.00180 -0.16351 -0.15704 -0.18136
3   9   1    1600  37.2195 52:23:15 -1.57330114365E+05 -1.56529622642E+05 -0.00669  0.00343 -0.00180 -0.16351 -0.15704 -0.18136
3   9   2    3200  48.4716 52:23:15 -1.59266195097E+05 -1.56529622642E+05 -0.00494 -0.02171  0.26810 -0.12162 -0.18190 -0.75111
3   9   2    6400  40.6533 52:23:15 -1.57971190240E+05 -1.55917082786E+05 -0.02589 -0.01118  0.28151 -0.16939 -0.13614 -0.77805
3   9   3   10000  33.0968 56:23:15 -1.58062516071E+05 -1.55474235259E+05 -0.00476  0.00238  0.08791 -0.16351 -0.18433 -0.29637
3   9   4   12800  25.2708 58:23:15 -1.57831011307E+05 -1.55474235259E+05 -0.00466 -0.00387  0.16348 -0.20136 -0.14731 -0.46132
3   9   4   15000  31.8934 58:23:15 -1.58184918782E+05 -1.55474235259E+05 -0.01608 -0.01188  0.20642 -0.15930 -0.16851 -0.55539
3   9   6   25600  17.2844 58:23:15 -1.55228866624E+05 -1.55080278648E+05 -0.01674  0.00585  0.26995 -0.15063 -0.21725 -0.75111
3   9  10   45000   6.1664 01:24:15 -1.55970946407E+05 -1.55080278648E+05  0.01381  0.00070  0.27084 -0.26305 -0.13845 -0.75111
3   9  11   50000   4.7545 04:24:15 -1.55300097630E+05 -1.55080278648E+05  0.00070  0.01381  0.27084 -0.13845 -0.26305 -0.75111
3   9  11   51200   4.4568 04:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00070  0.01381  0.27084 -0.13845 -0.26305 -0.75111
3   9  14   65000   2.5691 08:24:15 -1.55228866624E+05 -1.55080278648E+05  0.00124  0.01318  0.27088 -0.14101 -0.25927 -0.75111
3   9  15   70000   1.2446 10:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9  18   85000   1.2871 14:24:15 -1.55093452986E+05 -1.55080278648E+05  0.00124  0.01318  0.27088 -0.14101 -0.25927 -0.75111
3   9  19   90000   1.3661 17:24:15 -1.55118447517E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9  21  102400   0.9288 17:24:15 -1.55145199169E+05 -1.55080278648E+05 -0.00254  0.01836  0.27066 -0.13861 -0.26847 -0.75111
3   9  22  105481   0.9000 17:24:15 -1.55118447517E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9  23  110494   1.2000 18:24:15 -1.55093452986E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9  24  115509   0.2000 18:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9  25  120523   0.8000 18:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9  27  130429   0.4000 18:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9  28  135000   0.3333 19:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9  28  135332   0.2000 19:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9  29  140239   0.5000 19:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3   9 200  142850   0.0000 19:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
