K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   3   1       0   1.0000 55:00:16 -1.72181347687E+05 -1.72181347687E+05  0.00428  0.00041 -0.03300 -0.00314  0.00628  0.00849 -0.01090  0.01062 -0.00529 -0.16435 -0.16659 -0.18817 -0.18757 -0.15228 -0.15630 -0.15416 -0.16853 -0.15563
9   3   1     100   3.8835 55:00:16 -1.71681942330E+05 -1.71681942330E+05  0.00428  0.00041 -0.03300 -0.00314  0.00628  0.00849 -0.01090 -0.00529  0.01062 -0.16435 -0.16659 -0.18817 -0.18757 -0.15228 -0.15630 -0.15416 -0.15563 -0.16853
9   3   1     200  30.0493 55:00:16 -1.67098179883E+05 -1.67098179883E+05 -0.00314 -0.00529  0.00428 -0.03300  0.00041  0.01062 -0.01090  0.00849  0.00628 -0.18757 -0.15563 -0.16435 -0.18817 -0.16659 -0.16853 -0.15416 -0.15630 -0.15228
9   3   1     400  33.7469 55:00:16 -1.64624484761E+05 -1.64046242011E+05 -0.00314 -0.03300  0.01062  0.00041  0.00628 -0.01090 -0.00529  0.00849  0.00428 -0.18757 -0.18817 -0.16853 -0.16659 -0.15228 -0.15416 -0.15563 -0.15630 -0.16435
9   3   1     800  31.8804 55:00:16 -1.63833162361E+05 -1.63087941877E+05  0.00041 -0.03300  0.00628  0.01062  0.00849 -0.01090 -0.00529 -0.00314  0.00428 -0.16659 -0.18817 -0.15228 -0.16853 -0.15630 -0.15416 -0.15563 -0.18757 -0.16435
9   3   1    1600  41.0480 55:00:16 -1.65087918717E+05 -1.63087941877E+05 -0.00314  0.01062  0.00628  0.00041  0.00428 -0.01090 -0.00529 -0.03300  0.00849 -0.18757 -0.16853 -0.15228 -0.16659 -0.16435 -0.15416 -0.15563 -0.18817 -0.15630
9   3   1    3200  42.9597 55:00:16 -1.64843790890E+05 -1.62124019104E+05 -0.03300  0.00849 -0.00314  0.01062  0.00041 -0.01090 -0.00529  0.00628  0.00428 -0.18817 -0.15630 -0.18757 -0.16853 -0.16659 -0.15416 -0.15563 -0.15228 -0.16435
9   3   2    6400  40.5167 55:00:16 -1.65770141323E+05 -1.62124019104E+05  0.00628  0.01062  0.00041 -0.00314  0.00428 -0.01090 -0.00529  0.00849 -0.03300 -0.15228 -0.16853 -0.16659 -0.18757 -0.16435 -0.15416 -0.15563 -0.15630 -0.18817
9   3   3   10000  35.8586 59:00:16 -1.65246534592E+05 -1.62124019104E+05  0.00849 -0.03300 -0.01090 -0.00529  0.00628 -0.00314  0.00428  0.00041  0.01062 -0.15630 -0.18817 -0.15416 -0.15563 -0.15228 -0.18757 -0.16435 -0.16659 -0.16853
9   3   3   12800  38.4063 02:01:16 -1.65798645272E+05 -1.62124019104E+05  0.01062  0.00849  0.00041  0.00628 -0.03300 -0.01090 -0.00529  0.00428 -0.00314 -0.16853 -0.15630 -0.16659 -0.15228 -0.18817 -0.15416 -0.15563 -0.16435 -0.18757
