K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3  10   1       0   1.0000 20:24:15 -1.62470978331E+05 -1.62470978331E+05 -0.00567  0.00899 -0.00224 -0.17620 -0.13643 -0.19515
3  10   1     100   1.9608 20:24:15 -1.61434870955E+05 -1.61434870955E+05 -0.00567  0.00899 -0.00224 -0.17620 -0.13643 -0.19515
3  10   1     200  17.8218 20:24:15 -1.58618565294E+05 -1.58618565294E+05  0.00899 -0.00224 -0.00567 -0.13643 -0.19515 -0.17620
3  10   1     400  23.8329 20:24:15 -1.57308486054E+05 -1.56755925639E+05 -0.00224 -0.00567  0.00899 -0.19515 -0.17620 -0.13643
3  10   1     800  32.3420 20:24:15 -1.57436962481E+05 -1.56755925639E+05 -0.00224 -0.00567  0.00899 -0.19515 -0.17620 -0.13643
3  10   1    1600  41.9415 20:24:15 -1.60067738536E+05 -1.56755925639E+05 -0.00224 -0.00567  0.00899 -0.19515 -0.17620 -0.13643
3  10   2    3200  50.4178 20:24:15 -1.58341331541E+05 -1.56755925639E+05  0.00226  0.09909 -0.01011 -0.18093 -0.34981 -0.15819
3  10   3    6400  39.6407 20:24:15 -1.57922439243E+05 -1.56394015316E+05 -0.01465 -0.00149  0.27018 -0.21029 -0.13705 -0.75111
3  10   5   12800  42.3497 21:24:15 -1.57472832968E+05 -1.56289043195E+05 -0.00852 -0.00008  0.27041 -0.14362 -0.21941 -0.75111
3  10   5   15000  33.4373 22:24:15 -1.58018876263E+05 -1.55798998922E+05 -0.01695 -0.01072  0.27107 -0.21690 -0.13327 -0.75111
3  10   6   20000  25.6390 26:24:15 -1.57666416257E+05 -1.55473067381E+05 -0.00383  0.00541  0.27122 -0.13927 -0.25077 -0.75111
3  10   7   25600  13.6402 26:24:15 -1.56045164800E+05 -1.55124094608E+05  0.00708 -0.00529  0.27047 -0.23283 -0.14565 -0.75111
3  10   9   35000  11.3752 30:24:15 -1.56778090905E+05 -1.55080278648E+05 -0.01919 -0.00350  0.27021 -0.15646 -0.19142 -0.75111
3  10  10   40000  11.2583 32:24:15 -1.56455604193E+05 -1.55080278648E+05 -0.00373  0.01615  0.27069 -0.13681 -0.26619 -0.75111
3  10  12   51200   4.5572 33:24:15 -1.55393912212E+05 -1.55080278648E+05 -0.00107  0.01595  0.27065 -0.13912 -0.26268 -0.75111
3  10  12   55000   3.5120 37:24:15 -1.55195316011E+05 -1.55080278648E+05 -0.00490  0.02288  0.27066 -0.14199 -0.27343 -0.75111
3  10  15   70000   2.6337 39:24:15 -1.55224563523E+05 -1.55080278648E+05 -0.00020  0.01553  0.27094 -0.14046 -0.26489 -0.75111
3  10  16   75000   2.0200 42:24:15 -1.55122158643E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10  17   80000   1.9204 44:24:15 -1.55093452986E+05 -1.55080278648E+05 -0.00085  0.01535  0.27094 -0.13987 -0.26443 -0.75111
3  10  22  102400   0.5894 45:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10  22  102827   1.4000 45:24:15 -1.55093452986E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10  23  107869   1.5000 45:24:15 -1.55122158643E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10  23  110000   1.0369 46:24:15 -1.55093452986E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10  24  112884   0.6000 46:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10  25  117890   1.1000 46:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10  26  122843   1.1000 46:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10  28  132724   0.4000 47:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10  29  137656   0.9000 47:24:15 -1.55080278648E+05 -1.55080278648E+05 -0.00254  0.01836  0.27066 -0.13861 -0.26847 -0.75111
3  10  30  142570   0.5000 47:24:15 -1.55080278648E+05 -1.55080278648E+05  0.00222  0.01159  0.27075 -0.13900 -0.25776 -0.75111
3  10 200  149580   0.0000 48:24:15 -1.55080278648E+05 -1.55080278648E+05  0.01159  0.00222  0.27075 -0.25776 -0.13900 -0.75111
