K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   6   1       0   1.0000 24:53:15 -1.70256966723E+05 -1.70256966723E+05  0.01555 -0.00297  0.00082  0.01270  0.01212  0.00280 -0.01153 -0.02249 -0.11925 -0.12060 -0.11638 -0.20244 -0.17373 -0.19038 -0.20269 -0.24218
8   6   1     100   2.9126 24:53:15 -1.69838935909E+05 -1.69838935909E+05  0.01555 -0.00297  0.00082  0.01270  0.01212  0.00280 -0.01153 -0.02249 -0.11925 -0.12060 -0.11638 -0.20244 -0.17373 -0.19038 -0.20269 -0.24218
8   6   1     200  28.9216 24:53:15 -1.64500392711E+05 -1.64500392711E+05  0.01555  0.00082 -0.01153 -0.02249  0.00280 -0.00297  0.01270  0.01212 -0.11925 -0.11638 -0.20269 -0.24218 -0.19038 -0.12060 -0.20244 -0.17373
8   6   1     400  32.1782 24:53:15 -1.62048463696E+05 -1.62048463696E+05 -0.01153 -0.02249  0.00082  0.01212  0.00280 -0.00297  0.01270  0.01555 -0.20269 -0.24218 -0.11638 -0.17373 -0.19038 -0.12060 -0.20244 -0.11925
8   6   1     800  36.8159 24:53:15 -1.62955505825E+05 -1.61216081091E+05  0.00082  0.01555 -0.01153 -0.02249  0.00280 -0.00297  0.01212  0.01270 -0.11638 -0.11925 -0.20269 -0.24218 -0.19038 -0.12060 -0.17373 -0.20244
8   6   1    1600  41.1471 24:53:15 -1.63583832853E+05 -1.61216081091E+05  0.00082  0.01270  0.01212  0.00280 -0.00297 -0.01153 -0.02249  0.01555 -0.11638 -0.20244 -0.17373 -0.19038 -0.12060 -0.20269 -0.24218 -0.11925
8   6   2    3200  38.3133 24:53:15 -1.62838806488E+05 -1.61216081091E+05  0.01555  0.00082 -0.01153  0.01212  0.00280  0.01270 -0.00297 -0.02249 -0.11925 -0.11638 -0.20269 -0.17373 -0.19038 -0.20244 -0.12060 -0.24218
8   6   3    6400  37.9547 25:53:15 -1.63036883289E+05 -1.61216081091E+05  0.01212 -0.01153  0.00280 -0.00297  0.01270 -0.02249  0.00082  0.01555 -0.17373 -0.20269 -0.19038 -0.12060 -0.20244 -0.24218 -0.11638 -0.11925
8   6   4   12800  34.8180 29:53:15 -1.63541029881E+05 -1.60496596684E+05  0.04466  1.00000  0.01738  1.00000  0.27679  0.33280  0.00128  0.35451 -0.11133  0.00000 -0.13581  0.00000 -0.75111 -0.89436 -0.23782 -0.81056
8   6   4   15000  34.1874 31:53:15 -1.63091375215E+05 -1.60496596684E+05  0.01738  1.00000  1.00000  0.27679  0.04466  0.33280  0.35451  0.00128 -0.13581  0.00000  0.00000 -0.75111 -0.11133 -0.89436 -0.81056 -0.23782
8   6   4   25000  36.3920 35:53:15 -1.62438378729E+05 -1.60496596684E+05  1.00000 -0.01719  0.00270 -0.00366  0.27264  0.32897  1.00000  1.00000  0.00000 -0.01071 -0.15048 -0.22090 -0.75111 -0.89436  0.00000  0.00000
8   6   4   30000  37.3137 38:53:15 -1.62936858818E+05 -1.60496596684E+05  0.00270  1.00000 -0.00366  0.27264  0.32897  1.00000  1.00000 -0.01719 -0.15048  0.00000 -0.22090 -0.75111 -0.89436  0.00000  0.00000 -0.01071
8   6   5   40000  29.4345 42:53:15 -1.63100015273E+05 -1.60496596684E+05  1.00000 -0.01282  1.00000  0.27062  0.32711 -0.00753  1.00000  1.00000  0.00000 -0.17876  0.00000 -0.75111 -0.89436 -0.14809  0.00000  0.00000
8   6   5   45000  30.1730 45:53:15 -1.61523252074E+05 -1.60496596684E+05  0.03428  0.02037 -0.02375  0.28186  0.33748  1.00000 -0.00307  1.00000 -0.20492 -0.14397 -0.17946 -0.75111 -0.89436  0.00000 -0.19275  0.00000
8   6   5   50000  28.3735 49:53:15 -1.61954186929E+05 -1.60496596684E+05  0.02037  0.03428  0.28186  0.33748 -0.00307  1.00000 -0.02375  1.00000 -0.14397 -0.20492 -0.75111 -0.89436 -0.19275  0.00000 -0.17946  0.00000
8   6   5   55000  30.1562 52:53:15 -1.62487655948E+05 -1.60496596684E+05  1.00000 -0.01063 -0.00018  1.00000  0.27482  0.33098  0.02720  1.00000  0.00000 -0.20886 -0.13248  0.00000 -0.75111 -0.89436 -0.17840  0.00000
8   6   7   90000  16.9374 54:53:15 -1.61513072410E+05 -1.60147814824E+05  0.01658  0.01211  1.00000  0.27866  0.33452 -0.04499  0.35617  1.00000 -0.22109 -0.13565  0.00000 -0.75111 -0.89436 -0.23343 -0.81056  0.00000
8   6   8  130000  16.3052 56:53:15 -1.60143240815E+05 -1.59532760583E+05 -0.02287  1.00000  1.00000  0.03783  0.27830  0.33419  0.02118  0.35585 -0.18975  0.00000  0.00000 -0.26845 -0.75111 -0.89436 -0.12338 -0.81056
