K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   1   1       0   1.0000 53:17:15 -1.60863860015E+05 -1.60863860015E+05  0.00408 -0.00540 -0.17073 -0.16670
2   1   1     100   1.0000 53:17:15 -1.59863595812E+05 -1.59863595812E+05  0.00408 -0.00540 -0.17073 -0.16670
2   1   1     200  15.0000 53:17:15 -1.58799733396E+05 -1.58799733396E+05 -0.00540  0.00408 -0.16670 -0.17073
2   1   1     400  16.5000 53:17:15 -1.58235153170E+05 -1.57686665966E+05  0.00408 -0.00540 -0.17073 -0.16670
2   1   1     800  35.7500 54:17:15 -1.58073980109E+05 -1.57686665966E+05  0.00408 -0.00540 -0.17073 -0.16670
2   1   1    1600  43.7500 55:17:15 -1.59591234390E+05 -1.57686665966E+05  0.01918  0.00204 -0.20502 -0.17069
2   1   2    3200   5.0145 56:17:15 -1.57416715983E+05 -1.56222068432E+05 -0.05683  0.24305 -0.16137 -0.75111
2   1   3    5000   1.6393 57:17:15 -1.56222068432E+05 -1.56222068432E+05 -0.05683  0.24305 -0.16137 -0.75111
2   1   3    6400  15.6663 57:17:15 -1.59859815346E+05 -1.56222068432E+05  0.02315  0.00514 -0.19037 -0.18299
2   1 200   10572   0.0000 58:17:15 -1.56222068432E+05 -1.56222068432E+05  0.24305 -0.05683 -0.75111 -0.16137
