K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   7   1       0   1.0000 26:54:15 -1.70268486126E+05 -1.70268486126E+05 -0.01090 -0.00850 -0.00046 -0.00858  0.00452 -0.00272  0.00155  0.03204 -0.15806 -0.16725 -0.15224 -0.18597 -0.17497 -0.18301 -0.15188 -0.19235
8   7   1     100   1.9802 26:54:15 -1.69805855477E+05 -1.69805855477E+05 -0.01090  0.00452 -0.00046 -0.00858 -0.00272  0.00155  0.03204 -0.00850 -0.15806 -0.17497 -0.15224 -0.18597 -0.18301 -0.15188 -0.19235 -0.16725
8   7   1     200  30.0493 26:54:15 -1.63574410631E+05 -1.63574410631E+05 -0.00272  0.00155 -0.01090 -0.00858 -0.00850  0.00452 -0.00046  0.03204 -0.18301 -0.15188 -0.15806 -0.18597 -0.16725 -0.17497 -0.15224 -0.19235
8   7   1     400  32.0099 26:54:15 -1.62026878039E+05 -1.61687143560E+05 -0.00858  0.00155 -0.00046 -0.00272 -0.01090 -0.00850  0.00452  0.03204 -0.18597 -0.15188 -0.15224 -0.18301 -0.15806 -0.16725 -0.17497 -0.19235
8   7   1     800  34.2466 26:54:15 -1.63095498878E+05 -1.61285183715E+05  0.00452 -0.00858  0.03204 -0.00046 -0.00272  0.00155 -0.01090 -0.00850 -0.17497 -0.18597 -0.19235 -0.15224 -0.18301 -0.15188 -0.15806 -0.16725
8   7   1    1600  43.3562 26:54:15 -1.63139817453E+05 -1.61285183715E+05  0.00155  0.00452 -0.00272 -0.00858 -0.01090 -0.00850  0.03204 -0.00046 -0.15188 -0.17497 -0.18301 -0.18597 -0.15806 -0.16725 -0.19235 -0.15224
8   7   2    3200  52.0509 26:54:15 -1.63712329804E+05 -1.61285183715E+05 -0.00046 -0.00858  0.03204  0.00452 -0.01090 -0.00850 -0.00272  0.00155 -0.15224 -0.18597 -0.19235 -0.17497 -0.15806 -0.16725 -0.18301 -0.15188
8   7   3    6400  39.2340 26:54:15 -1.63462747012E+05 -1.60952438061E+05 -0.00858 -0.00046 -0.00272  0.03204 -0.01090 -0.00850  0.00155  0.00452 -0.18597 -0.15224 -0.18301 -0.19235 -0.15806 -0.16725 -0.15188 -0.17497
8   7   4   12800  36.1504 26:54:15 -1.63655906392E+05 -1.60952438061E+05  0.00562 -0.00796  1.00000  0.27326  1.00000  0.32955 -0.02784  1.00000 -0.22040 -0.14957  0.00000 -0.75111  0.00000 -0.89436 -0.09106  0.00000
8   7   4   25600  34.4085 27:54:15 -1.62616381438E+05 -1.60952438061E+05 -0.01436  1.00000  1.00000 -0.00313  0.27044  0.32694  1.00000  1.00000 -0.14780  0.00000  0.00000 -0.19844 -0.75111 -0.89436  0.00000  0.00000
8   7   5   40000  27.2270 28:54:15 -1.62426616148E+05 -1.60931890417E+05  1.00000  1.00000 -0.01816 -0.01840  0.30177  0.32439  1.00000  1.00000  0.00000  0.00000 -0.14511 -0.18369 -0.78140 -0.89436  0.00000  0.00000
8   7   5   51200  27.6428 28:54:15 -1.61471828729E+05 -1.60777920650E+05  0.00730  1.00000  1.00000  1.00000  0.27041  0.32691 -0.00450  1.00000 -0.23329  0.00000  0.00000  0.00000 -0.75111 -0.89436 -0.15876  0.00000
8   7   6   85000  17.0446 30:54:15 -1.61952003617E+05 -1.59979786517E+05  1.00000  1.00000  0.00997 -0.00068  0.27482  0.33098  0.20938  0.35275  0.00000  0.00000 -0.12801 -0.19706 -0.75111 -0.89436 -0.65933 -0.81056
8   7   6  102400  17.6878 30:54:15 -1.61345620618E+05 -1.59979786517E+05  0.02477  1.00000  1.00000 -0.01294  0.27477  0.33094  0.35270 -0.00269 -0.24543  0.00000  0.00000  0.02191 -0.75111 -0.89436 -0.81056 -0.15734
8   7   7  115002  15.5000 31:54:15 -1.60329592204E+05 -1.59671950698E+05  0.01871  0.04476  1.00000  0.03966  0.27999  0.33575  1.00000  0.02303 -0.13958 -0.06638  0.00000 -0.27811 -0.75111 -0.89436  0.00000 -0.20826
8   7   7  125000  15.4822 32:54:15 -1.60474846288E+05 -1.59671950698E+05  0.01434  0.04508  0.01472 -0.00981  0.28007  0.33583  0.35744  1.00000 -0.10008 -0.28150 -0.18114 -0.12243 -0.75111 -0.89436 -0.81056  0.00000
8   7   8  151949  14.6000 33:54:15 -1.61122897412E+05 -1.59500535289E+05  0.03279  0.02505  0.27550  1.00000  0.33161  0.35335  1.00000  0.00112 -0.14129 -0.25463 -0.75111  0.00000 -0.89436 -0.81056  0.00000 -0.14337
8   7   8  165000  14.4242 34:54:15 -1.60893210727E+05 -1.59010062766E+05  0.08299  1.00000  0.02929  0.27860  0.01211  0.33447  0.35612  0.05170 -0.30477  0.00000 -0.25535 -0.75111 -0.15885 -0.89436 -0.81056 -0.09798
8   7   9  183384  15.8000 35:54:15 -1.60340297672E+05 -1.59010062766E+05  1.00000  0.08670  0.00262  0.27659  0.33261  0.00664  0.35433  0.03452  0.00000 -0.08051 -0.16378 -0.75111 -0.89436 -0.09957 -0.81056 -0.26137
8   7   9  185000  11.6726 37:54:15 -1.60699520293E+05 -1.59010062766E+05  1.00000  0.08670  0.00262  0.27659  0.33261  0.03452  0.00664  0.35433  0.00000 -0.08051 -0.16378 -0.75111 -0.89436 -0.26137 -0.09957 -0.81056
8   7  10  215000  10.0127 39:54:15 -1.59444059485E+05 -1.59010062766E+05  0.05875  0.03905  0.02337  0.21549  0.28043  0.33615  0.00361  0.35775 -0.08376 -0.26836 -0.16807 -0.65933 -0.75111 -0.89436 -0.12799 -0.81056
8   7  11  216980   5.0000 39:54:15 -1.59607078434E+05 -1.59010062766E+05  0.05875  0.03905  0.00361  0.02337  0.28043  0.33615  0.21549  0.35775 -0.08376 -0.26836 -0.12799 -0.16807 -0.75111 -0.89436 -0.65933 -0.81056
