K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   4   1       0   1.0000 38:12:09 -3.06845762791E+05 -3.06845762791E+05 -0.07393  0.09935  0.05479 -0.08573 -0.15094 -0.17855 -0.17181 -0.16231
4   4   1     100   2.9412 38:12:09 -3.06168607829E+05 -3.06168607829E+05 -0.07393  0.09935  0.05479 -0.08573 -0.15094 -0.17855 -0.17181 -0.16231
4   4   1     200  27.7228 39:12:09 -2.54198835289E+05 -2.54198835289E+05  0.09935 -0.07393 -0.08573  0.05479 -0.17855 -0.15094 -0.16231 -0.17181
4   4   1     400  23.1343 40:12:09 -2.48986636762E+05 -2.45709142870E+05  0.09935 -0.07393  0.05479 -0.08573 -0.17855 -0.15094 -0.17181 -0.16231
4   4   1     800  29.5511 40:12:09 -2.48926329934E+05 -2.45477159605E+05  0.05479  0.09935 -0.08573 -0.07393 -0.17181 -0.17855 -0.16231 -0.15094
4   4   1    1600  35.4557 40:12:09 -2.50010665534E+05 -2.45477159605E+05 -0.07393  0.09935  0.05479 -0.08573 -0.15094 -0.17855 -0.17181 -0.16231
4   4   1    3200  37.1018 42:12:09 -2.48821555477E+05 -2.44308428292E+05  0.27055  0.36153 -0.11165  0.30947 -0.28610 -0.20586 -0.88936 -0.23201
4   4   1    5000  37.0452 44:12:09 -2.49470662707E+05 -2.43028639648E+05  0.27722  0.39351  0.33773 -0.10968 -0.24750 -0.47348 -0.22895 -0.88936
4   4   1    6400  37.0665 44:12:09 -2.52376903051E+05 -2.43028639648E+05  0.27722  0.33773  0.39351 -0.10968 -0.24750 -0.22895 -0.47348 -0.88936
4   4   2   10000  35.9363 53:12:09 -2.51247470844E+05 -2.42848173871E+05  0.33089  0.26228  0.37606 -0.12714 -0.20811 -0.25811 -0.37277 -0.88936
4   4   2   12800  36.8334 53:12:09 -2.49369256945E+05 -2.42848173871E+05  0.30477  0.26153 -0.11018  0.29324 -0.22485 -0.24848 -0.88936 -0.18665
4   4   4   25000  30.5920 00:13:09 -2.50378522063E+05 -2.42848173871E+05  0.34978  0.32927  0.26569 -0.12604 -0.20742 -0.19908 -0.33024 -0.88936
4   4   4   25600  31.2575 01:13:09 -2.49080185801E+05 -2.42848173871E+05  0.38161  0.27354 -0.11353  0.26236 -0.25219 -0.29188 -0.88936 -0.21800
4   4   4   30000  28.7078 04:13:09 -2.48486386650E+05 -2.42185911089E+05  0.38743  0.32563  1.00000 -0.04110 -0.21752 -0.37795  0.00000 -0.88936
4   4   5   35000  25.7031 11:13:09 -2.45959265125E+05 -2.42185911089E+05  0.38022  0.27176 -0.11115  0.39271 -0.23890 -0.29550 -0.88936 -0.47348
4   4   6   45000  24.5291 13:13:09 -2.44145126113E+05 -2.42185911089E+05  0.17599  0.27811 -0.10266  0.35923 -0.07666 -0.34860 -0.88936 -0.20329
4   4   7   50000  16.6047 19:13:09 -2.44424893419E+05 -2.41908977335E+05  0.38083  0.27628 -0.10608  0.39548 -0.23634 -0.33718 -0.88936 -0.47348
4   4   7   51200  15.3785 19:13:09 -2.43873646609E+05 -2.41665403262E+05  0.39273  0.26899 -0.11292  0.30260 -0.23269 -0.32070 -0.88936 -0.26472
4   4   7   55000  16.1223 22:13:09 -2.44448343796E+05 -2.41428679594E+05  0.36873  0.32457  0.43438 -0.09366 -0.20396 -0.26996 -0.64226 -0.88936
4   4   8   65000  17.6565 27:13:09 -2.43996568004E+05 -2.41325541857E+05  0.38796  0.27401 -0.10917  0.39379 -0.23009 -0.33280 -0.88936 -0.47348
4   4   9   75000  12.2279 31:13:09 -2.42170380391E+05 -2.41252459798E+05  0.38765  0.27550 -0.10567  0.31007 -0.22374 -0.32924 -0.88936 -0.32943
