K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   5   1       0   1.0000 24:24:08 -3.01225136948E+05 -3.01225136948E+05 -0.01462  0.00994 -0.18791 -0.13993
2   5   1     100   1.0000 24:24:08 -2.97703916049E+05 -2.97703916049E+05 -0.01462  0.00994 -0.18791 -0.13993
2   5   1     200   8.0000 24:24:08 -2.46022175551E+05 -2.46022175551E+05  0.00994 -0.01462 -0.13993 -0.18791
2   5   1     400   4.0000 24:24:08 -2.46022175551E+05 -2.46022175551E+05  0.00994 -0.01462 -0.13993 -0.18791
2   5   1     800   2.7500 25:24:08 -2.46022175551E+05 -2.46022175551E+05  0.00994 -0.01462 -0.13993 -0.18791
2   5   1    1600  21.6250 25:24:08 -2.74368541102E+05 -2.46022175551E+05 -0.11740  0.34718 -0.43478 -0.22193
2   5   2    3200  72.4638 25:24:08 -2.88472448891E+05 -2.46022175551E+05  0.32314 -0.14894 -0.22147 -0.34277
2   5   4    6400  44.3862 25:24:08 -2.81905634686E+05 -2.46022175551E+05 -0.16252  0.28610 -0.28540 -0.20691
2   5   5   10000  32.3960 26:24:08 -2.81185689971E+05 -2.46022175551E+05  0.27485 -0.16745 -0.22076 -0.24717
2   5   6   12800  22.0962 26:24:08 -2.56633411007E+05 -2.46022175551E+05  0.26861 -0.14705 -0.19698 -0.29818
2   5   8   20000  10.3025 28:24:08 -2.49448220036E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
2   5 200   24624   0.0000 28:24:08 -2.46022175551E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
