K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   3   1       0   1.0000 11:30:08 -3.05096645496E+05 -3.05096645496E+05 -0.00271 -0.01924  0.00968 -0.14950 -0.17515 -0.16079
3   3   1     100   1.9802 12:30:08 -2.99966551301E+05 -2.99966551301E+05 -0.00271 -0.01924  0.00968 -0.14950 -0.17515 -0.16079
3   3   1     200  11.4833 12:30:08 -2.57869245965E+05 -2.57869245965E+05  0.00968 -0.00271 -0.01924 -0.16079 -0.14950 -0.17515
3   3   1     400  13.6574 12:30:08 -2.49285580502E+05 -2.49285580502E+05  0.00968 -0.00271 -0.01924 -0.16079 -0.14950 -0.17515
3   3   1     800  12.2172 12:30:08 -2.49732193280E+05 -2.49285580502E+05  0.00968 -0.00271 -0.01924 -0.16079 -0.14950 -0.17515
3   3   1    1600  13.0264 12:30:08 -2.49906153873E+05 -2.49279544726E+05  0.40417  0.07252  0.06772 -0.20788 -0.87359 -0.89967
3   3   1    3200  13.2560 12:30:08 -2.49760896364E+05 -2.49082946554E+05  0.40467  0.07015  0.07357 -0.20788 -0.89756 -0.83827
3   3   1    6400  16.5093 12:30:08 -2.44185327019E+05 -2.44185327019E+05  0.33922  0.31271 -0.04133 -0.20117 -0.27904 -0.88936
3   3   2   10000  25.8364 13:30:08 -2.49871053683E+05 -2.43627588691E+05  0.31471  0.36337 -0.04535 -0.27565 -0.20085 -0.88936
3   3   2   12800  25.7433 13:30:08 -2.49854129471E+05 -2.43627588691E+05  0.36315  0.31750 -0.04785 -0.20952 -0.25018 -0.88936
3   3   3   20000  24.7715 16:30:08 -2.49135576656E+05 -2.43512197083E+05  0.30758 -0.04828  0.38782 -0.28209 -0.88936 -0.19922
3   3   4   25600  18.4354 17:30:08 -2.49921046482E+05 -2.42649980751E+05  0.33506  0.32281 -0.04835 -0.23014 -0.14614 -0.88936
3   3   6   35000  24.3333 18:30:08 -2.43711453966E+05 -2.42358882799E+05  0.38399  0.31322 -0.04546 -0.18992 -0.32352 -0.88936
3   3   7   45000  12.4966 20:30:08 -2.43917593179E+05 -2.42153693676E+05  0.38924  0.31642 -0.04941 -0.19925 -0.29147 -0.88936
3   3   8   51200  10.3037 21:30:08 -2.43845641207E+05 -2.41882456764E+05  0.41384  0.31226 -0.04916 -0.20598 -0.32417 -0.88936
3   3   9   60000  10.6159 22:30:08 -2.42447407719E+05 -2.41813934602E+05  0.40587  0.31481 -0.04632 -0.20089 -0.34681 -0.88936
3   3  11   70000  10.8395 24:30:08 -2.42220791528E+05 -2.41762251037E+05  0.41589  0.31251 -0.05188 -0.21311 -0.29926 -0.88936
3   3  12   80000   6.3328 26:30:08 -2.42292646138E+05 -2.41760619115E+05  0.41248  0.31431 -0.04913 -0.22076 -0.31385 -0.88936
3   3  14   95000   5.1229 28:30:08 -2.41921276639E+05 -2.41760619115E+05  0.40899  0.31630 -0.04549 -0.20992 -0.35429 -0.88936
3   3  15  100000   4.4370 30:30:08 -2.41979174725E+05 -2.41760619115E+05  0.41082  0.31500 -0.04622 -0.21364 -0.34425 -0.88936
3   3  15  102400   4.6371 31:30:08 -2.41973875240E+05 -2.41760619115E+05  0.41109  0.31423 -0.04695 -0.21602 -0.33389 -0.88936
3   3  16  104623   3.8000 31:30:08 -2.42197056602E+05 -2.41760619115E+05  0.41752  0.31312 -0.04845 -0.21638 -0.33011 -0.88936
3   3  16  110000   3.8800 32:30:08 -2.41819542531E+05 -2.41760619115E+05  0.41518  0.31432 -0.04771 -0.21603 -0.33521 -0.88936
3   3  17  111467   3.0000 32:30:08 -2.41813934602E+05 -2.41760619115E+05  0.40821  0.31725 -0.04472 -0.21195 -0.35993 -0.88936
3   3  18  118365   4.4000 33:30:08 -2.41918594318E+05 -2.41760619115E+05  0.40579  0.31812 -0.04401 -0.21011 -0.36631 -0.88936
3   3  18  120000   4.3133 34:30:08 -2.41762251037E+05 -2.41760619115E+05  0.41534  0.31323 -0.04844 -0.21363 -0.32879 -0.88936
3   3  19  125000   3.7448 39:30:08 -2.41857705510E+05 -2.41760619115E+05  0.40967  0.31601 -0.04548 -0.21001 -0.35511 -0.88936
3   3  19  125248   3.7000 39:30:08 -2.41762251037E+05 -2.41760619115E+05  0.40967  0.31601 -0.04548 -0.21001 -0.35511 -0.88936
3   3  19  130000   3.3798 43:30:08 -2.41856730543E+05 -2.41760619115E+05  0.41687  0.31378 -0.04845 -0.21652 -0.33013 -0.88936
3   3  20  132143   1.7000 44:30:08 -2.42058762434E+05 -2.41760619115E+05  0.41752  0.31312 -0.04845 -0.21638 -0.33011 -0.88936
3   3  20  135000   1.1603 46:30:08 -2.41971286912E+05 -2.41760619115E+05  0.42719  0.31843 -0.05449 -0.20269 -0.30853 -0.88936
3   3  21  139058   1.2000 51:30:08 -2.41791612759E+05 -2.41760619115E+05  0.42936  0.31842 -0.05514 -0.20259 -0.30540 -0.88936
3   3  21  140000   1.4003 54:30:08 -2.41835342676E+05 -2.41760619115E+05  0.42936  0.31842 -0.05514 -0.20259 -0.30540 -0.88936
3   3  21  145000   0.9886 02:31:08 -2.41791612759E+05 -2.41760619115E+05  0.43009  0.31861 -0.05563 -0.20708 -0.29894 -0.88936
