K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8  10   1       0   1.0000 55:32:11 -3.16937387485E+05 -3.16937387485E+05 -0.02348 -0.09468  0.00270  0.08369  0.26744 -0.18068 -0.02986 -0.04618 -0.16068 -0.12049 -0.15086 -0.14833 -0.24346 -0.19264 -0.17900 -0.13103
8  10   1     100   1.9802 55:32:11 -3.15333563634E+05 -3.15333563634E+05 -0.02348 -0.09468  0.00270  0.08369  0.26744 -0.18068 -0.02986 -0.04618 -0.16068 -0.12049 -0.15086 -0.14833 -0.24346 -0.19264 -0.17900 -0.13103
8  10   1     200  33.3333 55:32:11 -2.78697397002E+05 -2.78697397002E+05  0.00270  0.08369 -0.04618 -0.09468 -0.18068  0.26744 -0.02986 -0.02348 -0.15086 -0.14833 -0.13103 -0.12049 -0.19264 -0.24346 -0.17900 -0.16068
8  10   1     400  35.1621 55:32:11 -2.60029101985E+05 -2.58499154865E+05  0.00270  0.08369 -0.09468  0.26744 -0.02348 -0.02986 -0.04618 -0.18068 -0.15086 -0.14833 -0.12049 -0.24346 -0.16068 -0.17900 -0.13103 -0.19264
8  10   1     800  38.7016 55:32:11 -2.56806437641E+05 -2.55813677895E+05  0.08369  0.00270  0.26744 -0.02348 -0.18068 -0.04618 -0.09468 -0.02986 -0.14833 -0.15086 -0.24346 -0.16068 -0.19264 -0.13103 -0.12049 -0.17900
8  10   1    1600  36.4147 55:32:11 -2.55237630814E+05 -2.53123232456E+05  0.08369  0.00270  0.26744 -0.18068 -0.02348 -0.09468 -0.04618 -0.02986 -0.14833 -0.15086 -0.24346 -0.19264 -0.16068 -0.12049 -0.13103 -0.17900
8  10   1    3200  32.3024 56:32:11 -2.53427220137E+05 -2.50882264068E+05  0.08369  0.00270 -0.09468  0.26744 -0.18068 -0.02348 -0.02986 -0.04618 -0.14833 -0.15086 -0.12049 -0.24346 -0.19264 -0.16068 -0.17900 -0.13103
8  10   1    6400  31.0576 57:32:11 -2.58510901934E+05 -2.50882264068E+05 -0.09468 -0.04618 -0.02348 -0.18068  0.26744  0.08369  0.00270 -0.02986 -0.12049 -0.13103 -0.16068 -0.19264 -0.24346 -0.14833 -0.15086 -0.17900
8  10   1   10000  30.2070 57:32:11 -2.53618346176E+05 -2.50882264068E+05  0.55577  0.26002  0.41065  0.30795  0.56108 -0.13010 -0.12382  0.51425 -0.80969 -0.34307 -0.23283 -0.28746 -0.90638 -0.87282 -0.93532 -0.88116
8  10   1   12800  29.7242 59:32:11 -2.52100245883E+05 -2.50531363063E+05  0.41065  0.30795  0.55577  0.56108 -0.13010 -0.12382  0.26002  0.51425 -0.23283 -0.28746 -0.80969 -0.90638 -0.87282 -0.93532 -0.34307 -0.88116
8  10   1   15000  29.4114 59:32:11 -2.52890594656E+05 -2.50531363063E+05  0.46090  0.28814  0.38153  0.56917 -0.11464 -0.10424  0.35494  0.42170 -0.25189 -0.29067 -0.56984 -0.90638 -0.87859 -0.89464 -0.36360 -0.54669
