K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   6   1       0   1.0000 48:19:11 -3.13541614407E+05 -3.13541614407E+05 -0.11399  0.08658  0.04785 -0.12438 -0.25803  0.23587  0.05061  0.14161 -0.15540 -0.11353 -0.13252 -0.16814 -0.22316 -0.22319 -0.15979 -0.23564
8   6   1     100   1.9608 48:19:11 -3.07642887731E+05 -3.07642887731E+05 -0.11399  0.08658  0.04785 -0.12438  0.23587  0.05061 -0.25803  0.14161 -0.15540 -0.11353 -0.13252 -0.16814 -0.22319 -0.15979 -0.22316 -0.23564
8   6   1     200  34.4828 48:19:11 -2.72753472170E+05 -2.72743122916E+05  0.23587  0.14161 -0.12438  0.05061 -0.25803  0.08658  0.04785 -0.11399 -0.22319 -0.23564 -0.16814 -0.15979 -0.22316 -0.11353 -0.13252 -0.15540
8   6   1     400  36.7246 48:19:11 -2.57693157498E+05 -2.57517500835E+05  0.23587  0.08658  0.05061 -0.12438 -0.25803  0.04785  0.14161 -0.11399 -0.22319 -0.11353 -0.15979 -0.16814 -0.22316 -0.13252 -0.23564 -0.15540
8   6   1     800  41.9676 48:19:11 -2.63607518901E+05 -2.57074336775E+05  0.08658  0.04785  0.05061 -0.12438 -0.11399 -0.25803  0.23587  0.14161 -0.11353 -0.13252 -0.15979 -0.16814 -0.15540 -0.22316 -0.22319 -0.23564
8   6   1    1600  41.2976 48:19:11 -2.52481108907E+05 -2.52481108907E+05  0.05061  0.08658  0.04785 -0.12438 -0.25803 -0.11399  0.23587  0.14161 -0.15979 -0.11353 -0.13252 -0.16814 -0.22316 -0.15540 -0.22319 -0.23564
8   6   1    3200  34.8423 49:19:11 -2.54888111609E+05 -2.51496828769E+05  0.23587  0.05061 -0.12438  0.08658 -0.11399  0.04785 -0.25803  0.14161 -0.22319 -0.15979 -0.16814 -0.11353 -0.15540 -0.13252 -0.22316 -0.23564
8   6   1    6400  31.5009 50:19:11 -2.54365964372E+05 -2.49909851199E+05  0.23587  0.04785  0.05061 -0.12438 -0.25803 -0.11399  0.14161  0.08658 -0.22319 -0.13252 -0.15979 -0.16814 -0.22316 -0.15540 -0.23564 -0.11353
8   6   1   10000  31.6005 51:19:11 -2.55136736878E+05 -2.49909851199E+05  0.29315  0.39638  0.30768  0.57042 -0.10160  0.40835 -0.11067  0.27026 -0.31261 -0.47348 -0.40368 -0.90638 -0.89606 -0.21860 -0.87510 -0.44677
8   6   1   12800  32.2659 51:19:11 -2.54101876575E+05 -2.49909851199E+05  0.39638  0.30768  0.40835  0.57042  0.29315 -0.10160 -0.11067  0.27026 -0.47348 -0.40368 -0.21860 -0.90638 -0.31261 -0.89606 -0.87510 -0.44677
8   6   1   20000  31.7102 55:19:11 -2.54971042058E+05 -2.49909851199E+05  1.00000  0.37683  0.58172  0.30255 -0.07919  0.46439 -0.07317  0.41226  0.00000 -0.50762 -0.90638 -0.31233 -0.86644 -0.23571 -0.90416 -0.47348
8   6   2   25000  28.6941 01:20:11 -2.51657721208E+05 -2.49909851199E+05  0.44212  1.00000  0.44486  0.58249 -0.07952 -0.07012  0.30553  0.44280 -0.22146  0.00000 -0.64226 -0.90638 -0.80414 -0.92248 -0.34513 -0.55353
8   6   2   25600  26.8489 01:20:11 -2.52510831070E+05 -2.49909851199E+05  0.44212  0.44486  1.00000  0.58249 -0.07952 -0.07012  0.30553  0.44280 -0.22146 -0.64226  0.00000 -0.90638 -0.80414 -0.92248 -0.34513 -0.55353
8   6   2   30000  27.0698 12:20:11 -2.54083555022E+05 -2.49909851199E+05  0.32100  0.40942  0.43087  0.57197 -0.10265 -0.09716  0.28264  0.52631 -0.30505 -0.21142 -0.64226 -0.90638 -0.84982 -0.93610 -0.38201 -0.88116
8   6   2   35000  27.6674 27:20:11 -2.52980398230E+05 -2.49909851199E+05  0.32100  0.28264  0.43087  0.57197 -0.10265 -0.09716  0.40942  0.52631 -0.30505 -0.38201 -0.64226 -0.90638 -0.84982 -0.93610 -0.21142 -0.88116
8   6   2   40000  27.7975 30:20:11 -2.51694416510E+05 -2.49909851199E+05  0.43879  1.00000  0.30678  0.44486  0.58250 -0.07063 -0.07803  0.41335 -0.22609  0.00000 -0.32161 -0.64226 -0.90638 -0.89034 -0.88701 -0.47348
8   6   3   45000  19.7780 34:20:11 -2.50143343241E+05 -2.49909851199E+05  0.43460  0.40186  0.30800  0.58276 -0.07788 -0.07051  0.53825  1.00000 -0.22824 -0.54807 -0.32326 -0.90638 -0.92215 -0.87792 -0.88116  0.00000
8   6   3   50000  14.6844 37:20:11 -2.50066818635E+05 -2.49909851199E+05  1.00000  0.40186  0.43460  0.30800  0.58276 -0.07788 -0.07051  0.53825  0.00000 -0.54807 -0.22824 -0.32326 -0.90638 -0.92215 -0.87792 -0.88116
8   6   3   51200  14.5605 38:20:11 -2.51073899003E+05 -2.49909851199E+05  1.00000  0.30800  0.43460  0.58276  0.40186 -0.07788 -0.07051  0.53825  0.00000 -0.32326 -0.22824 -0.90638 -0.54807 -0.92215 -0.87792 -0.88116
8   6   3   55000  13.9020 40:20:11 -2.53242976606E+05 -2.49678445448E+05  0.38873  0.37475  0.49133  0.51537  0.20300 -0.24598  0.31744  0.31902 -0.24210 -0.88350 -0.91968 -0.90638 -0.30639 -0.88936 -0.62973 -0.47348
8   6   3   60000  13.7475 42:20:11 -2.51046116723E+05 -2.49678445448E+05  0.35970  0.21179  0.43025  0.52723 -0.21548  1.00000  0.50378  0.33569 -0.21644 -0.36532 -0.88199 -0.90638 -0.88936  0.00000 -0.91968 -0.47348
8   6   3   70000  13.6270 45:20:11 -2.50159770778E+05 -2.49238223404E+05  0.40147  1.00000  0.38281  0.22648  0.53583 -0.19344  1.00000  0.34777 -0.23081  0.00000 -0.64226 -0.35393 -0.90638 -0.90476  0.00000 -0.47348
8   6   3   75000  13.3282 47:20:11 -2.50553926014E+05 -2.49238223404E+05  0.38590  0.38285  0.22723  0.53586 -0.19329  1.00000  1.00000  0.34782 -0.23146 -0.64226 -0.34404 -0.90638 -0.88936  0.00000  0.00000 -0.47348
8   6   3   85000  13.4304 49:20:11 -2.49850510254E+05 -2.49238223404E+05  0.35037  0.36907  0.21381  0.52549 -0.21994  1.00000  0.47487  0.23816 -0.20875 -0.64226 -0.34891 -0.90638 -0.88936  0.00000 -0.88116 -0.27408
8   6   4   90000  21.3145 53:20:11 -2.51928752676E+05 -2.49061378384E+05  0.43716  0.44551  0.31279  0.58299  1.00000 -0.06986 -0.07881  0.53849 -0.21924 -0.64226 -0.31736 -0.90638  0.00000 -0.87845 -0.91839 -0.88116
8   6   4  100000  13.7942 59:20:11 -2.51608571855E+05 -2.49061378384E+05  1.00000  0.29167  0.52639 -0.21764  1.00000  0.34784  0.36427  0.20735  0.00000 -0.35245 -0.90638 -0.88936  0.00000 -0.21514 -0.54669 -0.38462
8   6   4  102400  13.2790 09:21:11 -2.52218329375E+05 -2.49061378384E+05  1.00000  0.34784  0.29167  0.52639  0.20735  1.00000 -0.21764  0.36427  0.00000 -0.21514 -0.35245 -0.90638 -0.38462  0.00000 -0.88936 -0.54669
8   6   4  105000  13.3931 11:21:11 -2.49748899649E+05 -2.49061378384E+05  0.43363  0.44535  0.30761  0.58286 -0.07481  1.00000 -0.06988  0.41386 -0.22287 -0.64226 -0.35030 -0.90638 -0.87188  0.00000 -0.90921 -0.47348
8   6   5  111196   6.3000 12:21:11 -2.50021498144E+05 -2.49061378384E+05  0.38731  1.00000  0.20988  0.52573 -0.21934  0.38078  0.47513  0.37866 -0.23788  0.00000 -0.34213 -0.90638 -0.88936 -0.69676 -0.88116 -0.56734
8   6   5  115000   7.5211 13:21:11 -2.49696036161E+05 -2.49027682528E+05  0.38731  0.38078  0.20988  0.52573 -0.21934  1.00000  0.47513  0.37866 -0.23788 -0.69676 -0.34213 -0.90638 -0.88936  0.00000 -0.88116 -0.56734
8   6   5  120000   7.5202 15:21:11 -2.49922159792E+05 -2.48856770773E+05  0.38362  0.23031  0.38441  0.53703 -0.18721  1.00000  0.48763  1.00000 -0.22748 -0.34983 -0.64226 -0.90638 -0.89199  0.00000 -0.88116  0.00000
8   6   5  130000   8.4756 17:21:11 -2.50836906099E+05 -2.48856770773E+05  0.37731  0.20740  0.37961  0.52532  1.00000  0.40345  0.47468 -0.22044 -0.23462 -0.32083 -0.69816 -0.90638  0.00000 -0.90770 -0.88116 -0.88728
8   6   6  138190   6.6000 19:21:11 -2.49612103106E+05 -2.48856770773E+05  0.38925  0.38242  1.00000  0.53554 -0.19412  0.22894  1.00000  0.34736 -0.23534 -0.64226  0.00000 -0.90638 -0.88936 -0.32689  0.00000 -0.47348
8   6   6  140000  13.1344 20:21:11 -2.50728933765E+05 -2.48856770773E+05  0.46178  0.30506  0.44465  0.58234 -0.07217 -0.07473  1.00000  0.41312 -0.23905 -0.34151 -0.64226 -0.90638 -0.90500 -0.88309  0.00000 -0.47348
8   6   7  155000   6.3776 23:21:11 -2.50490053416E+05 -2.48856770773E+05  0.39889  0.33232  0.21370  0.52593 -0.21881  0.50242  0.33387  1.00000 -0.24392 -0.62973 -0.33743 -0.90638 -0.88936 -0.91968 -0.47348  0.00000
8   6   7  165000   6.2652 25:21:11 -2.49519191180E+05 -2.48773272579E+05  0.40726  0.22747  0.38217  0.53535 -0.19514  1.00000  0.34710  1.00000 -0.23981 -0.33980 -0.64226 -0.90638 -0.89712  0.00000 -0.47348  0.00000
8   6   7  170000   6.1080 27:21:11 -2.50290635161E+05 -2.48773272579E+05  0.34875  0.37058  0.20842  1.00000  0.52663 -0.21701  0.47613  0.37985 -0.21435 -0.64226 -0.38860  0.00000 -0.90638 -0.88936 -0.88116 -0.56734
8   6   7  175000   5.8271 29:21:11 -2.49643131993E+05 -2.48773272579E+05  0.34875  0.20842  0.37058  0.52663 -0.21701  1.00000  0.47613  0.37985 -0.21435 -0.38860 -0.64226 -0.90638 -0.88936  0.00000 -0.88116 -0.56734
8   6   7  180000   6.2594 31:21:11 -2.50228572644E+05 -2.48773272579E+05  0.37973  0.38373  0.22842  0.53652 -0.19179  1.00000  0.34875  1.00000 -0.23277 -0.64226 -0.36506 -0.90638 -0.89510  0.00000 -0.47348  0.00000
8   6   8  185000   3.1138 33:21:11 -2.49800596903E+05 -2.48773272579E+05  0.38656  0.19615  0.35672  0.51621 -0.24381  0.37627  0.46460  0.36619 -0.24392 -0.33363 -0.64226 -0.90638 -0.88936 -0.89831 -0.88116 -0.56734
8   6   8  185119   3.2000 33:21:11 -2.49346694079E+05 -2.48773272579E+05  0.38656  0.19615  0.35672  0.51621 -0.24381  0.37627  0.46460  0.36619 -0.24392 -0.33363 -0.64226 -0.90638 -0.88936 -0.89831 -0.88116 -0.56734
8   6   8  190000   3.7293 35:21:11 -2.49441738272E+05 -2.48773272579E+05  0.38656  0.19615  0.35672  0.51621  0.37627 -0.24381  0.46460  0.36619 -0.24392 -0.33363 -0.64226 -0.90638 -0.89831 -0.88936 -0.88116 -0.56734
8   6   8  200000   4.2738 38:21:11 -2.49595651926E+05 -2.48773272579E+05  0.39756  0.36709  0.20985  0.52401 -0.22376  1.00000  0.47322  0.37641 -0.24032 -0.64226 -0.33045 -0.90638 -0.88936  0.00000 -0.88116 -0.56734
8   6   9  201751   3.1000 38:21:11 -2.49271994031E+05 -2.48773272579E+05  0.39756  0.36709  0.20985  0.52401 -0.22376  1.00000  0.47322  0.37641 -0.24032 -0.64226 -0.33045 -0.90638 -0.88936  0.00000 -0.88116 -0.56734
8   6   9  220000   4.0666 44:21:11 -2.49573987937E+05 -2.48773272579E+05  0.40193  0.36705  0.21055  0.52398  1.00000 -0.22384  0.47319  0.37637 -0.24436 -0.64226 -0.33451 -0.90638  0.00000 -0.88936 -0.88116 -0.56734
8   6  10  224412   3.4000 45:21:11 -2.49009433779E+05 -2.48773272579E+05  0.40193  0.36705  0.21055  0.52398 -0.22384  1.00000  0.47319  0.37637 -0.24436 -0.64226 -0.33451 -0.90638 -0.88936  0.00000 -0.88116 -0.56734
8   6  10  230000   3.7743 46:21:11 -2.49066110322E+05 -2.48773272579E+05  0.37749  0.20904  0.36865  0.52518 -0.22064  1.00000  0.47452  0.37794 -0.22728 -0.35045 -0.64226 -0.90638 -0.90158  0.00000 -0.88116 -0.56734
8   6  10  235000   3.8628 48:21:11 -2.49285431642E+05 -2.48773272579E+05  0.39111  0.36812  0.20850  0.52478 -0.22201  1.00000  0.47408  0.37742 -0.24161 -0.64226 -0.34601 -0.90638 -0.88806  0.00000 -0.88116 -0.56734
