K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   9   1       0   1.0000 27:54:10 -3.15169554536E+05 -3.15169554536E+05  0.03652 -0.01977  0.12887 -0.02910 -0.17764  0.12298 -0.09652 -0.13483 -0.13318 -0.14963 -0.14591 -0.16430 -0.22211 -0.17952
7   9   1     100   1.9608 27:54:10 -3.13823067785E+05 -3.13823067785E+05  0.03652 -0.01977  0.12887 -0.02910 -0.17764  0.12298 -0.09652 -0.13483 -0.13318 -0.14963 -0.14591 -0.16430 -0.22211 -0.17952
7   9   1     200  32.1782 27:54:10 -2.73512036883E+05 -2.73512036883E+05 -0.01977  0.03652  0.12298  0.12887 -0.09652 -0.17764 -0.02910 -0.13318 -0.13483 -0.22211 -0.14963 -0.17952 -0.16430 -0.14591
7   9   1     400  31.8408 27:54:10 -2.57130014125E+05 -2.56203412610E+05 -0.01977  0.12887 -0.02910 -0.17764  0.12298  0.03652 -0.09652 -0.13318 -0.14963 -0.14591 -0.16430 -0.22211 -0.13483 -0.17952
7   9   1     800  32.0449 27:54:10 -2.53101452972E+05 -2.52581936306E+05 -0.01977  0.12887  0.12298 -0.17764 -0.02910  0.03652 -0.09652 -0.13318 -0.14963 -0.22211 -0.16430 -0.14591 -0.13483 -0.17952
7   9   1    1600  27.8402 28:54:10 -2.49543347549E+05 -2.49310719178E+05 -0.01977  0.12887  0.12298 -0.02910 -0.17764 -0.09652  0.03652 -0.13318 -0.14963 -0.22211 -0.14591 -0.16430 -0.17952 -0.13483
7   9   1    3200  27.8264 28:54:10 -2.52138123311E+05 -2.48316345287E+05  0.03652  0.12887 -0.01977  0.12298 -0.17764 -0.02910 -0.09652 -0.13483 -0.14963 -0.13318 -0.22211 -0.16430 -0.14591 -0.17952
7   9   1    5000  29.1483 29:54:10 -2.49475309226E+05 -2.47681827716E+05 -0.01977  0.12887  0.03652  0.12298 -0.02910 -0.17764 -0.09652 -0.13318 -0.14963 -0.13483 -0.22211 -0.14591 -0.16430 -0.17952
7   9   1    6400  28.6161 29:54:10 -2.50807874763E+05 -2.47681827716E+05  0.43583  0.30731  0.44553  0.53849 -0.07482 -0.06955  0.41405 -0.21210 -0.33660 -0.64226 -0.71280 -0.87056 -0.90997 -0.47348
7   9   1   12800  27.8003 31:54:10 -2.53643577104E+05 -2.47317761848E+05  0.42625  0.30825  0.44474  0.58240 -0.07410 -0.06880  0.53785 -0.21028 -0.32727 -0.64226 -0.90638 -0.90400 -0.79682 -0.88116
7   9   1   15000  27.7363 32:54:10 -2.49186452838E+05 -2.47317761848E+05  0.42625  0.30825  0.44474  0.58240 -0.06880 -0.07410  0.53785 -0.21028 -0.32727 -0.64226 -0.90638 -0.79682 -0.90400 -0.88116
7   9   2   25000  25.5327 34:54:10 -2.51005883721E+05 -2.47317761848E+05  0.40891  0.28157  0.57370 -0.09312 -0.09946  0.52822  0.45099 -0.21764 -0.34201 -0.90638 -0.86130 -0.92095 -0.88116 -0.38241
7   9   2   25600  25.2843 34:54:10 -2.50144202464E+05 -2.47317761848E+05  0.40891  0.28157  0.57370 -0.09312 -0.09946  0.52822  0.45099 -0.21764 -0.34201 -0.90638 -0.86130 -0.92095 -0.88116 -0.38241
7   9   2   30000  25.1310 36:54:10 -2.51398480323E+05 -2.47317761848E+05  0.41859  0.28322  0.57459 -0.09096 -0.09700  0.52920  0.44268 -0.22270 -0.34424 -0.90638 -0.88415 -0.89506 -0.88116 -0.56734
7   9   2   35000  24.5253 38:54:10 -2.48114888028E+05 -2.47317761848E+05  0.41460  1.00000  0.31453  0.53037 -0.04571 -0.05223  0.54851 -0.21450  0.00000 -0.37007 -0.70557 -0.90410 -0.87305 -0.88116
7   9   3   50000  13.1755 41:54:10 -2.47419484988E+05 -2.46368960383E+05  0.37668  0.38520  0.22941  0.53763  1.00000 -0.18875  0.48830 -0.23342 -0.64226 -0.35790 -0.90638  0.00000 -0.88936 -0.88116
7   9   3   51200  12.9357 41:54:10 -2.49717689270E+05 -2.46368960383E+05  0.35833  0.23118  0.38351  0.53636 -0.19201  1.00000  0.34851 -0.21095 -0.34483 -0.64226 -0.90638 -0.88936  0.00000 -0.47348
7   9   3   60000  12.5431 43:54:10 -2.47138701814E+05 -2.45848040681E+05  0.35057  0.20196  0.40007  0.52372 -0.22451  0.36671  0.33076 -0.22587 -0.35783 -0.88988 -0.90638 -0.88936 -0.64226 -0.47348
