K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   5   1       0   1.0000 45:39:08 -2.98405412331E+05 -2.98405412331E+05  0.09158 -0.17277  0.11807 -0.17391 -0.19463 -0.17149
3   5   1     100   1.9608 45:39:08 -2.96300067882E+05 -2.96300067882E+05  0.09158 -0.17277  0.11807 -0.17391 -0.19463 -0.17149
3   5   1     200  13.8095 45:39:08 -2.52770592491E+05 -2.52770592491E+05  0.11807 -0.17277  0.09158 -0.17149 -0.19463 -0.17391
3   5   1     400  13.1944 45:39:08 -2.49255781135E+05 -2.48647918897E+05  0.11807  0.09158 -0.17277 -0.17149 -0.17391 -0.19463
3   5   1     800  17.4216 48:39:08 -2.45489109561E+05 -2.44028656312E+05  0.11807  0.09158 -0.17277 -0.17149 -0.17391 -0.19463
3   5   1    1600  21.8478 48:39:08 -2.49198729015E+05 -2.44028656312E+05  0.40290  0.32565 -0.05862 -0.21857 -0.23627 -0.88936
3   5   1    3200  27.3849 49:39:08 -2.48353655931E+05 -2.44028656312E+05  0.35396  0.32686 -0.03804 -0.23416 -0.23536 -0.88936
3   5   2    5000  35.1351 52:39:08 -2.47241278174E+05 -2.44028656312E+05  0.34584  0.31609 -0.04891 -0.23688 -0.18902 -0.88936
3   5   2    6400  35.0761 53:39:08 -2.48435803279E+05 -2.43803935081E+05  0.38404  0.31664 -0.05023 -0.18946 -0.28233 -0.88936
3   5   3   10000  31.6456 54:39:08 -2.45856641299E+05 -2.43803935081E+05 -0.05313  0.36191  0.31879 -0.88936 -0.21270 -0.21310
3   5   3   12800  28.3328 57:39:08 -2.49165904795E+05 -2.43001432530E+05  0.40441  0.06711  0.07231 -0.20788 -0.87954 -0.89739
3   5   3   15000  27.0484 58:39:08 -2.49175137615E+05 -2.43001432530E+05  0.07198  0.06911  0.40440 -0.85690 -0.90069 -0.20788
3   5   4   20000  23.5751 01:40:08 -2.49882520913E+05 -2.43001432530E+05  0.06706  0.07309  0.40439 -0.87132 -0.90945 -0.20788
3   5   5   25000  20.1037 05:40:08 -2.47661242322E+05 -2.43001432530E+05  0.33833  0.33867 -0.04843 -0.22944 -0.20614 -0.88936
3   5   5   25600  20.7270 06:40:08 -2.48454998040E+05 -2.43001432530E+05  0.33833  0.33867 -0.04843 -0.22944 -0.20614 -0.88936
3   5   7   35000  36.8852 13:40:08 -2.49442654990E+05 -2.42800554732E+05  0.31770  0.37100 -0.04502 -0.28552 -0.21161 -0.88936
3   5   7   40000  19.1602 20:40:08 -2.46858057068E+05 -2.42352845304E+05  0.38630  0.31564 -0.04722 -0.19381 -0.31031 -0.88936
3   5   8   45000  19.0689 25:40:08 -2.47324149641E+05 -2.42352845304E+05  0.31897 -0.05541  0.41540 -0.28423 -0.88936 -0.19770
