K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   3   1       0   1.0000 50:36:10 -3.17411235105E+05 -3.17411235105E+05 -0.01437  0.00325  0.01689 -0.09903  0.00690  0.02240 -0.00052 -0.13233 -0.15966 -0.10079 -0.19770 -0.13529 -0.15807 -0.19639
7   3   1     100   1.9802 50:36:10 -3.15534185828E+05 -3.15534185828E+05 -0.01437  0.00325  0.02240  0.01689 -0.09903  0.00690 -0.00052 -0.13233 -0.15966 -0.15807 -0.10079 -0.19770 -0.13529 -0.19639
7   3   1     200  35.3234 51:36:10 -2.85765243940E+05 -2.85684498158E+05  0.01689  0.00325 -0.00052 -0.09903  0.02240 -0.01437  0.00690 -0.10079 -0.15966 -0.19639 -0.19770 -0.15807 -0.13233 -0.13529
7   3   1     400  48.3791 52:36:10 -2.57482974236E+05 -2.57290400039E+05  0.00325  0.01689 -0.00052 -0.01437 -0.09903  0.00690  0.02240 -0.15966 -0.10079 -0.19639 -0.13233 -0.19770 -0.13529 -0.15807
7   3   1     800  36.9538 52:36:10 -2.53793705149E+05 -2.53793705149E+05  0.00325 -0.00052  0.01689  0.00690 -0.01437  0.02240 -0.09903 -0.15966 -0.19639 -0.10079 -0.13529 -0.13233 -0.15807 -0.19770
7   3   1    1600  35.1655 52:36:10 -2.54396802182E+05 -2.50623721035E+05  0.01689 -0.00052 -0.01437  0.00690  0.00325 -0.09903  0.02240 -0.10079 -0.19639 -0.13233 -0.13529 -0.15966 -0.19770 -0.15807
7   3   1    3200  33.7395 53:36:10 -2.54275005383E+05 -2.50623721035E+05  0.01689 -0.00052  0.00325  0.00690 -0.01437 -0.09903  0.02240 -0.10079 -0.19639 -0.15966 -0.13529 -0.13233 -0.19770 -0.15807
7   3   1    5000  32.9934 53:36:10 -2.53090243918E+05 -2.50623721035E+05 -0.00052  0.01689  0.00325 -0.09903 -0.01437  0.00690  0.02240 -0.19639 -0.10079 -0.15966 -0.19770 -0.13233 -0.13529 -0.15807
7   3   1    6400  32.3231 54:36:10 -2.54063393114E+05 -2.50623721035E+05  0.43703  1.00000  0.00174 -0.00518  1.00000  0.34622  0.45241 -0.22695  0.00000 -0.90055 -0.89062  0.00000 -0.35605 -0.47348
7   3   1   10000  31.0069 56:36:10 -2.55116296013E+05 -2.50368179573E+05  0.45241  0.43703  0.34622  1.00000 -0.00518  0.00174  1.00000 -0.47348 -0.22695 -0.35605  0.00000 -0.89062 -0.90055  0.00000
7   3   1   12800  30.4273 56:36:10 -2.50098222332E+05 -2.48627773260E+05  0.42372  0.31270  0.49539 -0.05054 -0.04490  1.00000  0.45535 -0.20179 -0.36482 -0.52432 -0.89755 -0.93083  0.00000 -0.55353
7   3   1   20000  27.3936 00:37:10 -2.50932949563E+05 -2.48145077227E+05  0.42797  0.30942  0.58867 -0.05381  1.00000 -0.05830  0.42263 -0.22067 -0.31837 -0.90208 -0.84593  0.00000 -0.93245 -0.47348
7   3   2   25000  19.7600 04:37:10 -2.51362204124E+05 -2.47928338002E+05  0.45077  0.30666  0.58893 -0.05443 -0.06112  1.00000  0.42239 -0.22335 -0.32753 -0.90638 -0.89689 -0.89160  0.00000 -0.47348
7   3   2   25600  19.4133 05:37:10 -2.48876555802E+05 -2.47928338002E+05  0.45077  0.30666  0.58893 -0.05443  1.00000 -0.06112  0.42239 -0.22335 -0.32753 -0.90638 -0.89689  0.00000 -0.89160 -0.47348
7   3   2   35000  19.6770 06:37:10 -2.49260643059E+05 -2.47928338002E+05  0.46531  0.34700  0.61210  0.00626 -0.00472  0.00512  0.48231 -0.21220 -0.35273 -0.90638 -0.93868 -0.87071 -0.88656 -0.55353
7   3   3   45000  20.8681 08:37:10 -2.47951309177E+05 -2.47354760968E+05  0.46736  0.00445  0.00026  0.34591  0.61143 -0.00498  0.45400 -0.21705 -0.92792 -0.80522 -0.34691 -0.90638 -0.86034 -0.47348
7   3   3   51200  12.9112 09:37:10 -2.46600288783E+05 -2.46178804660E+05  0.38504  0.38345  0.23345  0.53631 -0.19214  0.48684  1.00000 -0.22243 -0.64226 -0.31866 -0.90638 -0.88936 -0.88116  0.00000
7   3   3   55000  12.0787 12:37:10 -2.47286924018E+05 -2.46136537696E+05  0.38504  0.23345  0.38345  0.53631 -0.19214  0.48684  1.00000 -0.22243 -0.31866 -0.64226 -0.90638 -0.88936 -0.88116  0.00000
7   3   3   60000  11.8345 14:37:10 -2.46514208821E+05 -2.46053385159E+05  0.33285  0.20683  0.37112  0.52704 -0.21597  0.47658  0.38038 -0.22419 -0.36606 -0.64226 -0.90638 -0.88936 -0.88116 -0.56734
7   3   3   65000  11.3505 16:37:10 -2.50323632106E+05 -2.46053385159E+05  0.37603  0.19957  0.52372  0.35571 -0.22451  1.00000  0.47290 -0.56734 -0.35009 -0.90638 -0.23066 -0.88936  0.00000 -0.88116
7   3   3   70000  11.5166 23:37:10 -2.49032251372E+05 -2.46053385159E+05  0.41006  0.28612  0.35973  0.51847 -0.23799  0.20749  0.32339 -0.25721 -0.26941 -0.64226 -0.90638 -0.88936 -0.31997 -0.47348
7   3   3   75000  11.8894 31:37:10 -2.48580341594E+05 -2.46053385159E+05  0.38140  0.38288  0.22817  0.53588  1.00000 -0.19324  0.34784 -0.23168 -0.64226 -0.33368 -0.90638  0.00000 -0.88936 -0.47348
7   3   4   80000   8.9575 35:37:10 -2.46328732232E+05 -2.45910211972E+05  0.36266  0.23105  0.38478  0.53731 -0.18956  0.48795  1.00000 -0.21584 -0.34190 -0.64226 -0.90638 -0.88936 -0.88116  0.00000
7   3   4   90000   8.5480 38:37:10 -2.47742378399E+05 -2.45910211972E+05  0.34867  0.20880  0.43233  0.52895 -0.21105  0.47870  0.38289 -0.21195 -0.35837 -0.88199 -0.90638 -0.88936 -0.88116 -0.56734
7   3   5  100000   7.9578 41:37:10 -2.47183322322E+05 -2.45910211972E+05  0.37647  0.38283  0.22874  0.53585 -0.19333  1.00000  0.34780 -0.22286 -0.64226 -0.33452 -0.90638 -0.88936  0.00000 -0.47348
7   3   5  102400   8.6194 43:37:10 -2.46684684585E+05 -2.45910211972E+05  0.37740  0.22807  0.38342  0.53629 -0.19219  1.00000  0.34842 -0.22571 -0.35438 -0.64226 -0.90638 -0.88936  0.00000 -0.47348
