K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   8   1       0   1.0000 29:19:09 -3.04916177994E+05 -3.04916177994E+05  0.18630 -0.03830 -0.01991 -0.11962 -0.21432 -0.12372 -0.15073 -0.19518
4   8   1     100   1.0000 29:19:09 -3.03765668349E+05 -3.03765668349E+05  0.18630 -0.03830 -0.01991 -0.11962 -0.21432 -0.12372 -0.15073 -0.19518
4   8   1     200  29.7030 29:19:09 -2.53285814294E+05 -2.53184666077E+05 -0.01991 -0.03830 -0.11962  0.18630 -0.15073 -0.12372 -0.19518 -0.21432
4   8   1     400  35.5721 29:19:09 -2.51377834081E+05 -2.47532455487E+05 -0.03830  0.18630 -0.01991 -0.11962 -0.12372 -0.21432 -0.15073 -0.19518
4   8   1     800  40.3990 29:19:09 -2.53431284258E+05 -2.47087524313E+05 -0.03830  0.18630 -0.11962 -0.01991 -0.12372 -0.21432 -0.19518 -0.15073
4   8   1    1600  40.4494 29:19:09 -2.50147579880E+05 -2.45678425757E+05 -0.01991  0.18630 -0.11962 -0.03830 -0.15073 -0.21432 -0.19518 -0.12372
4   8   1    3200  38.1324 29:19:09 -2.52984013635E+05 -2.45393165363E+05  0.48720  0.30133  0.34842 -0.09592 -0.88103 -0.24925 -0.19469 -0.88936
4   8   2    6400  33.0645 30:19:09 -2.50241500366E+05 -2.43458848238E+05  0.27671  0.32589 -0.09393  0.22296 -0.22186 -0.23317 -0.88936 -0.14459
4   8   2   10000  35.0453 31:19:09 -2.45495497091E+05 -2.43458848238E+05  0.28144  0.42126  0.33796 -0.10849 -0.27294 -0.54669 -0.21679 -0.88936
4   8   3   12800  38.1890 31:19:09 -2.49821364179E+05 -2.43458848238E+05  0.26388  0.23218  0.32001 -0.10691 -0.25680 -0.14131 -0.23294 -0.88936
4   8   4   20000  25.1572 34:19:09 -2.47766022616E+05 -2.43458848238E+05  1.00000  0.38578  0.32263 -0.06055  0.00000 -0.17132 -0.22473 -0.88936
4   8   4   25600  31.5680 35:19:09 -2.52142583556E+05 -2.43315102911E+05  0.37461  0.41823  0.03498  0.04195 -0.27796 -0.20252 -0.91929 -0.70914
4   8   5   30000  25.5014 37:19:09 -2.47683274646E+05 -2.42640564286E+05  0.33804 -0.09045  0.29176  0.40402 -0.23181 -0.88936 -0.37131 -0.47348
4   8   5   40000  25.5472 39:19:09 -2.47822663752E+05 -2.41941239911E+05  0.29732 -0.09434  0.40190  0.34935 -0.35328 -0.88936 -0.47348 -0.24558
4   8   7   51200  12.9973 42:19:09 -2.47861907135E+05 -2.41941239911E+05  0.27482  0.39322  0.36483 -0.11022 -0.29057 -0.47348 -0.22632 -0.88936
4   8   7   55000  17.4246 42:19:09 -2.42549308006E+05 -2.41633789049E+05  0.37805  0.27380 -0.10730  0.39481 -0.23487 -0.32194 -0.88936 -0.47348
4   8   8   65000  13.0696 44:19:09 -2.43449243292E+05 -2.41069343337E+05  0.39627  0.27513 -0.11437  0.39095 -0.22098 -0.32243 -0.88936 -0.47348
4   8   8   70000  14.5463 47:19:09 -2.44860789691E+05 -2.41069343337E+05  0.32155  0.38650 -0.09368  0.38273 -0.26622 -0.56033 -0.88936 -0.20162
