K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   5   1       0   1.0000 59:42:09 -3.02900947939E+05 -3.02900947939E+05  0.09644  0.11597  0.01550  0.12703 -0.26095 -0.14527 -0.14391 -0.16154 -0.18340 -0.27945
5   5   1     100   0.9901 59:42:09 -3.01198676624E+05 -3.01198676624E+05  0.09644  0.11597  0.01550  0.12703 -0.26095 -0.14527 -0.14391 -0.16154 -0.18340 -0.27945
5   5   1     200  29.3532 59:42:09 -2.75143511331E+05 -2.75143511331E+05  0.12703  0.01550  0.11597 -0.26095  0.09644 -0.18340 -0.16154 -0.14391 -0.27945 -0.14527
5   5   1     400  36.1596 59:42:09 -2.53765117438E+05 -2.51714220197E+05  0.01550  0.12703  0.11597  0.09644 -0.26095 -0.16154 -0.18340 -0.14391 -0.14527 -0.27945
5   5   1     800  34.7066 59:42:09 -2.47906603248E+05 -2.46757930416E+05  0.11597  0.01550 -0.26095  0.09644  0.12703 -0.14391 -0.16154 -0.27945 -0.14527 -0.18340
5   5   1    1600  33.9163 00:43:09 -2.48547866324E+05 -2.46340307301E+05  0.11597  0.01550 -0.26095  0.09644  0.12703 -0.14391 -0.16154 -0.27945 -0.14527 -0.18340
5   5   1    3200  31.3652 03:43:09 -2.47942445251E+05 -2.45418191953E+05  0.01550  0.11597  0.09644 -0.26095  0.12703 -0.16154 -0.14391 -0.14527 -0.27945 -0.18340
5   5   1    5000  30.4139 05:43:09 -2.48208165473E+05 -2.45418191953E+05  0.44023  0.33951 -0.01075 -0.00153  0.45083 -0.22653 -0.31957 -0.84864 -0.91048 -0.47348
5   5   1    6400  30.0734 06:43:09 -2.46740466326E+05 -2.45354460602E+05  0.44023  0.33951 -0.01075 -0.00153  0.45083 -0.22653 -0.31957 -0.84864 -0.91048 -0.47348
5   5   1   10000  29.0871 10:43:09 -2.47689105356E+05 -2.45354460602E+05  0.42275  0.34242 -0.00205  0.00094  0.45284 -0.23453 -0.32609 -0.89101 -0.88395 -0.47348
5   5   2   12800  19.7205 12:43:09 -2.46617042950E+05 -2.45009127593E+05  0.42275  0.34242  0.00094 -0.00205  0.45284 -0.23453 -0.32609 -0.88395 -0.89101 -0.47348
5   5   2   15000  20.4284 16:43:09 -2.47204297213E+05 -2.45009127593E+05  0.45197  0.34146 -0.00812 -0.00184  0.47498 -0.22461 -0.33737 -0.88591 -0.89452 -0.54669
5   5   2   20000  21.8137 20:43:09 -2.48302063376E+05 -2.44966688931E+05  0.34186  0.46016 -0.01102 -0.00265  0.45077 -0.34298 -0.22790 -0.89479 -0.88746 -0.47348
5   5   2   25000  21.5174 23:43:09 -2.46392903773E+05 -2.44752956759E+05  0.40349  0.27201  1.00000 -0.11400  0.39127 -0.23094 -0.32745  0.00000 -0.88533 -0.47348
