K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   2   1       0   1.0000 27:34:10 -3.11063003283E+05 -3.11063003283E+05 -0.13512  0.05437  0.13119  0.07582 -0.18262 -0.11504  0.21600 -0.16607 -0.13934 -0.16377 -0.16599 -0.15184 -0.19110 -0.25642
7   2   1     100   3.8462 27:34:10 -3.03796565111E+05 -3.03796565111E+05 -0.13512  0.05437  0.13119  0.07582  0.21600 -0.11504 -0.18262 -0.16607 -0.13934 -0.16377 -0.16599 -0.25642 -0.19110 -0.15184
7   2   1     200  36.7647 27:34:10 -2.76135061156E+05 -2.76135061156E+05  0.13119  0.05437  0.21600  0.07582 -0.13512 -0.11504 -0.18262 -0.16377 -0.13934 -0.25642 -0.16599 -0.16607 -0.19110 -0.15184
7   2   1     400  37.8713 27:34:10 -2.58013805914E+05 -2.58013805914E+05  0.05437 -0.13512 -0.11504 -0.18262  0.13119  0.21600  0.07582 -0.13934 -0.16607 -0.19110 -0.15184 -0.16377 -0.25642 -0.16599
7   2   1     800  34.3284 27:34:10 -2.49152643196E+05 -2.48918505013E+05 -0.13512  0.05437  0.13119  0.21600 -0.18262 -0.11504  0.07582 -0.16607 -0.13934 -0.16377 -0.25642 -0.15184 -0.19110 -0.16599
7   2   1    1600  27.6808 27:34:10 -2.49289679522E+05 -2.46916499857E+05 -0.13512  0.13119  0.05437  0.21600 -0.18262 -0.11504  0.07582 -0.16607 -0.16377 -0.13934 -0.25642 -0.15184 -0.19110 -0.16599
7   2   1    3200  27.7466 28:34:10 -2.48774191466E+05 -2.46916499857E+05 -0.13512  0.13119  0.05437  0.21600 -0.11504 -0.18262  0.07582 -0.16607 -0.16377 -0.13934 -0.25642 -0.19110 -0.15184 -0.16599
7   2   1    6400  26.0462 28:34:10 -2.48587616201E+05 -2.46916499857E+05  0.44368  0.44491  0.31030  0.58253 -0.07036 -0.07583  0.43963 -0.21752 -0.64226 -0.31907 -0.90638 -0.92761 -0.85614 -0.54669
7   2   1   10000  27.1291 29:34:10 -2.48720107523E+05 -2.46916499857E+05  0.44368  0.31030  0.44491  0.58253 -0.07583 -0.07036  0.43963 -0.21752 -0.31907 -0.64226 -0.90638 -0.85614 -0.92761 -0.54669
7   2   1   12800  27.4211 29:34:10 -2.48701957821E+05 -2.46916499857E+05  0.42882  0.28624  0.34115  0.57545 -0.08932 -0.09354  0.53015 -0.22480 -0.35892 -0.22967 -0.90638 -0.85362 -0.92033 -0.88116
7   2   2   25000  22.3293 31:34:10 -2.47840088362E+05 -2.46680533594E+05  0.43282  0.44530  0.30998  0.58282 -0.06924 -0.07458  0.53832 -0.22726 -0.64226 -0.31715 -0.90638 -0.87917 -0.89376 -0.88116
7   2   2   25600  22.4876 31:34:10 -2.50169332524E+05 -2.46680533594E+05  0.43282  0.30998  0.44530  0.58282 -0.07458 -0.06924  0.53832 -0.22726 -0.31715 -0.64226 -0.90638 -0.89376 -0.87917 -0.88116
7   2   2   35000  22.9079 33:34:10 -2.50059816682E+05 -2.46396315953E+05  0.45028  0.31107  0.44587  0.58325 -0.06900 -0.08796  0.53879 -0.22918 -0.31655 -0.64226 -0.90638 -0.88685 -0.90425 -0.88116
7   2   2   45000  23.4835 35:34:10 -2.51885790708E+05 -2.46396315953E+05  0.44527  0.31039  0.58280  0.44064 -0.06958 -0.07735  0.53829 -0.64226 -0.31455 -0.90638 -0.23326 -0.88757 -0.89167 -0.88116
7   2   3   50000  11.1387 40:34:10 -2.47525725588E+05 -2.46198220948E+05  0.34505  1.00000  0.38493  0.53743 -0.18951  0.22567  0.35002 -0.22079  0.00000 -0.64226 -0.90638 -0.88484 -0.36724 -0.47348
7   2   3   51200  12.0201 40:34:10 -2.47406864062E+05 -2.46198220948E+05  0.43416  0.23356  0.37945  0.53330 -0.19987  0.32364  1.00000 -0.25803 -0.30782 -0.64226 -0.90638 -0.88936 -0.41964  0.00000
7   2   3   55000  11.1404 42:34:10 -2.46751271479E+05 -2.46036011902E+05  0.43416  0.23356  0.37945  0.53330 -0.19987  0.32364  1.00000 -0.25803 -0.30782 -0.64226 -0.90638 -0.88936 -0.41964  0.00000
