K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   8   1       0   1.0000 37:10:10 -3.09662138832E+05 -3.09662138832E+05  0.18293 -0.03244  0.14217 -0.04512 -0.19804 -0.03093 -0.21892 -0.13017 -0.19239 -0.14433 -0.19479 -0.15291
6   8   1     100   2.9126 37:10:10 -3.05542662220E+05 -3.05542662220E+05  0.18293 -0.03244  0.14217 -0.19804 -0.03093 -0.04512 -0.21892 -0.13017 -0.19239 -0.19479 -0.15291 -0.14433
6   8   1     200  33.4975 37:10:10 -2.77413923881E+05 -2.77413923881E+05 -0.03244 -0.19804  0.18293  0.14217 -0.03093 -0.04512 -0.13017 -0.19479 -0.21892 -0.19239 -0.15291 -0.14433
6   8   1     400  35.9801 38:10:10 -2.59201870728E+05 -2.59201870728E+05  0.18293 -0.03244  0.14217 -0.04512 -0.19804 -0.03093 -0.21892 -0.13017 -0.19239 -0.14433 -0.19479 -0.15291
6   8   1     800  35.6164 38:10:10 -2.51407009947E+05 -2.51004977104E+05  0.14217 -0.03244  0.18293 -0.04512 -0.19804 -0.03093 -0.19239 -0.13017 -0.21892 -0.14433 -0.19479 -0.15291
6   8   1    1600  32.8759 39:10:10 -2.45085424126E+05 -2.45085424126E+05  0.14217  0.18293 -0.03244 -0.04512 -0.19804 -0.03093 -0.19239 -0.21892 -0.13017 -0.14433 -0.19479 -0.15291
6   8   1    3200  27.3494 43:10:10 -2.47457482577E+05 -2.45085424126E+05  0.14217  0.18293 -0.03244 -0.04512 -0.19804 -0.03093 -0.19239 -0.21892 -0.13017 -0.14433 -0.19479 -0.15291
6   8   1    5000  27.2237 51:10:10 -2.47955722557E+05 -2.45085424126E+05  0.42483  0.30699  0.58862 -0.05619 -0.05896  0.42198 -0.22649 -0.29204 -0.90422 -0.87849 -0.89586 -0.47348
6   8   1    6400  26.4876 54:10:10 -2.46008084593E+05 -2.45085424126E+05  0.42483  0.30699  0.58862 -0.05896 -0.05619  0.42198 -0.22649 -0.29204 -0.90422 -0.89586 -0.87849 -0.47348
6   8   1   10000  25.5523 00:11:10 -2.49110594207E+05 -2.45085424126E+05  0.43118  0.30686  0.58917 -0.05899 -0.05308  0.44853 -0.21860 -0.31184 -0.90638 -0.85474 -0.92917 -0.54669
6   8   1   12800  25.6268 04:11:10 -2.45833298513E+05 -2.45085424126E+05  0.43118  0.30686  0.58917 -0.05308 -0.05899  0.44853 -0.21860 -0.31184 -0.90638 -0.92917 -0.85474 -0.54669
6   8   1   15000  24.9683 06:11:10 -2.46578257641E+05 -2.45039550813E+05  0.30728  0.43688  0.58963 -0.05583 -0.05142  0.42336 -0.31874 -0.22172 -0.90638 -0.87648 -0.94216 -0.47348
6   8   2   20000  21.3559 13:11:10 -2.46632046023E+05 -2.45039550813E+05  0.42269  0.30843  0.59024 -0.04938 -0.05461  0.44997 -0.21442 -0.32828 -0.90638 -0.94869 -0.86857 -0.54669
6   8   2   25000  22.6590 26:11:10 -2.49341726175E+05 -2.45039550813E+05  0.58866  0.45436 -0.05488  0.30682 -0.06174  0.42201 -0.90638 -0.23309 -0.91826 -0.32822 -0.84592 -0.47348
6   8   2   25600  22.8568 26:11:10 -2.49645584467E+05 -2.45039550813E+05  0.58866  0.45436 -0.06174 -0.05488  0.30682  0.42201 -0.90638 -0.23309 -0.84592 -0.91826 -0.32822 -0.47348
6   8   2   30000  24.1902 33:11:10 -2.47693024834E+05 -2.45039550813E+05  0.44513  0.51909  0.34014 -0.03264 -0.02274  0.46742 -0.22511 -0.88199 -0.32071 -0.84884 -0.90962 -0.55353
6   8   3   35000  23.6842 39:11:10 -2.46041326925E+05 -2.44997014889E+05  0.43397  0.30664  0.58910 -0.05425 -0.05815  0.54526 -0.21295 -0.33498 -0.90638 -0.87668 -0.89727 -0.88116
6   8   3   40000  12.3490 49:11:10 -2.45425561283E+05 -2.44370570546E+05  0.33566  0.19785  0.52356 -0.22492  0.47273  0.31855 -0.22705 -0.34225 -0.90638 -0.88936 -0.88116 -0.34798
6   8   3   45000  11.2331 00:12:10 -2.44673950035E+05 -2.44331922245E+05  0.31725  0.21188  0.52804 -0.21339  0.47769  0.38170 -0.21336 -0.40131 -0.90638 -0.88936 -0.88116 -0.56734
6   8   3   50000  10.5493 12:12:10 -2.45881670322E+05 -2.44331922245E+05  0.33805  0.19673  0.52450 -0.22249  0.47377  0.37706 -0.21727 -0.33949 -0.90638 -0.88936 -0.88116 -0.56734
6   8   3   55000  10.5235 18:12:10 -2.43863207366E+05 -2.43437777345E+05  0.34360 -0.17381  0.23705  0.54344  1.00000  0.33799 -0.21494 -0.88936 -0.39334 -0.90638  0.00000 -0.43734
6   8   4   60000   8.1951 29:12:10 -2.43798870072E+05 -2.43060217917E+05  0.35848  0.22545  0.33186  0.53617 -0.19384  0.34752 -0.21504 -0.35315 -0.53954 -0.90701 -0.88936 -0.47348
6   8   4   65000   8.3988 37:12:10 -2.43941327168E+05 -2.42951471590E+05  0.37452  0.39655  0.22460  0.53781 -0.18829  0.35055 -0.22723 -0.69676 -0.36168 -0.90638 -0.88936 -0.47348
6   8   4   70000   8.3688 48:12:10 -2.43706526301E+05 -2.42951471590E+05  0.37185  0.38329  0.22975  0.53619 -0.19244  0.34828 -0.23035 -0.64226 -0.33935 -0.90638 -0.88936 -0.47348
6   8   4   75000   8.2045 19:13:10 -2.44166900528E+05 -2.42951471590E+05  0.39209  0.22761  0.38286  0.53587 -0.19328  0.34782 -0.23598 -0.34727 -0.64226 -0.90638 -0.88936 -0.47348
6   8   4   80000   8.0581 45:13:10 -2.43477970127E+05 -2.42951471590E+05  0.39141  0.39584  0.22754  0.53774 -0.18846  0.37950 -0.23401 -0.69816 -0.34272 -0.90638 -0.88936 -0.54669
6   8   5   85000   6.4441 06:14:10 -2.43587639986E+05 -2.42951471590E+05  0.37968  0.38353  0.22695  0.53637 -0.19199  0.34853 -0.23084 -0.64226 -0.35640 -0.90638 -0.88936 -0.47348
6   8   6   90000   6.4548 24:14:10 -2.43788083129E+05 -2.42951471590E+05  0.37900  0.23281  0.29939  0.53502 -0.19544  0.48542 -0.22936 -0.32159 -0.49205 -0.90638 -0.88936 -0.88116
6   8   6   95000   6.2861 51:14:10 -2.42951471590E+05 -2.42951471590E+05  0.40240  0.44310  0.22830  0.53789 -0.18807  0.35067 -0.23633 -0.88199 -0.33104 -0.90638 -0.88936 -0.47348
6   8   6  100000   5.9718 06:15:10 -2.44719190204E+05 -2.42951471590E+05  0.39355  0.38212  0.23040  0.53531 -0.19471  0.34704 -0.22972 -0.64226 -0.32469 -0.90638 -0.88936 -0.47348
6   8   6  105000   6.0661 26:15:10 -2.43957493136E+05 -2.42951471590E+05  0.37603  0.22502  0.39654  0.53780 -0.18830  0.35055 -0.22724 -0.36482 -0.69676 -0.90638 -0.88936 -0.47348
6   8   7  106851   4.1000 34:15:10 -2.43102727264E+05 -2.42951471590E+05  0.37603  0.39654  0.22502  0.53780 -0.18830  0.35055 -0.22724 -0.69676 -0.36482 -0.90638 -0.88936 -0.47348
