K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6  10   1       0   1.0000 58:24:10 -3.09325001802E+05 -3.09325001802E+05  0.02223  0.21289 -0.08813 -0.14265  0.07007 -0.06083 -0.14892 -0.29476 -0.13790 -0.15400 -0.14891 -0.16058
6  10   1     100   0.9901 58:24:10 -3.08839526403E+05 -3.08839526403E+05  0.02223  0.21289 -0.08813 -0.14265  0.07007 -0.06083 -0.14892 -0.29476 -0.13790 -0.15400 -0.14891 -0.16058
6  10   1     200  38.2353 59:24:10 -2.72746290143E+05 -2.72746290143E+05  0.21289  0.02223 -0.08813  0.07007 -0.14265 -0.06083 -0.29476 -0.14892 -0.13790 -0.14891 -0.15400 -0.16058
6  10   1     400  45.5446 59:24:10 -2.57508821067E+05 -2.55726726821E+05  0.21289  0.02223 -0.08813  0.07007 -0.14265 -0.06083 -0.29476 -0.14892 -0.13790 -0.14891 -0.15400 -0.16058
6  10   1     800  44.9005 59:24:10 -2.52825811600E+05 -2.52825811600E+05 -0.08813  0.02223  0.21289 -0.14265 -0.06083  0.07007 -0.13790 -0.14892 -0.29476 -0.15400 -0.16058 -0.14891
6  10   1    1600  36.9701 59:24:10 -2.53454453200E+05 -2.49469527450E+05  0.02223  0.21289 -0.06083  0.07007 -0.14265 -0.08813 -0.14892 -0.29476 -0.16058 -0.14891 -0.15400 -0.13790
6  10   1    3200  32.3970 01:25:10 -2.50591967251E+05 -2.49064728791E+05  0.02223  0.21289  0.07007 -0.06083 -0.14265 -0.08813 -0.14892 -0.29476 -0.14891 -0.16058 -0.15400 -0.13790
6  10   1    5000  31.1751 03:25:10 -2.50406222305E+05 -2.48250653136E+05  0.45013  0.36575  0.03618  0.03199  0.04125  0.47212 -0.22740 -0.28814 -0.90007 -0.92245 -0.75139 -0.47348
6  10   1    6400  29.9188 05:25:10 -2.51200248473E+05 -2.48250653136E+05  0.45013  0.36575  0.04125  0.03199  0.03618  0.47212 -0.22740 -0.28814 -0.75139 -0.92245 -0.90007 -0.47348
6  10   1   10000  29.5182 20:25:10 -2.49413236281E+05 -2.48250653136E+05  0.48756  0.37612  0.02562  0.02800  0.02910  0.58094 -0.22878 -0.25897 -0.89743 -0.86003 -0.91513 -0.88116
6  10   1   12800  29.2096 39:25:10 -2.50912728143E+05 -2.48250653136E+05  0.48756  0.37612  0.02800  0.02910  0.02562  0.58094 -0.22878 -0.25897 -0.86003 -0.91513 -0.89743 -0.88116
6  10   1   15000  28.7057 40:25:10 -2.51547057171E+05 -2.48220163349E+05  0.34433  0.45265 -0.00505 -0.00644  1.00000  0.44911 -0.31536 -0.21658 -0.89787 -0.88041  0.00000 -0.47348
6  10   2   20000  22.0659 45:25:10 -2.50560673898E+05 -2.47721232667E+05  0.46903  0.36676  0.03568  0.02957  0.03523  0.58350 -0.22470 -0.32798 -0.83827 -0.86110 -0.94063 -0.88116
6  10   2   25000  25.0700 50:25:10 -2.49026770610E+05 -2.47721232667E+05  0.43477  0.34330 -0.00266  1.00000 -0.01123  0.47829 -0.20488 -0.31665 -0.88232  0.00000 -0.92734 -0.55353
6  10   2   25600  24.7068 50:25:10 -2.50073822781E+05 -2.47685103301E+05  0.43477  0.34330  1.00000 -0.00266 -0.01123  0.47829 -0.20488 -0.31665  0.00000 -0.88232 -0.92734 -0.55353
6  10   2   30000  25.1380 54:25:10 -2.50716068318E+05 -2.47685103301E+05  0.48140  0.37412  0.03025  0.02927  0.03476  0.47109 -0.20634 -0.28678 -0.83325 -0.92937 -0.86973 -0.47348
6  10   3   35000  29.3478 58:25:10 -2.49990106940E+05 -2.47685103301E+05  0.43321  0.34593 -0.00492  0.00163  1.00000  0.45282 -0.23033 -0.34987 -0.86884 -0.93200  0.00000 -0.47348
6  10   3   40000  16.1312 05:26:10 -2.45621781679E+05 -2.43634465640E+05  0.37771  0.38326  0.53617 -0.19250  0.22707  0.34825 -0.22410 -0.64226 -0.90638 -0.88936 -0.34671 -0.47348
6  10   3   45000  12.9947 29:26:10 -2.43717058075E+05 -2.43128586739E+05  0.39073  0.38263  0.22784  0.53569 -0.19372  0.34758 -0.23025 -0.64226 -0.33799 -0.90638 -0.88936 -0.47348
6  10   3   50000  12.1592 35:26:10 -2.44523918026E+05 -2.43128586739E+05  0.34359  0.38527  0.22708  0.53768 -0.18861  0.35038 -0.20669 -0.64226 -0.39702 -0.90638 -0.88936 -0.47348
6  10   3   51200  12.2407 37:26:10 -2.45412453460E+05 -2.43128586739E+05  0.34359  0.38527  0.22708  0.53768 -0.18861  0.35038 -0.20669 -0.64226 -0.39702 -0.90638 -0.88936 -0.47348
