K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   2   1       0   1.0000 12:09:09 -3.07581978903E+05 -3.07581978903E+05  0.02707  0.03945 -0.02663 -0.05014 -0.14980 -0.17248 -0.17106 -0.16052
4   2   1     100   0.9804 12:09:09 -3.06964922470E+05 -3.06964922470E+05  0.02707  0.03945 -0.02663 -0.05014 -0.14980 -0.17248 -0.17106 -0.16052
4   2   1     200  29.0640 12:09:09 -2.73857092095E+05 -2.73857092095E+05  0.02707  0.03945 -0.02663 -0.05014 -0.14980 -0.17248 -0.17106 -0.16052
4   2   1     400  31.2655 12:09:09 -2.54051055934E+05 -2.53977102526E+05  0.02707  0.03945 -0.05014 -0.02663 -0.14980 -0.17248 -0.16052 -0.17106
4   2   1     800  31.0087 12:09:09 -2.50258580898E+05 -2.47780489178E+05  0.03945  0.02707 -0.02663 -0.05014 -0.17248 -0.14980 -0.17106 -0.16052
4   2   1    1600  29.6319 13:09:09 -2.49250076723E+05 -2.45979825720E+05  0.02707  0.03945 -0.05014 -0.02663 -0.14980 -0.17248 -0.16052 -0.17106
4   2   1    3200  26.6001 14:09:09 -2.48815836673E+05 -2.45979825720E+05  0.39098  0.38450  0.03802  0.03157 -0.22500 -0.20848 -0.88086 -0.90520
4   2   1    5000  24.9450 15:09:09 -2.49141383676E+05 -2.45979825720E+05  0.38761  0.03307  0.02855  0.45097 -0.22670 -0.92693 -0.87065 -0.34512
4   2   1    6400  25.1601 15:09:09 -2.47869476974E+05 -2.45590763470E+05  0.45097  0.38761  0.02855  0.03307 -0.34512 -0.22670 -0.87065 -0.92693
4   2   2   12800  25.7498 16:09:09 -2.48549978280E+05 -2.45590763470E+05  0.43911  0.36895  0.03752  0.04043 -0.21345 -0.29823 -0.90010 -0.84673
4   2   2   15000  26.6923 17:09:09 -2.47579609825E+05 -2.45590763470E+05  0.44982  0.37148  0.03954  0.03506 -0.20150 -0.31845 -0.88082 -0.89680
4   2   3   25000   9.7947 19:09:09 -2.42246981065E+05 -2.41276575821E+05  0.40575  0.27030 -0.11255  0.39194 -0.23676 -0.33008 -0.88936 -0.47348
4   2   3   25600   9.3945 19:09:09 -2.41813540608E+05 -2.41215497284E+05  0.38826  0.28054 -0.10332  0.39699 -0.23260 -0.38219 -0.88936 -0.47348
4   2   5   45000   5.7135 21:09:09 -2.41587409455E+05 -2.40927943042E+05  0.40222  0.27363 -0.10909  0.39384 -0.23631 -0.35273 -0.88936 -0.47348
4   2   6   51200   4.5859 22:09:09 -2.41358841345E+05 -2.40927943042E+05  0.39378  0.27612 -0.10685  0.39506 -0.23673 -0.35629 -0.88936 -0.47348
4   2   6   60000   5.2234 23:09:09 -2.41039787710E+05 -2.40927943042E+05  0.40055  0.27467 -0.10791  0.39448 -0.24003 -0.35592 -0.88936 -0.47348
4   2   8   75000   4.5499 25:09:09 -2.41249114318E+05 -2.40927943042E+05  0.40140  0.27440 -0.10789  0.39449 -0.23716 -0.35979 -0.88936 -0.47348
4   2  10   90000   2.5641 27:09:09 -2.41240371472E+05 -2.40927943042E+05  0.39485  0.27711 -0.10683  0.39507 -0.24266 -0.35421 -0.88936 -0.47348
4   2  10  100000   3.1950 29:09:09 -2.41166655036E+05 -2.40927943042E+05  0.40053  0.27426 -0.10789  0.39449 -0.23515 -0.35975 -0.88936 -0.47348
4   2  11  102400   2.5381 29:09:09 -2.41100542004E+05 -2.40927943042E+05  0.40555  0.27410 -0.11028  0.39319 -0.24399 -0.34536 -0.88936 -0.47348
4   2  11  102587   2.9000 29:09:09 -2.41466239182E+05 -2.40927943042E+05  0.40555  0.27410 -0.11028  0.39319 -0.24399 -0.34536 -0.88936 -0.47348
4   2  11  110000   2.7331 31:09:09 -2.40988578028E+05 -2.40927943042E+05  0.39900  0.27692 -0.10673  0.39513 -0.23478 -0.37049 -0.88936 -0.47348
4   2  12  111139   2.2000 31:09:09 -2.41075428458E+05 -2.40927943042E+05  0.39900  0.27692 -0.10673  0.39513 -0.23478 -0.37049 -0.88936 -0.47348
4   2  13  125000   2.8205 34:09:09 -2.41396926658E+05 -2.40927943042E+05  0.39340  0.28058 -0.10432  0.39644 -0.23239 -0.38544 -0.88936 -0.47348
4   2  14  131824   1.5000 35:09:09 -2.40927943042E+05 -2.40927943042E+05  0.39556  0.27797 -0.10560  0.39574 -0.22986 -0.37930 -0.88936 -0.47348
4   2  14  135000   1.8100 37:09:09 -2.40988578028E+05 -2.40927943042E+05  0.39399  0.28034 -0.10433  0.39643 -0.23395 -0.38457 -0.88936 -0.47348
4   2  14  140000   2.0341 39:09:09 -2.41012990230E+05 -2.40927943042E+05  0.38799  0.28387 -0.10202  0.39770 -0.22624 -0.40577 -0.88936 -0.47348
4   2  15  145000   1.4227 48:09:09 -2.41100827574E+05 -2.40927943042E+05  0.39399  0.28034 -0.10433  0.39643 -0.23395 -0.38457 -0.88936 -0.47348
4   2  15  150000   1.4976 51:09:09 -2.40927943042E+05 -2.40927943042E+05  0.38799  0.28387 -0.10202  0.39770 -0.22624 -0.40577 -0.88936 -0.47348
4   2 200  151801   0.0000 52:09:09 -2.40927943042E+05 -2.40927943042E+05  0.40271  0.27490 -0.10786  0.39451 -0.24184 -0.35880 -0.88936 -0.47348
