K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   7   1       0   1.0000 34:24:08 -3.01212340677E+05 -3.01212340677E+05  0.01549 -0.02018 -0.16237 -0.16549
2   7   1     100   0.0000 34:24:08 -3.01212340677E+05 -3.01212340677E+05  0.01549 -0.02018 -0.16237 -0.16549
2   7   1     200  10.0000 34:24:08 -2.73628861824E+05 -2.73628861824E+05 -0.02018  0.01549 -0.16549 -0.16237
2   7   1     400   7.5000 34:24:08 -2.56996149816E+05 -2.56996149816E+05 -0.02018  0.01549 -0.16549 -0.16237
2   7   1     800  16.7500 34:24:08 -2.84083499746E+05 -2.51808058425E+05 -0.02018  0.01549 -0.16549 -0.16237
2   7   1    1600  25.8750 34:24:08 -2.73383829494E+05 -2.51808058425E+05  0.21388 -0.15699 -0.18585 -0.21425
2   7   2    3200  45.7300 34:24:08 -2.99129163433E+05 -2.51808058425E+05 -0.15532  0.18903 -0.17728 -0.19733
2   7   3    6400  54.2169 35:24:08 -2.66027891442E+05 -2.46022175551E+05  0.29960 -0.17932 -0.21925 -0.26566
2   7   5   12800  40.0000 35:24:08 -2.71250293612E+05 -2.46022175551E+05  0.28865 -0.18527 -0.24321 -0.22337
2   7   5   15000  14.3519 36:24:08 -2.58328271484E+05 -2.46022175551E+05  0.28440 -0.17125 -0.22169 -0.25354
2   7   8   25600   3.0660 38:24:08 -2.46022175551E+05 -2.46022175551E+05  0.37961  0.00366 -0.21184 -0.77975
2   7  10   30000   0.5742 40:24:08 -2.47654211143E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
2   7 200   34354   0.0000 41:24:08 -2.46022175551E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
