K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   6   1       0   1.0000 30:24:08 -2.98235137327E+05 -2.98235137327E+05 -0.08086  0.08951 -0.15698 -0.18983
2   6   1     100   0.0000 30:24:08 -2.98235137327E+05 -2.98235137327E+05 -0.08086  0.08951 -0.15698 -0.18983
2   6   1     200  38.5000 30:24:08 -2.99513072445E+05 -2.96013594208E+05  0.08951 -0.08086 -0.18983 -0.15698
2   6   1     400  40.5000 30:24:08 -2.46022175551E+05 -2.46022175551E+05  0.08951 -0.08086 -0.18983 -0.15698
2   6   1     800  35.1250 30:24:08 -2.70704722292E+05 -2.46022175551E+05  0.08951 -0.08086 -0.18983 -0.15698
2   6   1    1600  45.5000 30:24:08 -2.75118021623E+05 -2.46022175551E+05  0.24771 -0.16443 -0.24264 -0.19884
2   6   2    3200  21.9089 30:24:08 -2.53831827468E+05 -2.46022175551E+05  0.37015 -0.03152 -0.21390 -0.66987
2   6   3    6400  20.0308 30:24:08 -2.59698323188E+05 -2.46022175551E+05  0.22619 -0.16258 -0.18806 -0.22136
2   6   4   10000  11.9710 31:24:08 -2.67174154493E+05 -2.46022175551E+05  0.36412  0.00614 -0.20465 -0.77414
2   6   5   12800  22.9167 31:24:08 -2.53957303866E+05 -2.46022175551E+05  0.28118 -0.17030 -0.21439 -0.25838
2   6 200   24999   0.0000 32:24:08 -2.46022175551E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
