K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   8   1       0   1.0000 44:24:08 -2.99605713842E+05 -2.99605713842E+05  0.07212 -0.06866 -0.18088 -0.15843
2   8   1     100   1.0000 44:24:08 -2.69794979936E+05 -2.69794979936E+05  0.07212 -0.06866 -0.18088 -0.15843
2   8   1     200   5.5000 44:24:08 -2.57379875200E+05 -2.53620079644E+05  0.07212 -0.06866 -0.18088 -0.15843
2   8   1     400  23.0000 44:24:08 -2.93727166699E+05 -2.52201666947E+05  0.07212 -0.06866 -0.18088 -0.15843
2   8   1     800  31.5000 44:24:08 -2.79378584283E+05 -2.52201666947E+05  0.07212 -0.06866 -0.18088 -0.15843
2   8   1    1600  47.1250 46:24:08 -2.86504779599E+05 -2.46022175551E+05  0.21092 -0.16707 -0.21650 -0.17908
2   8   2    3200  56.0724 47:24:08 -2.92348686839E+05 -2.46022175551E+05 -0.06488  0.06528 -0.18469 -0.16180
2   8   3    5000  43.9887 48:24:08 -2.51808058425E+05 -2.46022175551E+05  0.26302 -0.17309 -0.19690 -0.24785
2   8   3    6400  39.7722 48:24:08 -2.71099406052E+05 -2.46022175551E+05  0.31580 -0.14470 -0.20940 -0.35573
2   8   6   12800  10.0000 20:25:08 -2.53510519823E+05 -2.46022175551E+05  0.31315 -0.14717 -0.22275 -0.32841
2   8   6   15000  10.5353 17:26:08 -2.67642833275E+05 -2.46022175551E+05  0.37052 -0.03258 -0.20979 -0.67836
2   8   9   25000   2.3861 19:26:08 -2.46022175551E+05 -2.46022175551E+05  0.37946  0.00372 -0.21259 -0.77752
2   8   9   25600   2.1046 19:26:08 -2.46022175551E+05 -2.46022175551E+05  0.37946  0.00372 -0.21259 -0.77752
2   8 200   31688   0.0000 28:26:08 -2.46022175551E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
