K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   9   1       0   1.0000 30:26:08 -3.00983115765E+05 -3.00983115765E+05  0.00281 -0.00519 -0.17595 -0.15449
2   9   1     100   1.0000 31:26:08 -2.94813676269E+05 -2.94813676269E+05  0.00281 -0.00519 -0.17595 -0.15449
2   9   1     200  15.0000 31:26:08 -2.51808058425E+05 -2.51808058425E+05 -0.00519  0.00281 -0.15449 -0.17595
2   9   1     400   7.7500 31:26:08 -2.46022175551E+05 -2.46022175551E+05 -0.00519  0.00281 -0.15449 -0.17595
2   9   1     800   4.0000 31:26:08 -2.48801574718E+05 -2.46022175551E+05 -0.00519  0.00281 -0.15449 -0.17595
2   9   1    1600   5.9375 31:26:08 -2.65881856102E+05 -2.46022175551E+05  0.37946  0.00372 -0.21259 -0.77752
2   9   1    3200  24.0312 36:26:08 -2.79288149317E+05 -2.46022175551E+05  0.21628 -0.16484 -0.23916 -0.17361
2   9   3    5000  50.0963 41:26:08 -2.52432104632E+05 -2.46022175551E+05  0.32862 -0.14622 -0.20742 -0.37699
2   9   4    6400  52.0000 41:26:08 -2.67223148684E+05 -2.46022175551E+05 -0.12552  0.15391 -0.19720 -0.16522
2   9   6   12800  28.6085 44:26:08 -2.75106663704E+05 -2.46022175551E+05  0.32345 -0.13038 -0.21811 -0.37863
2   9   6   15000  24.1585 44:26:08 -2.53529513214E+05 -2.46022175551E+05  0.24452 -0.16502 -0.23301 -0.20338
2   9   8   20000   6.7287 46:26:08 -2.52743554845E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
2   9 200   22602   0.0000 46:26:08 -2.46022175551E+05 -2.46022175551E+05  0.03750  0.38356 -0.88936 -0.20788
