K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   9   1       0   1.0000 29:05:09 -3.03645923449E+05 -3.03645923449E+05 -0.04193  0.07599 -0.03609 -0.16044 -0.17094 -0.16692
3   9   1     100   3.8462 29:05:09 -2.97314691131E+05 -2.97314691131E+05 -0.04193  0.07599 -0.03609 -0.16044 -0.17094 -0.16692
3   9   1     200  20.1923 29:05:09 -2.66242020015E+05 -2.66242020015E+05 -0.03609 -0.04193  0.07599 -0.16692 -0.16044 -0.17094
3   9   1     400  14.2857 29:05:09 -2.48986164555E+05 -2.46292010166E+05 -0.03609  0.07599 -0.04193 -0.16692 -0.17094 -0.16044
3   9   1     800  24.8521 29:05:09 -2.48561412035E+05 -2.46292010166E+05 -0.03609 -0.04193  0.07599 -0.16692 -0.16044 -0.17094
3   9   1    1600  27.6596 29:05:09 -2.49255952681E+05 -2.45304277200E+05  0.34628  0.36214 -0.03490 -0.38812 -0.22492 -0.88936
3   9   1    3200  31.1248 30:05:09 -2.47992177168E+05 -2.45304277200E+05  0.34703  0.31521 -0.09567 -0.20229 -0.23451 -0.77137
3   9   1    6400  33.1109 31:05:09 -2.51440917171E+05 -2.44471918867E+05  0.37138  0.30198 -0.04257 -0.20603 -0.27813 -0.88936
3   9   2   10000  34.3553 31:05:09 -2.50781092838E+05 -2.44110306107E+05  0.32739  0.35504 -0.03525 -0.34376 -0.21599 -0.88936
3   9   3   12800  23.2143 32:05:09 -2.47648882437E+05 -2.44110306107E+05  0.26168  0.36002 -0.03455 -0.17682 -0.22694 -0.88936
3   9   3   20000  25.2256 33:05:09 -2.49428218055E+05 -2.43572434076E+05  0.06823  0.40341  0.07245 -0.91967 -0.20788 -0.77358
3   9   4   25600  22.7069 33:05:09 -2.49169842750E+05 -2.42565147139E+05  0.34440 -0.04488  0.33455 -0.31056 -0.88936 -0.20774
3   9   6   35000  10.8456 35:05:09 -2.45301136456E+05 -2.42565147139E+05  0.38733  0.31348 -0.04661 -0.21624 -0.29040 -0.88936
3   9   8   50000  15.8798 37:05:09 -2.46423761195E+05 -2.42548519031E+05  0.38583  0.31561 -0.04672 -0.19791 -0.31097 -0.88936
3   9   8   51200  16.1443 37:05:09 -2.44583584911E+05 -2.42548519031E+05  0.39162  0.31472 -0.04448 -0.19479 -0.34482 -0.88936
3   9  10   65000   9.2818 39:05:09 -2.45138621385E+05 -2.41797098176E+05  0.40242  0.33720 -0.05237 -0.34887 -0.22940 -0.88936
3   9  11   75000  10.1286 42:05:09 -2.43432750677E+05 -2.41797098176E+05  0.40999  0.31387 -0.04697 -0.20574 -0.34095 -0.88936
3   9  12   80000   9.7518 44:05:09 -2.41982988450E+05 -2.41797098176E+05  0.42549  0.31876 -0.05595 -0.20071 -0.29236 -0.88936
3   9  13   90000   7.4319 48:05:09 -2.42390688371E+05 -2.41797098176E+05  0.41650  0.32002 -0.05385 -0.20418 -0.29832 -0.88936
