K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2  10   1       0   1.0000 47:26:08 -3.01080665755E+05 -3.01080665755E+05 -0.02207  0.01896 -0.18680 -0.14149
2  10   1     100   1.0000 47:26:08 -2.97991816446E+05 -2.97991816446E+05 -0.02207  0.01896 -0.18680 -0.14149
2  10   1     200  11.0000 47:26:08 -2.66198772758E+05 -2.66198772758E+05 -0.02207  0.01896 -0.18680 -0.14149
2  10   1     400   6.5000 48:26:08 -2.46022175551E+05 -2.46022175551E+05 -0.02207  0.01896 -0.18680 -0.14149
2  10   1     800   4.0000 48:26:08 -2.56562467901E+05 -2.46022175551E+05 -0.02207  0.01896 -0.18680 -0.14149
2  10   1    1600  19.0625 48:26:08 -2.80671088584E+05 -2.46022175551E+05  0.34828 -0.10289 -0.20644 -0.49282
2  10   2    3200  49.0196 49:26:08 -2.63007135020E+05 -2.46022175551E+05  0.20529 -0.15054 -0.19213 -0.20800
2  10   3    5000  48.0543 49:26:08 -2.90050767324E+05 -2.46022175551E+05  0.22637 -0.15320 -0.19324 -0.23104
2  10   4    6400  46.5160 50:26:08 -2.71514299547E+05 -2.46022175551E+05  0.25797 -0.13740 -0.18629 -0.31749
2  10   6   12800  19.9548 51:26:08 -2.54975847006E+05 -2.46022175551E+05  0.33154 -0.13833 -0.21158 -0.38850
2  10   7   15000  23.6264 51:26:08 -2.52047533876E+05 -2.46022175551E+05  0.35813 -0.07404 -0.21927 -0.54221
2  10  10   25000   0.0000 53:26:08 -2.46022175551E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
2  10 200   25307   0.0000 53:26:08 -2.46022175551E+05 -2.46022175551E+05  0.03750  0.38356 -0.88936 -0.20788
