K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   8   1       0   1.0000 30:51:10 -3.10751881168E+05 -3.10751881168E+05 -0.23461  0.12659 -0.06998  0.11379 -0.13446  0.08388  0.17381 -0.23519 -0.11943 -0.12371 -0.17687 -0.19786 -0.19371 -0.17557
7   8   1     100   2.9412 30:51:10 -3.07368299321E+05 -3.07368299321E+05 -0.23461  0.12659 -0.06998  0.11379 -0.13446  0.08388  0.17381 -0.23519 -0.11943 -0.12371 -0.17687 -0.19786 -0.19371 -0.17557
7   8   1     200  35.1485 30:51:10 -2.67303334003E+05 -2.66778950656E+05  0.12659  0.17381 -0.13446  0.11379  0.08388 -0.06998 -0.23461 -0.11943 -0.17557 -0.19786 -0.17687 -0.19371 -0.12371 -0.23519
7   8   1     400  39.8010 30:51:10 -2.57600652963E+05 -2.56642300434E+05  0.12659  0.17381  0.08388  0.11379 -0.06998 -0.23461 -0.13446 -0.11943 -0.17557 -0.19371 -0.17687 -0.12371 -0.23519 -0.19786
7   8   1     800  43.6409 30:51:10 -2.54690472354E+05 -2.52001501749E+05 -0.23461 -0.13446  0.08388  0.11379  0.17381 -0.06998  0.12659 -0.23519 -0.19786 -0.19371 -0.17687 -0.17557 -0.12371 -0.11943
7   8   1    1600  40.0749 30:51:10 -2.51159582291E+05 -2.49239416995E+05  0.11379 -0.13446 -0.23461  0.08388  0.17381 -0.06998  0.12659 -0.17687 -0.19786 -0.23519 -0.19371 -0.17557 -0.12371 -0.11943
7   8   1    3200  32.4797 31:51:10 -2.49180181428E+05 -2.48018058801E+05 -0.13446 -0.23461  0.08388  0.17381 -0.06998  0.12659  0.11379 -0.19786 -0.23519 -0.19371 -0.17557 -0.12371 -0.11943 -0.17687
7   8   1    5000  31.0676 33:51:10 -2.51526500307E+05 -2.48018058801E+05 -0.13446  0.11379  0.08388  0.17381 -0.06998 -0.23461  0.12659 -0.19786 -0.17687 -0.19371 -0.17557 -0.12371 -0.23519 -0.11943
7   8   1    6400  31.4745 33:51:10 -2.52233890862E+05 -2.48018058801E+05  0.41253  0.44509  0.32073  0.58267 -0.07606 -0.07012  0.53814 -0.21577 -0.64226 -0.28550 -0.90638 -0.88168 -0.89693 -0.88116
7   8   1   12800  29.6126 34:51:10 -2.51720103811E+05 -2.46790616712E+05  0.43681  0.44547  0.30563  0.58295 -0.07658 -0.06897  0.53846 -0.22687 -0.64226 -0.33375 -0.90638 -0.83839 -0.92419 -0.88116
7   8   1   15000  29.2161 35:51:10 -2.51690363866E+05 -2.46790616712E+05  0.30563  0.44547  0.43681  0.58295 -0.07658 -0.06897  0.53846 -0.33375 -0.64226 -0.22687 -0.90638 -0.83839 -0.92419 -0.88116
7   8   2   25000  23.7436 38:51:10 -2.49133547940E+05 -2.46689660975E+05  0.38677  0.44556  0.31480  0.58302 -0.06952 -0.07473  0.41409 -0.22166 -0.64226 -0.29489 -0.90638 -0.86933 -0.90596 -0.47348
7   8   2   25600  23.9166 38:51:10 -2.50695851752E+05 -2.46689660975E+05  0.38677  0.31480  0.44556  0.58302 -0.07473 -0.06952  0.41409 -0.22166 -0.29489 -0.64226 -0.90638 -0.90596 -0.86933 -0.47348
7   8   2   35000  25.4325 41:51:10 -2.48297658088E+05 -2.46689660975E+05  0.44512  0.30579  0.39876  0.58285 -0.06984 -0.07650  0.53821 -0.23196 -0.32800 -0.56394 -0.91698 -0.89675 -0.88037 -0.88116
7   8   2   40000  26.1663 43:51:10 -2.51715475878E+05 -2.46689660975E+05  0.29416  0.36767  0.37094  0.58393 -0.07278 -0.06588  0.53954 -0.38298 -0.22139 -0.48281 -0.90638 -0.81583 -0.94185 -0.88116
7   8   3   50000  12.0414 45:51:10 -2.47320368017E+05 -2.46430476461E+05  0.39246  0.23374  0.38272  0.53576 -0.19355  1.00000  0.38043 -0.24062 -0.31460 -0.64226 -0.90638 -0.88936  0.00000 -0.55353
7   8   3   51200  11.9064 45:51:10 -2.48411366504E+05 -2.46430476461E+05  0.35580  0.36741  0.20623  0.52425 -0.22315  0.25022  0.47349 -0.21643 -0.64226 -0.39672 -0.90638 -0.88936 -0.24457 -0.88116
7   8   3   60000  12.0354 48:51:10 -2.47767760160E+05 -2.46183620663E+05  0.38225  0.44435  0.22980  0.53893  1.00000 -0.18540  0.38110 -0.22840 -0.88199 -0.32478 -0.90638  0.00000 -0.88936 -0.54669
7   8   3   70000  11.7323 51:51:10 -2.48380920797E+05 -2.45920585595E+05  0.21369  0.37012  0.52629 -0.21791  0.37939  0.32426  0.47575 -0.34900 -0.64226 -0.90638 -0.88936 -0.56734 -0.20153 -0.88116
7   8   4   75000  11.0687 53:51:10 -2.47015220489E+05 -2.45920585595E+05  0.38640  0.22855  0.38266  0.53571 -0.19367  1.00000  0.34761 -0.22257 -0.34301 -0.64226 -0.90638 -0.88936  0.00000 -0.47348
7   8   4   80000  12.6632 55:51:10 -2.48815441918E+05 -2.45920585595E+05  0.38464  0.22589  0.38281  0.53583 -0.19337  0.32697  1.00000 -0.23362 -0.34903 -0.64226 -0.90638 -0.88936 -0.43734  0.00000
7   8   4   90000  11.1662 58:51:10 -2.48161858786E+05 -2.45920585595E+05  0.39218  1.00000  0.38252  0.53561 -0.19394  0.34746  0.22727 -0.22112  0.00000 -0.64226 -0.90638 -0.88936 -0.47348 -0.34093
7   8   5   95000  25.1969 01:52:10 -2.47748385692E+05 -2.45920585595E+05  0.36499  0.38373  0.22723  0.53652 -0.19149  1.00000  0.34874 -0.21488 -0.64226 -0.34697 -0.90638 -0.90158  0.00000 -0.47348
7   8   5  100000  14.4191 03:52:10 -2.47068017244E+05 -2.45920585595E+05  0.36000  0.22813  0.38399  0.53671 -0.19110  1.00000  0.34901 -0.21150 -0.36084 -0.64226 -0.90638 -0.88936  0.00000 -0.47348
7   8   5  102400  12.4722 05:52:10 -2.47780825937E+05 -2.45920585595E+05  0.36028  0.20664  0.36677  0.52376  0.29893 -0.22439  0.33082 -0.22008 -0.36008 -0.64226 -0.90638 -0.55298 -0.88936 -0.47348
