K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   9   1       0   1.0000 55:30:11 -3.12967898126E+05 -3.12967898126E+05  0.09964 -0.15450  0.24190 -0.20140 -0.01404  0.08527 -0.19849  0.20192 -0.11014 -0.10063 -0.17738 -0.20438 -0.18601 -0.16817 -0.23188 -0.22455
8   9   1     100   2.8571 55:30:11 -3.11978980563E+05 -3.11935811135E+05  0.09964 -0.15450  0.24190 -0.20140 -0.01404  0.08527 -0.19849  0.20192 -0.11014 -0.10063 -0.17738 -0.20438 -0.18601 -0.16817 -0.23188 -0.22455
8   9   1     200  31.5534 55:30:11 -2.76374964753E+05 -2.76316287086E+05  0.09964 -0.01404  0.08527  0.20192 -0.19849 -0.20140  0.24190 -0.15450 -0.11014 -0.18601 -0.16817 -0.22455 -0.23188 -0.20438 -0.17738 -0.10063
8   9   1     400  33.2512 55:30:11 -2.63250670479E+05 -2.62255025861E+05 -0.01404  0.20192 -0.15450  0.09964 -0.20140  0.24190 -0.19849  0.08527 -0.18601 -0.22455 -0.10063 -0.11014 -0.20438 -0.17738 -0.23188 -0.16817
8   9   1     800  34.9876 55:30:11 -2.57719836661E+05 -2.55519511148E+05 -0.01404 -0.19849  0.20192  0.09964  0.08527 -0.20140  0.24190 -0.15450 -0.18601 -0.23188 -0.22455 -0.11014 -0.16817 -0.20438 -0.17738 -0.10063
8   9   1    1600  39.4147 55:30:11 -2.56482767176E+05 -2.55306811270E+05  0.09964  0.24190  0.08527 -0.20140 -0.01404  0.20192 -0.19849 -0.15450 -0.11014 -0.17738 -0.16817 -0.20438 -0.18601 -0.22455 -0.23188 -0.10063
8   9   1    3200  39.2701 55:30:11 -2.55424733603E+05 -2.53749460500E+05  0.20192  0.09964  0.24190 -0.19849 -0.20140  0.08527 -0.01404 -0.15450 -0.22455 -0.11014 -0.17738 -0.23188 -0.20438 -0.16817 -0.18601 -0.10063
8   9   1    6400  34.4677 56:30:11 -2.54250072680E+05 -2.51128325267E+05  0.20192 -0.19849  0.09964  0.24190 -0.20140  0.08527 -0.01404 -0.15450 -0.22455 -0.23188 -0.11014 -0.17738 -0.20438 -0.16817 -0.18601 -0.10063
8   9   1   10000  32.7603 57:30:11 -2.52966543283E+05 -2.51128325267E+05  0.41576  1.00000  0.31050  0.44511  0.58268 -0.07037 -0.07876  0.44305 -0.23576  0.00000 -0.28012 -0.64226 -0.90638 -0.89479 -0.87725 -0.55353
8   9   1   12800  31.5477 57:30:11 -2.52527729233E+05 -2.50743899594E+05  0.41576  0.44305  0.44511  1.00000  0.58268 -0.07037 -0.07876  0.31050 -0.23576 -0.55353 -0.64226  0.00000 -0.90638 -0.89479 -0.87725 -0.28012
