K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   3   1       0   1.0000 17:24:08 -3.01145865668E+05 -3.01145865668E+05  0.01974 -0.02389 -0.16004 -0.16839
2   3   1     100   0.0000 17:24:08 -3.01145865668E+05 -3.01145865668E+05  0.01974 -0.02389 -0.16004 -0.16839
2   3   1     200  20.0000 17:24:08 -2.48550537472E+05 -2.48550537472E+05  0.01974 -0.02389 -0.16004 -0.16839
2   3   1     400  10.5000 17:24:08 -2.46022175551E+05 -2.46022175551E+05  0.01974 -0.02389 -0.16004 -0.16839
2   3   1     800   5.5000 17:24:08 -2.46022175551E+05 -2.46022175551E+05  0.01974 -0.02389 -0.16004 -0.16839
2   3   1    1600  17.3125 17:24:08 -2.86594970185E+05 -2.46022175551E+05  0.33564 -0.12730 -0.20439 -0.42771
2   3   1    3200  27.2812 18:24:08 -2.71690636200E+05 -2.46022175551E+05  0.32799 -0.14330 -0.21056 -0.37607
2   3   3    6400  25.8985 18:24:08 -2.58367587971E+05 -2.46022175551E+05  0.29418 -0.12160 -0.19247 -0.39292
2   3   5   12800  16.2835 19:24:08 -2.58223900944E+05 -2.46022175551E+05  0.30309 -0.17006 -0.19569 -0.31183
2   3   5   15000  16.3790 19:24:08 -2.50754646676E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
2   3 200   24138   0.0000 20:24:08 -2.46022175551E+05 -2.46022175551E+05  0.38356  0.03750 -0.20788 -0.88936
