K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   9   1       0   1.0000 08:20:10 -3.12109281056E+05 -3.12109281056E+05 -0.14658 -0.06009 -0.05324  0.01552  0.10533  0.11381 -0.18479 -0.13410 -0.15763 -0.16107 -0.15125 -0.18125
6   9   1     100   2.9412 08:20:10 -3.01991526402E+05 -3.01991526402E+05  0.10533 -0.06009 -0.05324  0.01552  0.11381 -0.14658 -0.15125 -0.13410 -0.15763 -0.16107 -0.18125 -0.18479
6   9   1     200  31.8627 08:20:10 -2.71222962960E+05 -2.71067047288E+05 -0.05324  0.10533  0.01552  0.11381 -0.06009 -0.14658 -0.15763 -0.15125 -0.16107 -0.18125 -0.13410 -0.18479
6   9   1     400  39.6040 10:20:10 -2.53186857204E+05 -2.53186857204E+05  0.10533  0.11381 -0.05324 -0.14658 -0.06009  0.01552 -0.15125 -0.18125 -0.15763 -0.18479 -0.13410 -0.16107
6   9   1     800  37.8109 15:20:10 -2.50307676287E+05 -2.48653109356E+05  0.10533 -0.05324  0.11381 -0.14658  0.01552 -0.06009 -0.15125 -0.15763 -0.18125 -0.18479 -0.16107 -0.13410
6   9   1    1600  33.7282 19:20:10 -2.49184435883E+05 -2.47634682331E+05  0.10533  0.11381 -0.05324 -0.14658  0.01552 -0.06009 -0.15125 -0.18125 -0.15763 -0.18479 -0.16107 -0.13410
6   9   1    3200  33.2397 23:20:10 -2.49762160889E+05 -2.47614891035E+05  0.10533  0.11381 -0.05324 -0.14658  0.01552 -0.06009 -0.15125 -0.18125 -0.15763 -0.18479 -0.16107 -0.13410
6   9   1    5000  31.9744 30:20:10 -2.49225283938E+05 -2.47614891035E+05  0.48562  0.34552 -0.03112 -0.02818  0.47706  0.43720 -0.23582 -0.30388 -0.88562 -0.89402 -0.69676 -0.47348
6   9   1    6400  30.9650 33:20:10 -2.48570976459E+05 -2.46699558671E+05  0.48562  0.34552  0.47706 -0.03112 -0.02818  0.43720 -0.23582 -0.30388 -0.69676 -0.88562 -0.89402 -0.47348
6   9   1   10000  30.7377 35:20:10 -2.48403340577E+05 -2.46699558671E+05  0.42337  0.51914  0.33804 -0.02298 -0.02932  0.55842 -0.24075 -0.88199 -0.29428 -0.90209 -0.87453 -0.88116
6   9   1   12800  29.2252 38:20:10 -2.46306946717E+05 -2.44873439946E+05  0.42337  0.51914  0.33804 -0.02298 -0.02932  0.55842 -0.24075 -0.88199 -0.29428 -0.90209 -0.87453 -0.88116
6   9   1   15000  28.2591 39:20:10 -2.47502320035E+05 -2.44873439946E+05  0.36594  0.40072  0.59600 -0.03690 -0.04000  0.43233 -0.24455 -0.51508 -0.90638 -0.85540 -0.91165 -0.47348
6   9   2   20000  17.4002 46:20:10 -2.45656395742E+05 -2.44636245302E+05  0.44037  0.31017  0.58958 -0.05194 -0.06219  0.42330 -0.21937 -0.35176 -0.90638 -0.90385 -0.85971 -0.47348
6   9   2   25000  18.3934 50:20:10 -2.46757905410E+05 -2.44486096921E+05  0.45561  0.30694  0.58796 -0.05649 -0.06719  0.42103 -0.23573 -0.30342 -0.90638 -0.90431 -0.84861 -0.47348
6   9   2   25600  18.0199 50:20:10 -2.46053145690E+05 -2.44486096921E+05  0.45561  0.30694  0.58796 -0.06719 -0.05649  0.42103 -0.23573 -0.30342 -0.90638 -0.84861 -0.90431 -0.47348
6   9   2   30000  16.9083 52:20:10 -2.45794727755E+05 -2.44352855433E+05  0.43164  0.31112  0.59056 -0.05392 -0.05005  0.45041 -0.21930 -0.36438 -0.90638 -0.86457 -0.93925 -0.54669
6   9   2   35000  16.9578 56:20:10 -2.46100989822E+05 -2.44352855433E+05  0.44060  0.30216  0.58810 -0.06079 -0.05572  0.45028 -0.22915 -0.28041 -0.90638 -0.89976 -0.86790 -0.55353
6   9   3   40000  12.3927 59:20:10 -2.45247172333E+05 -2.43181047852E+05  0.37550  0.33482  0.22159  0.53663 -0.19131  0.34890 -0.22598 -0.56984 -0.36143 -0.90638 -0.88936 -0.47348
6   9   3   45000  10.3663 04:21:10 -2.44029659883E+05 -2.42951471590E+05  0.39152  0.38256  0.22714  0.53564 -0.19385  0.34751 -0.23332 -0.64226 -0.33619 -0.90638 -0.88936 -0.47348
6   9   3   50000   9.4622 10:21:10 -2.43554880581E+05 -2.42951471590E+05  0.39922  0.38251  0.22641  0.53560 -0.19396  0.34745 -0.22925 -0.64226 -0.34607 -0.90638 -0.88936 -0.47348
6   9   3   51200   9.3198 11:21:10 -2.44117822758E+05 -2.42951471590E+05  0.39922  0.38251  0.22641  0.53560 -0.19396  0.34745 -0.22925 -0.64226 -0.34607 -0.90638 -0.88936 -0.47348
6   9   3   55000   9.2624 16:21:10 -2.43948406434E+05 -2.42951471590E+05  0.39327  0.22756  0.53694 -0.19051  0.39480  0.34934 -0.24053 -0.33653 -0.90638 -0.88936 -0.69816 -0.47348
6   9   3   60000   9.0801 25:21:10 -2.43991326493E+05 -2.42951471590E+05  0.37923  0.38383  0.22446  0.53660 -0.19140  0.34885 -0.22526 -0.64226 -0.36810 -0.90638 -0.88936 -0.47348
6   9   4   65000   8.1648 30:21:10 -2.43536908020E+05 -2.42951471590E+05  0.41078  0.38212  0.22714  0.53531 -0.19471  0.34704 -0.24392 -0.64226 -0.34105 -0.90638 -0.88936 -0.47348
6   9   5   70000   4.8318 34:21:10 -2.44087376553E+05 -2.42951471590E+05  0.36951  0.22872  0.38512  0.53757 -0.18890  0.48823 -0.22239 -0.34942 -0.64226 -0.90638 -0.88936 -0.88116
6   9   5   75000   4.9757 42:21:10 -2.43726667262E+05 -2.42951471590E+05  0.41583  0.38177  0.22779  0.53504 -0.19539  0.34667 -0.24436 -0.64226 -0.33609 -0.90638 -0.88936 -0.47348
6   9   5   80000   4.9804 46:21:10 -2.43304749204E+05 -2.42951471590E+05  0.40198  0.38220  0.22826  0.53537 -0.19454  0.34713 -0.23557 -0.64226 -0.33766 -0.90638 -0.88936 -0.47348
6   9   5   85000   5.2334 51:21:10 -2.43471128700E+05 -2.42951471590E+05  0.40605  0.22824  0.38187  0.53512 -0.19519  0.34678 -0.22802 -0.33459 -0.64226 -0.90638 -0.88936 -0.47348
6   9   6   90000   5.0655 01:22:10 -2.43391226922E+05 -2.42951471590E+05  0.39870  0.38255  0.22646  0.53563 -0.19387  0.34750 -0.23552 -0.64226 -0.34196 -0.90638 -0.88936 -0.47348
6   9   7   95000   4.7737 18:22:10 -2.43376076763E+05 -2.42951471590E+05  0.41078  0.38212  0.22714  0.53531 -0.19471  0.34704 -0.24392 -0.64226 -0.34105 -0.90638 -0.88936 -0.47348
6   9   7  100000   4.5745 25:22:10 -2.43154124305E+05 -2.42951471590E+05  0.37653  0.38354  0.22751  0.53638 -0.19195  0.34855 -0.22213 -0.64226 -0.35911 -0.90638 -0.88936 -0.47348
6   9   7  102400   4.2288 27:22:10 -2.43332079309E+05 -2.42951471590E+05  0.37653  0.38354  0.22751  0.53638 -0.19195  0.34855 -0.22213 -0.64226 -0.35911 -0.90638 -0.88936 -0.47348
6   9   7  105000   4.0888 32:22:10 -2.43177534179E+05 -2.42951471590E+05  0.41238  0.23082  0.38232  0.53546 -0.19433  0.38002 -0.24324 -0.32306 -0.64226 -0.90638 -0.88936 -0.55353
