K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   9   1       0   1.0000 38:53:09 -3.08453733588E+05 -3.08453733588E+05  0.12399 -0.07821  0.05686 -0.07482 -0.02928 -0.16224 -0.13907 -0.20246 -0.17030 -0.16001
5   9   1     100   1.9417 38:53:09 -3.08134954899E+05 -3.08134954899E+05  0.12399 -0.07821  0.05686 -0.07482 -0.02928 -0.16224 -0.13907 -0.20246 -0.17030 -0.16001
5   9   1     200  36.9458 38:53:09 -2.74197361448E+05 -2.74197361448E+05  0.12399  0.05686 -0.07482 -0.02928 -0.07821 -0.16224 -0.20246 -0.17030 -0.16001 -0.13907
5   9   1     400  37.7171 39:53:09 -2.54061805058E+05 -2.53307325031E+05  0.12399 -0.07821  0.05686 -0.02928 -0.07482 -0.16224 -0.13907 -0.20246 -0.16001 -0.17030
5   9   1     800  39.6015 39:53:09 -2.55256085370E+05 -2.47049517023E+05  0.12399 -0.07821  0.05686 -0.07482 -0.02928 -0.16224 -0.13907 -0.20246 -0.17030 -0.16001
5   9   1    1600  41.3600 40:53:09 -2.51768078770E+05 -2.47049517023E+05 -0.07821  0.12399 -0.02928  0.05686 -0.07482 -0.13907 -0.16224 -0.16001 -0.20246 -0.17030
5   9   2    3200  41.3706 41:53:09 -2.51156996851E+05 -2.47049517023E+05  0.05686 -0.07482  0.12399 -0.07821 -0.02928 -0.20246 -0.17030 -0.16224 -0.13907 -0.16001
5   9   2    5000  38.5141 41:53:09 -2.48963013801E+05 -2.46895715517E+05  0.37111  0.30078  0.23784  0.29365 -0.18253 -0.21710 -0.35685 -0.26875 -0.21310 -0.88936
5   9   2    6400  37.3957 42:53:09 -2.53765074117E+05 -2.46370552132E+05  0.30078  0.23784  0.29365 -0.18253  0.37111 -0.35685 -0.26875 -0.21310 -0.88936 -0.21710
5   9   3   10000  62.2222 44:53:09 -2.51378047157E+05 -2.46370552132E+05  0.35670  0.56628  0.37395 -0.01378 -0.00790 -0.23456 -0.91735 -0.15215 -0.83906 -0.92527
5   9   3   12800  34.3253 46:53:09 -2.50337073638E+05 -2.44470517206E+05  0.56628  0.35670  0.37395 -0.01378 -0.00790 -0.91735 -0.23456 -0.15215 -0.83906 -0.92527
5   9   3   15000  32.4558 47:53:09 -2.58322007046E+05 -2.44470517206E+05  0.26791  0.50753 -0.14229  0.34596  0.24685 -0.36068 -0.86690 -0.88936 -0.22985 -0.28630
5   9   4   20000  32.2715 54:53:09 -2.48388906426E+05 -2.44198182105E+05  0.22883  0.55509  0.33205 -0.19930  0.24422 -0.21688 -0.81115 -0.18951 -0.88936 -0.25128
5   9   4   25600  27.9026 55:53:09 -2.47808351451E+05 -2.43166958007E+05  0.38560  0.57493  0.28558 -0.09300 -0.36667 -0.19453 -0.90638 -0.29096 -0.89122 -0.03765
5   9   5   30000  28.6920 58:53:09 -2.48227208752E+05 -2.43166958007E+05  0.39018  1.00000  0.04055  0.03687  0.36768 -0.19837  0.00000 -0.84499 -0.94278 -0.21736
5   9   5   35000  32.4808 00:54:09 -2.53833920164E+05 -2.43166958007E+05  0.29447  0.35031  0.42406  0.37763 -0.13411 -0.25899 -0.16792 -0.69676 -0.46156 -0.88936
5   9   6   40000  30.2083 02:54:09 -2.48834565669E+05 -2.43166958007E+05  0.27253  0.35317  1.00000 -0.10520  0.52303 -0.28656 -0.23233  0.00000 -0.89199 -0.88116
5   9   6   50000  19.8112 05:54:09 -2.48205309512E+05 -2.41899803292E+05  0.32181  0.54042  0.33812 -0.18158  0.22728 -0.22308 -0.90638 -0.35496 -0.88936 -0.32212
5   9   6   51200  19.5224 06:54:09 -2.44857336302E+05 -2.41899803292E+05  0.32181  0.22728 -0.18158  0.54042  0.33812 -0.22308 -0.32212 -0.88936 -0.90638 -0.35496
5   9   7   55000  21.6906 10:54:09 -2.47178337497E+05 -2.41899803292E+05  0.35933  0.27471  1.00000 -0.10811  0.34848 -0.23138 -0.30119  0.00000 -0.90476 -0.31984
5   9   7   60000  25.6632 13:54:09 -2.47179760083E+05 -2.41899803292E+05 -0.10378  0.36231  0.27568  1.00000  0.31001 -0.88936 -0.21662 -0.31536  0.00000 -0.32206
5   9   8   70000  10.6177 15:54:09 -2.42822881608E+05 -2.41490088097E+05  0.35404  0.22778  0.54132 -0.17926  0.49238 -0.21341 -0.33919 -0.90638 -0.88936 -0.88116
