K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   9   1       0   1.0000 28:20:09 -3.04911704099E+05 -3.04911704099E+05 -0.00238 -0.10527 -0.04154  0.15710 -0.13412 -0.20488 -0.12556 -0.21931
4   9   1     100   0.9901 28:20:09 -3.04641006961E+05 -3.04641006961E+05 -0.00238 -0.10527 -0.04154  0.15710 -0.13412 -0.20488 -0.12556 -0.21931
4   9   1     200  28.3582 29:20:09 -2.63355518104E+05 -2.62755828195E+05 -0.00238 -0.10527  0.15710 -0.04154 -0.13412 -0.20488 -0.21931 -0.12556
4   9   1     400  33.1671 29:20:09 -2.55980289348E+05 -2.49855088278E+05 -0.00238 -0.10527 -0.04154  0.15710 -0.13412 -0.20488 -0.12556 -0.21931
4   9   1     800  35.8302 29:20:09 -2.47557653818E+05 -2.47115933383E+05 -0.10527 -0.00238  0.15710 -0.04154 -0.20488 -0.13412 -0.21931 -0.12556
4   9   1    1600  30.0437 29:20:09 -2.46813346648E+05 -2.46110273945E+05 -0.10527 -0.00238 -0.04154  0.15710 -0.20488 -0.13412 -0.12556 -0.21931
4   9   1    3200  27.7413 29:20:09 -2.47717221708E+05 -2.46032521856E+05  0.44990  0.37792  0.03306  0.03679 -0.18868 -0.28969 -0.90053 -0.87636
4   9   1    5000  27.3145 30:20:09 -2.47654696593E+05 -2.46032521856E+05  0.46728  0.37694  0.03671  0.03113 -0.20302 -0.28615 -0.86029 -0.90892
4   9   1    6400  27.2926 31:20:09 -2.49151586173E+05 -2.46032521856E+05  0.46728  0.37694  0.03671  0.03113 -0.20302 -0.28615 -0.86029 -0.90892
4   9   1   10000  26.7073 32:20:09 -2.50300197951E+05 -2.45701131238E+05  0.38432  0.31543 -0.04762  1.00000 -0.19478 -0.29306 -0.90476  0.00000
4   9   2   12800  24.5877 32:20:09 -2.46613627681E+05 -2.45701131238E+05  0.46977  0.37651  0.03565  0.03020 -0.19828 -0.27498 -0.93117 -0.85359
4   9   2   20000  26.1853 34:20:09 -2.48327950021E+05 -2.45644153080E+05  0.38026  0.48310  0.03353  0.02462 -0.26011 -0.21946 -0.88612 -0.89887
4   9   3   25600  10.4707 35:20:09 -2.42232990779E+05 -2.41012990230E+05  0.37629  0.28064 -0.10372  0.42706 -0.23415 -0.35697 -0.88936 -0.55353
