K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   4   1       0   1.0000 51:04:10 -3.08490634209E+05 -3.08490634209E+05 -0.07245  0.13577  0.22827 -0.13530 -0.17394  0.04730 -0.15931 -0.17509 -0.21103 -0.16038 -0.17479 -0.16727
6   4   1     100   1.9608 51:04:10 -3.07002218805E+05 -3.07002218805E+05 -0.17394  0.13577  0.22827 -0.13530  0.04730 -0.07245 -0.17479 -0.17509 -0.21103 -0.16038 -0.16727 -0.15931
6   4   1     200  30.0493 51:04:10 -2.57337719125E+05 -2.56719735323E+05 -0.17394  0.22827  0.04730  0.13577 -0.13530 -0.07245 -0.17479 -0.21103 -0.16727 -0.17509 -0.16038 -0.15931
6   4   1     400  39.2060 51:04:10 -2.55892697142E+05 -2.54981313807E+05  0.22827  0.13577 -0.17394 -0.13530 -0.07245  0.04730 -0.21103 -0.17509 -0.17479 -0.16038 -0.15931 -0.16727
6   4   1     800  41.4695 52:04:10 -2.51240812696E+05 -2.50759344910E+05 -0.17394  0.22827  0.13577 -0.07245 -0.13530  0.04730 -0.17479 -0.21103 -0.17509 -0.15931 -0.16038 -0.16727
6   4   1    1600  38.9894 55:04:10 -2.49384809202E+05 -2.48821406784E+05  0.13577  0.22827 -0.17394 -0.07245 -0.13530  0.04730 -0.17509 -0.21103 -0.17479 -0.15931 -0.16038 -0.16727
6   4   1    3200  39.8689 56:04:10 -2.52051676006E+05 -2.48371049737E+05 -0.17394  0.22827  0.04730 -0.13530 -0.07245  0.13577 -0.17479 -0.21103 -0.16727 -0.16038 -0.15931 -0.17509
6   4   1    5000  39.1565 57:04:10 -2.52778114454E+05 -2.48371049737E+05  0.29752  0.33643  0.20061  0.33692 -0.22169  0.47412 -0.25910 -0.25660 -0.34820 -0.23344 -0.88936 -0.88116
6   4   1    6400  39.0286 57:04:10 -2.53780601481E+05 -2.47520734920E+05  0.29752  0.20061  0.33643 -0.22169  0.47412  0.33692 -0.25910 -0.34820 -0.25660 -0.88936 -0.88116 -0.23344
6   4   2   10000  41.5011 59:04:10 -2.56447117587E+05 -2.47520734920E+05  0.46255  0.41494  0.33198 -0.03629 -0.02682  0.42704 -0.61021 -0.35658 -0.33145 -0.86055 -0.89970 -0.22421
6   4   3   12800  29.9703 59:04:10 -2.52407444384E+05 -2.47520734920E+05  0.41494  0.46255  0.33198 -0.03629 -0.02682  0.42704 -0.35658 -0.61021 -0.33145 -0.86055 -0.89970 -0.22421
6   4   3   15000  32.1078 01:05:10 -2.49911192298E+05 -2.47520734920E+05  0.41786  1.00000 -0.01728 -0.00200  0.34155  0.56744 -0.22854  0.00000 -0.84232 -0.90089 -0.29901 -0.88116
6   4   4   25000  25.9044 04:05:10 -2.45803066870E+05 -2.45206929905E+05 -0.13472  0.29536  0.32552  1.00000  0.41314  0.37983 -0.88936 -0.27749 -0.23541  0.00000 -0.64226 -0.47348
